tenant_key,system_name,system_type,system_category,business_function,system_scope,deployment_model,hosting_location,lifecycle_state,criticality,business_owner,technology_owner,vendor,data_domains,interfaces_count,current_state_or_target_state,source_file,source_date,confidence,known_gaps,record_id,evidence_id,source_row_id,dimension_key,dimension_name,active_candidate_status,candidate_contract_version,load_run_id,generated_at,generation_method,source_basis,truth_statement
first-capital-financial,card processing platform 001,card-processing-platform,core platform,retail banking,retail banking supporting Payments Platform Resilience,SaaS,us-east,current core,critical,CIO,enterprise architecture,InsightLake Analytics,retail banking; commercial banking; wealth advisory,2,target_state_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/04_applications_systems.csv,2026-07-17,high,data retention evidence requires owner validation; source is synthetic and candidate-only,FCF-04-00001,FCF-EVID-02401,FCF-04_APPLICATIONS_SYSTEMS-SRC-00001,04_applications_systems,Applications & Systems,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,payments hub 002,payments-hub,experience,commercial banking,commercial banking supporting Fraud and Financial Crimes Transformation,private cloud,us-central,modernization candidate,medium,CTO,platform engineering,Servica Contact Cloud,commercial banking; wealth advisory; mortgage lending,3,current_state_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/04_applications_systems.csv,2026-07-17,medium,access controls evidence requires owner validation; source is synthetic and candidate-only,FCF-04-00002,FCF-EVID-02402,FCF-04_APPLICATIONS_SYSTEMS-SRC-00002,04_applications_systems,Applications & Systems,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,ACH and wire operations 003,ach-and-wire-operations,risk control,wealth advisory,wealth advisory supporting Core Banking Simplification,managed hosting,primary data center,target state not certified,medium,CDAO,application owner,FraudShield Controls,wealth advisory; mortgage lending; cards and payments,4,current_state_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/04_applications_systems.csv,2026-07-17,medium,audit logging evidence requires owner validation; source is synthetic and candidate-only,FCF-04-00003,FCF-EVID-02403,FCF-04_APPLICATIONS_SYSTEMS-SRC-00003,04_applications_systems,Applications & Systems,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,fraud detection platform 004,fraud-detection-platform,data platform,mortgage lending,mortgage lending supporting Data Governance and Lakehouse Foundation,on-premises,secondary region,rationalize candidate,high,CISO,data engineering,ComplyCase Risk Systems,mortgage lending; cards and payments; treasury services,5,current_state_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/04_applications_systems.csv,2026-07-17,high,customer consent evidence requires owner validation; source is synthetic and candidate-only,FCF-04-00004,FCF-EVID-02404,FCF-04_APPLICATIONS_SYSTEMS-SRC-00004,04_applications_systems,Applications & Systems,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,AML/KYC case management 005,aml-kyc-case-management,service management,cards and payments,cards and payments supporting Regulatory Reporting Automation,hybrid,vendor cloud,extend with controls,medium,Chief compliance officer,IT service management,CreditSignal Data Services,cards and payments; treasury services; fraud operations,6,current_state_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/04_applications_systems.csv,2026-07-17,high,regulatory reporting accuracy evidence requires owner validation; source is synthetic and candidate-only,FCF-04-00005,FCF-EVID-02405,FCF-04_APPLICATIONS_SYSTEMS-SRC-00005,04_applications_systems,Applications & Systems,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,CRM and banker desktop 006,crm-and-banker-desktop,core platform,treasury services,treasury services supporting Contact Center Experience Transformation,SaaS,us-east,current core,critical,Chief procurement officer,enterprise architecture,RegOps Managed Services,treasury services; fraud operations; AML and KYC,7,current_state_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/04_applications_systems.csv,2026-07-17,medium,operational resilience evidence requires owner validation; source is synthetic and candidate-only,FCF-04-00006,FCF-EVID-02406,FCF-04_APPLICATIONS_SYSTEMS-SRC-00006,04_applications_systems,Applications & Systems,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,contact center platform 007,contact-center-platform,experience,fraud operations,fraud operations supporting Cloud Resilience and Zero Trust,private cloud,us-central,modernization candidate,high,Chief people officer,platform engineering,CyberGate Security,fraud operations; AML and KYC; risk and compliance,8,current_state_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/04_applications_systems.csv,2026-07-17,medium,third-party risk evidence requires owner validation; source is synthetic and candidate-only,FCF-04-00007,FCF-EVID-02407,FCF-04_APPLICATIONS_SYSTEMS-SRC-00007,04_applications_systems,Applications & Systems,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,mobile banking platform 008,mobile-banking-platform,risk control,AML and KYC,AML and KYC supporting Branch Workforce Productivity,managed hosting,primary data center,target state not certified,medium,Transformation office lead,application owner,LedgerWorks ERP,AML and KYC; risk and compliance; branch operations,9,target_state_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/04_applications_systems.csv,2026-07-17,high,cyber risk evidence requires owner validation; source is synthetic and candidate-only,FCF-04-00008,FCF-EVID-02408,FCF-04_APPLICATIONS_SYSTEMS-SRC-00008,04_applications_systems,Applications & Systems,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,online banking platform 009,online-banking-platform,data platform,risk and compliance,risk and compliance supporting Wealth Advisor Desktop Modernization,on-premises,secondary region,rationalize candidate,medium,Experience leader,data engineering,CoreBridge Banking Services,risk and compliance; branch operations; contact center,10,current_state_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/04_applications_systems.csv,2026-07-17,high,fraud loss evidence requires owner validation; source is synthetic and candidate-only,FCF-04-00009,FCF-EVID-02409,FCF-04_APPLICATIONS_SYSTEMS-SRC-00009,04_applications_systems,Applications & Systems,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,cloud lakehouse foundation 010,cloud-lakehouse-foundation,service management,branch operations,branch operations supporting Model Risk and AI Governance,hybrid,vendor cloud,extend with controls,high,Business unit president,IT service management,CardRail Processing,branch operations; contact center; digital banking,11,current_state_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/04_applications_systems.csv,2026-07-17,medium,vendor concentration evidence requires owner validation; source is synthetic and candidate-only,FCF-04-00010,FCF-EVID-02410,FCF-04_APPLICATIONS_SYSTEMS-SRC-00010,04_applications_systems,Applications & Systems,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
