tenant_key,process_name,business_function,process_owner,systems_used,volume_metric,cycle_time,pain_points,control_points,automation_candidate,source_file,source_date,confidence,known_gaps,record_id,evidence_id,source_row_id,dimension_key,dimension_name,active_candidate_status,candidate_contract_version,load_run_id,generated_at,generation_method,source_basis,truth_statement
first-capital-financial,retail banking process evidence 001,retail banking,Experience leader,card processing platform; AML/KYC case management,1000 synthetic work items per period,baseline required,Fragmented evidence for data retention; manual reconciliation across card processing platform,data retention; human review; audit trail; evidence lineage,Personalized digital banking insights,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,high,data retention evidence requires owner validation; source is synthetic and candidate-only,FCF-18-00001,FCF-EVID-10801,FCF-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00001,18_operational_process_evidence,Operational Evidence,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,commercial banking process evidence 002,commercial banking,Business unit president,payments hub; CRM and banker desktop,1001 synthetic work items per period,baseline required,Fragmented evidence for access controls; manual reconciliation across payments hub,access controls; human review; audit trail; evidence lineage,Loan document intake automation,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,medium,access controls evidence requires owner validation; source is synthetic and candidate-only,FCF-18-00002,FCF-EVID-10802,FCF-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00002,18_operational_process_evidence,Operational Evidence,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,wealth advisory process evidence 003,wealth advisory,Contact center leader,ACH and wire operations; contact center platform,1002 synthetic work items per period,baseline required,Fragmented evidence for audit logging; manual reconciliation across ACH and wire operations,audit logging; human review; audit trail; evidence lineage,Regulatory change impact analyzer,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,medium,audit logging evidence requires owner validation; source is synthetic and candidate-only,FCF-18-00003,FCF-EVID-10803,FCF-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00003,18_operational_process_evidence,Operational Evidence,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,mortgage lending process evidence 004,mortgage lending,Operations leader,fraud detection platform; mobile banking platform,1003 synthetic work items per period,baseline required,Fragmented evidence for customer consent; manual reconciliation across fraud detection platform,customer consent; human review; audit trail; evidence lineage,Wealth advisor research assistant,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,high,customer consent evidence requires owner validation; source is synthetic and candidate-only,FCF-18-00004,FCF-EVID-10804,FCF-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00004,18_operational_process_evidence,Operational Evidence,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,cards and payments process evidence 005,cards and payments,Chief architect,AML/KYC case management; online banking platform,1004 synthetic work items per period,baseline required,Fragmented evidence for regulatory reporting accuracy; manual reconciliation across AML/KYC case management,regulatory reporting accuracy; human review; audit trail; evidence lineage,Collections prioritization assistant,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,high,regulatory reporting accuracy evidence requires owner validation; source is synthetic and candidate-only,FCF-18-00005,FCF-EVID-10805,FCF-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00005,18_operational_process_evidence,Operational Evidence,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,treasury services process evidence 006,treasury services,Application owner,CRM and banker desktop; cloud lakehouse foundation,1005 synthetic work items per period,baseline required,Fragmented evidence for operational resilience; manual reconciliation across CRM and banker desktop,operational resilience; human review; audit trail; evidence lineage,Branch workforce knowledge assistant,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,medium,operational resilience evidence requires owner validation; source is synthetic and candidate-only,FCF-18-00006,FCF-EVID-10806,FCF-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00006,18_operational_process_evidence,Operational Evidence,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,fraud operations process evidence 007,fraud operations,ITSM leader,contact center platform; enterprise risk platform,1006 synthetic work items per period,baseline required,Fragmented evidence for third-party risk; manual reconciliation across contact center platform,third-party risk; human review; audit trail; evidence lineage,IT incident and change-risk copilot,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,medium,third-party risk evidence requires owner validation; source is synthetic and candidate-only,FCF-18-00007,FCF-EVID-10807,FCF-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00007,18_operational_process_evidence,Operational Evidence,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,AML and KYC process evidence 008,AML and KYC,CEO,mobile banking platform; general ledger and ERP,1007 synthetic work items per period,baseline required,Fragmented evidence for cyber risk; manual reconciliation across mobile banking platform,cyber risk; human review; audit trail; evidence lineage,Model risk documentation assistant,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,high,cyber risk evidence requires owner validation; source is synthetic and candidate-only,FCF-18-00008,FCF-EVID-10808,FCF-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00008,18_operational_process_evidence,Operational Evidence,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,risk and compliance process evidence 009,risk and compliance,CFO,online banking platform; identity and access management,1008 synthetic work items per period,baseline required,Fragmented evidence for fraud loss; manual reconciliation across online banking platform,fraud loss; human review; audit trail; evidence lineage,Finance close anomaly detection,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,high,fraud loss evidence requires owner validation; source is synthetic and candidate-only,FCF-18-00009,FCF-EVID-10809,FCF-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00009,18_operational_process_evidence,Operational Evidence,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,branch operations process evidence 010,branch operations,COO,cloud lakehouse foundation; model risk management system,1009 synthetic work items per period,baseline required,Fragmented evidence for vendor concentration; manual reconciliation across cloud lakehouse foundation,vendor concentration; human review; audit trail; evidence lineage,Fraud alert triage copilot,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,medium,vendor concentration evidence requires owner validation; source is synthetic and candidate-only,FCF-18-00010,FCF-EVID-10810,FCF-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00010,18_operational_process_evidence,Operational Evidence,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
