tenant_key,function_name,parent_function,executive_owner,business_capabilities,criticality,annual_budget_usd,fte_count,outsourced_support,current_state_notes,target_state_notes,source_file,source_date,confidence,known_gaps,record_id,evidence_id,source_row_id,dimension_key,dimension_name,active_candidate_status,candidate_contract_version,load_run_id,generated_at,generation_method,source_basis,truth_statement
first-capital-financial,retail banking capability 001,retail banking,CEO,Payments Platform Resilience; Personalized digital banking insights; card processing platform,critical,51111111,80,"yes, candidate managed-services dependency",Candidate planning context for retail banking; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,high,data retention evidence requires owner validation; source is synthetic and candidate-only,FCF-01-00001,FCF-EVID-00601,FCF-01_BUSINESS_FUNCTIONS-SRC-00001,01_business_functions,Business Functions,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,commercial banking capability 002,commercial banking,CFO,Fraud and Financial Crimes Transformation; Loan document intake automation; payments hub,medium,54305556,91,mixed internal and vendor support,Candidate planning context for commercial banking; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,medium,access controls evidence requires owner validation; source is synthetic and candidate-only,FCF-01-00002,FCF-EVID-00602,FCF-01_BUSINESS_FUNCTIONS-SRC-00002,01_business_functions,Business Functions,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,wealth advisory capability 003,wealth advisory,COO,Core Banking Simplification; Regulatory change impact analyzer; ACH and wire operations,medium,57500000,102,mixed internal and vendor support,Candidate planning context for wealth advisory; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,medium,audit logging evidence requires owner validation; source is synthetic and candidate-only,FCF-01-00003,FCF-EVID-00603,FCF-01_BUSINESS_FUNCTIONS-SRC-00003,01_business_functions,Business Functions,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,mortgage lending capability 004,mortgage lending,CIO,Data Governance and Lakehouse Foundation; Wealth advisor research assistant; fraud detection platform,high,60694444,113,"yes, candidate managed-services dependency",Candidate planning context for mortgage lending; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,high,customer consent evidence requires owner validation; source is synthetic and candidate-only,FCF-01-00004,FCF-EVID-00604,FCF-01_BUSINESS_FUNCTIONS-SRC-00004,01_business_functions,Business Functions,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,cards and payments capability 005,cards and payments,CTO,Regulatory Reporting Automation; Collections prioritization assistant; AML/KYC case management,medium,63888889,124,mixed internal and vendor support,Candidate planning context for cards and payments; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,high,regulatory reporting accuracy evidence requires owner validation; source is synthetic and candidate-only,FCF-01-00005,FCF-EVID-00605,FCF-01_BUSINESS_FUNCTIONS-SRC-00005,01_business_functions,Business Functions,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,treasury services capability 006,treasury services,CDAO,Contact Center Experience Transformation; Branch workforce knowledge assistant; CRM and banker desktop,critical,67083333,135,mixed internal and vendor support,Candidate planning context for treasury services; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,medium,operational resilience evidence requires owner validation; source is synthetic and candidate-only,FCF-01-00006,FCF-EVID-00606,FCF-01_BUSINESS_FUNCTIONS-SRC-00006,01_business_functions,Business Functions,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,fraud operations capability 007,fraud operations,CISO,Cloud Resilience and Zero Trust; IT incident and change-risk copilot; contact center platform,high,70277778,146,"yes, candidate managed-services dependency",Candidate planning context for fraud operations; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,medium,third-party risk evidence requires owner validation; source is synthetic and candidate-only,FCF-01-00007,FCF-EVID-00607,FCF-01_BUSINESS_FUNCTIONS-SRC-00007,01_business_functions,Business Functions,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,AML and KYC capability 008,AML and KYC,Chief compliance officer,Branch Workforce Productivity; Model risk documentation assistant; mobile banking platform,medium,51111111,157,mixed internal and vendor support,Candidate planning context for AML and KYC; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,high,cyber risk evidence requires owner validation; source is synthetic and candidate-only,FCF-01-00008,FCF-EVID-00608,FCF-01_BUSINESS_FUNCTIONS-SRC-00008,01_business_functions,Business Functions,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,risk and compliance capability 009,risk and compliance,Chief procurement officer,Wealth Advisor Desktop Modernization; Finance close anomaly detection; online banking platform,medium,54305556,168,mixed internal and vendor support,Candidate planning context for risk and compliance; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,high,fraud loss evidence requires owner validation; source is synthetic and candidate-only,FCF-01-00009,FCF-EVID-00609,FCF-01_BUSINESS_FUNCTIONS-SRC-00009,01_business_functions,Business Functions,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,branch operations capability 010,branch operations,Chief people officer,Model Risk and AI Governance; Fraud alert triage copilot; cloud lakehouse foundation,high,57500000,179,"yes, candidate managed-services dependency",Candidate planning context for branch operations; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,medium,vendor concentration evidence requires owner validation; source is synthetic and candidate-only,FCF-01-00010,FCF-EVID-00610,FCF-01_BUSINESS_FUNCTIONS-SRC-00010,01_business_functions,Business Functions,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
