tenant_key,entity_name,industry,sub_industry,revenue_usd,employee_count,headquarters,operating_regions,business_model,customer_segments,mission,vision,strategic_priorities,leadership_team,source_file,source_date,confidence,current_state_notes,target_state_notes,known_gaps,record_id,evidence_id,source_row_id,dimension_key,dimension_name,active_candidate_status,candidate_contract_version,load_run_id,generated_at,generation_method,source_basis,truth_statement
first-capital-financial,FS Demo,Financial Services,"Diversified banking, payments, wealth, lending, contact center, risk, and regulatory operations",25000000000,74000,"Charlotte, NC",United States banking markets; digital channels; branch and contact center operations,"FS Demo synthetic operating model across retail banking, card processing platform, and Payments Platform Resilience.",consumer households; commercial clients; wealth clients; cardholders; lending customers,Use governed enterprise context to make planning decisions safer before active promotion.,Build a trusted evidence-backed operating model for executive decisions.,Digital Banking Modernization; Payments Platform Resilience; Fraud and Financial Crimes Transformation; Core Banking Simplification; Data Governance and Lakehouse Foundation; Regulatory Reporting Automation; Contact Center Experience Transformation; Cloud Resilience and Zero Trust; Branch Workforce Productivity; Wealth Advisor Desktop Modernization; Model Risk and AI Governance; Finance and GL Modernization; candidate AI opportunities remain not approved,CEO; CFO; COO; CIO; CTO; CDAO; CISO; procurement; transformation office,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,2026-07-17,high,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value. Candidate profile includes 25000000000 revenue band, 74000 employees, 1100 branches, and 21000000.","Home, Knowledge, Tower, Intelligence, Moves, Source can consume this only after candidate load, reconciliation, retrieval proof, and explicit promotion review.",OCC; FDIC; CFPB; SEC/FINRA where applicable; SOX; GLBA; PCI DSS; model risk governance; evidence remains synthetic and candidate-only.,FCF-00-00001,FCF-EVID-00001,FCF-00_ENTERPRISE_PROFILE-SRC-00001,00_enterprise_profile,Enterprise Profile,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,FS Demo,Financial Services,"Diversified banking, payments, wealth, lending, contact center, risk, and regulatory operations",25000000000,74000,"Charlotte, NC",United States banking markets; digital channels; branch and contact center operations,"FS Demo synthetic operating model across commercial banking, payments hub, and Fraud and Financial Crimes Transformation.",consumer households; commercial clients; wealth clients; cardholders; lending customers,Use governed enterprise context to make planning decisions safer before active promotion.,Build a trusted evidence-backed operating model for executive decisions.,Digital Banking Modernization; Payments Platform Resilience; Fraud and Financial Crimes Transformation; Core Banking Simplification; Data Governance and Lakehouse Foundation; Regulatory Reporting Automation; Contact Center Experience Transformation; Cloud Resilience and Zero Trust; Branch Workforce Productivity; Wealth Advisor Desktop Modernization; Model Risk and AI Governance; Finance and GL Modernization; candidate AI opportunities remain not approved,CEO; CFO; COO; CIO; CTO; CDAO; CISO; procurement; transformation office,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,2026-07-17,medium,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value. Candidate profile includes 25000000000 revenue band, 74000 employees, 1100 branches, and 21000000.","Home, Knowledge, Tower, Intelligence, Moves, Source can consume this only after candidate load, reconciliation, retrieval proof, and explicit promotion review.",OCC; FDIC; CFPB; SEC/FINRA where applicable; SOX; GLBA; PCI DSS; model risk governance; evidence remains synthetic and candidate-only.,FCF-00-00002,FCF-EVID-00002,FCF-00_ENTERPRISE_PROFILE-SRC-00002,00_enterprise_profile,Enterprise Profile,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,FS Demo,Financial Services,"Diversified banking, payments, wealth, lending, contact center, risk, and regulatory operations",25000000000,74000,"Charlotte, NC",United States banking markets; digital channels; branch and contact center operations,"FS Demo synthetic operating model across wealth advisory, ACH and wire operations, and Core Banking Simplification.",consumer households; commercial clients; wealth clients; cardholders; lending customers,Use governed enterprise context to make planning decisions safer before active promotion.,Build a trusted evidence-backed operating model for executive decisions.,Digital Banking Modernization; Payments Platform Resilience; Fraud and Financial Crimes Transformation; Core Banking Simplification; Data Governance and Lakehouse Foundation; Regulatory Reporting Automation; Contact Center Experience Transformation; Cloud Resilience and Zero Trust; Branch Workforce Productivity; Wealth Advisor Desktop Modernization; Model Risk and AI Governance; Finance and GL Modernization; candidate AI opportunities remain not approved,CEO; CFO; COO; CIO; CTO; CDAO; CISO; procurement; transformation office,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,2026-07-17,medium,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value. Candidate profile includes 25000000000 revenue band, 74000 employees, 1100 branches, and 21000000.","Home, Knowledge, Tower, Intelligence, Moves, Source can consume this only after candidate load, reconciliation, retrieval proof, and explicit promotion review.",OCC; FDIC; CFPB; SEC/FINRA where applicable; SOX; GLBA; PCI DSS; model risk governance; evidence remains synthetic and candidate-only.,FCF-00-00003,FCF-EVID-00003,FCF-00_ENTERPRISE_PROFILE-SRC-00003,00_enterprise_profile,Enterprise Profile,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,FS Demo,Financial Services,"Diversified banking, payments, wealth, lending, contact center, risk, and regulatory operations",25000000000,74000,"Charlotte, NC",United States banking markets; digital channels; branch and contact center operations,"FS Demo synthetic operating model across mortgage lending, fraud detection platform, and Data Governance and Lakehouse Foundation.",consumer households; commercial clients; wealth clients; cardholders; lending customers,Use governed enterprise context to make planning decisions safer before active promotion.,Build a trusted evidence-backed operating model for executive decisions.,Digital Banking Modernization; Payments Platform Resilience; Fraud and Financial Crimes Transformation; Core Banking Simplification; Data Governance and Lakehouse Foundation; Regulatory Reporting Automation; Contact Center Experience Transformation; Cloud Resilience and Zero Trust; Branch Workforce Productivity; Wealth Advisor Desktop Modernization; Model Risk and AI Governance; Finance and GL Modernization; candidate AI opportunities remain not approved,CEO; CFO; COO; CIO; CTO; CDAO; CISO; procurement; transformation office,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,2026-07-17,high,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value. Candidate profile includes 25000000000 revenue band, 74000 employees, 1100 branches, and 21000000.","Home, Knowledge, Tower, Intelligence, Moves, Source can consume this only after candidate load, reconciliation, retrieval proof, and explicit promotion review.",OCC; FDIC; CFPB; SEC/FINRA where applicable; SOX; GLBA; PCI DSS; model risk governance; evidence remains synthetic and candidate-only.,FCF-00-00004,FCF-EVID-00004,FCF-00_ENTERPRISE_PROFILE-SRC-00004,00_enterprise_profile,Enterprise Profile,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,FS Demo,Financial Services,"Diversified banking, payments, wealth, lending, contact center, risk, and regulatory operations",25000000000,74000,"Charlotte, NC",United States banking markets; digital channels; branch and contact center operations,"FS Demo synthetic operating model across cards and payments, AML/KYC case management, and Regulatory Reporting Automation.",consumer households; commercial clients; wealth clients; cardholders; lending customers,Use governed enterprise context to make planning decisions safer before active promotion.,Build a trusted evidence-backed operating model for executive decisions.,Digital Banking Modernization; Payments Platform Resilience; Fraud and Financial Crimes Transformation; Core Banking Simplification; Data Governance and Lakehouse Foundation; Regulatory Reporting Automation; Contact Center Experience Transformation; Cloud Resilience and Zero Trust; Branch Workforce Productivity; Wealth Advisor Desktop Modernization; Model Risk and AI Governance; Finance and GL Modernization; candidate AI opportunities remain not approved,CEO; CFO; COO; CIO; CTO; CDAO; CISO; procurement; transformation office,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,2026-07-17,high,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value. Candidate profile includes 25000000000 revenue band, 74000 employees, 1100 branches, and 21000000.","Home, Knowledge, Tower, Intelligence, Moves, Source can consume this only after candidate load, reconciliation, retrieval proof, and explicit promotion review.",OCC; FDIC; CFPB; SEC/FINRA where applicable; SOX; GLBA; PCI DSS; model risk governance; evidence remains synthetic and candidate-only.,FCF-00-00005,FCF-EVID-00005,FCF-00_ENTERPRISE_PROFILE-SRC-00005,00_enterprise_profile,Enterprise Profile,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,FS Demo,Financial Services,"Diversified banking, payments, wealth, lending, contact center, risk, and regulatory operations",25000000000,74000,"Charlotte, NC",United States banking markets; digital channels; branch and contact center operations,"FS Demo synthetic operating model across treasury services, CRM and banker desktop, and Contact Center Experience Transformation.",consumer households; commercial clients; wealth clients; cardholders; lending customers,Use governed enterprise context to make planning decisions safer before active promotion.,Build a trusted evidence-backed operating model for executive decisions.,Digital Banking Modernization; Payments Platform Resilience; Fraud and Financial Crimes Transformation; Core Banking Simplification; Data Governance and Lakehouse Foundation; Regulatory Reporting Automation; Contact Center Experience Transformation; Cloud Resilience and Zero Trust; Branch Workforce Productivity; Wealth Advisor Desktop Modernization; Model Risk and AI Governance; Finance and GL Modernization; candidate AI opportunities remain not approved,CEO; CFO; COO; CIO; CTO; CDAO; CISO; procurement; transformation office,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,2026-07-17,medium,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value. Candidate profile includes 25000000000 revenue band, 74000 employees, 1100 branches, and 21000000.","Home, Knowledge, Tower, Intelligence, Moves, Source can consume this only after candidate load, reconciliation, retrieval proof, and explicit promotion review.",OCC; FDIC; CFPB; SEC/FINRA where applicable; SOX; GLBA; PCI DSS; model risk governance; evidence remains synthetic and candidate-only.,FCF-00-00006,FCF-EVID-00006,FCF-00_ENTERPRISE_PROFILE-SRC-00006,00_enterprise_profile,Enterprise Profile,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,FS Demo,Financial Services,"Diversified banking, payments, wealth, lending, contact center, risk, and regulatory operations",25000000000,74000,"Charlotte, NC",United States banking markets; digital channels; branch and contact center operations,"FS Demo synthetic operating model across fraud operations, contact center platform, and Cloud Resilience and Zero Trust.",consumer households; commercial clients; wealth clients; cardholders; lending customers,Use governed enterprise context to make planning decisions safer before active promotion.,Build a trusted evidence-backed operating model for executive decisions.,Digital Banking Modernization; Payments Platform Resilience; Fraud and Financial Crimes Transformation; Core Banking Simplification; Data Governance and Lakehouse Foundation; Regulatory Reporting Automation; Contact Center Experience Transformation; Cloud Resilience and Zero Trust; Branch Workforce Productivity; Wealth Advisor Desktop Modernization; Model Risk and AI Governance; Finance and GL Modernization; candidate AI opportunities remain not approved,CEO; CFO; COO; CIO; CTO; CDAO; CISO; procurement; transformation office,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,2026-07-17,medium,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value. Candidate profile includes 25000000000 revenue band, 74000 employees, 1100 branches, and 21000000.","Home, Knowledge, Tower, Intelligence, Moves, Source can consume this only after candidate load, reconciliation, retrieval proof, and explicit promotion review.",OCC; FDIC; CFPB; SEC/FINRA where applicable; SOX; GLBA; PCI DSS; model risk governance; evidence remains synthetic and candidate-only.,FCF-00-00007,FCF-EVID-00007,FCF-00_ENTERPRISE_PROFILE-SRC-00007,00_enterprise_profile,Enterprise Profile,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,FS Demo,Financial Services,"Diversified banking, payments, wealth, lending, contact center, risk, and regulatory operations",25000000000,74000,"Charlotte, NC",United States banking markets; digital channels; branch and contact center operations,"FS Demo synthetic operating model across AML and KYC, mobile banking platform, and Branch Workforce Productivity.",consumer households; commercial clients; wealth clients; cardholders; lending customers,Use governed enterprise context to make planning decisions safer before active promotion.,Build a trusted evidence-backed operating model for executive decisions.,Digital Banking Modernization; Payments Platform Resilience; Fraud and Financial Crimes Transformation; Core Banking Simplification; Data Governance and Lakehouse Foundation; Regulatory Reporting Automation; Contact Center Experience Transformation; Cloud Resilience and Zero Trust; Branch Workforce Productivity; Wealth Advisor Desktop Modernization; Model Risk and AI Governance; Finance and GL Modernization; candidate AI opportunities remain not approved,CEO; CFO; COO; CIO; CTO; CDAO; CISO; procurement; transformation office,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,2026-07-17,high,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value. Candidate profile includes 25000000000 revenue band, 74000 employees, 1100 branches, and 21000000.","Home, Knowledge, Tower, Intelligence, Moves, Source can consume this only after candidate load, reconciliation, retrieval proof, and explicit promotion review.",OCC; FDIC; CFPB; SEC/FINRA where applicable; SOX; GLBA; PCI DSS; model risk governance; evidence remains synthetic and candidate-only.,FCF-00-00008,FCF-EVID-00008,FCF-00_ENTERPRISE_PROFILE-SRC-00008,00_enterprise_profile,Enterprise Profile,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,FS Demo,Financial Services,"Diversified banking, payments, wealth, lending, contact center, risk, and regulatory operations",25000000000,74000,"Charlotte, NC",United States banking markets; digital channels; branch and contact center operations,"FS Demo synthetic operating model across risk and compliance, online banking platform, and Wealth Advisor Desktop Modernization.",consumer households; commercial clients; wealth clients; cardholders; lending customers,Use governed enterprise context to make planning decisions safer before active promotion.,Build a trusted evidence-backed operating model for executive decisions.,Digital Banking Modernization; Payments Platform Resilience; Fraud and Financial Crimes Transformation; Core Banking Simplification; Data Governance and Lakehouse Foundation; Regulatory Reporting Automation; Contact Center Experience Transformation; Cloud Resilience and Zero Trust; Branch Workforce Productivity; Wealth Advisor Desktop Modernization; Model Risk and AI Governance; Finance and GL Modernization; candidate AI opportunities remain not approved,CEO; CFO; COO; CIO; CTO; CDAO; CISO; procurement; transformation office,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,2026-07-17,high,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value. Candidate profile includes 25000000000 revenue band, 74000 employees, 1100 branches, and 21000000.","Home, Knowledge, Tower, Intelligence, Moves, Source can consume this only after candidate load, reconciliation, retrieval proof, and explicit promotion review.",OCC; FDIC; CFPB; SEC/FINRA where applicable; SOX; GLBA; PCI DSS; model risk governance; evidence remains synthetic and candidate-only.,FCF-00-00009,FCF-EVID-00009,FCF-00_ENTERPRISE_PROFILE-SRC-00009,00_enterprise_profile,Enterprise Profile,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,FS Demo,Financial Services,"Diversified banking, payments, wealth, lending, contact center, risk, and regulatory operations",25000000000,74000,"Charlotte, NC",United States banking markets; digital channels; branch and contact center operations,"FS Demo synthetic operating model across branch operations, cloud lakehouse foundation, and Model Risk and AI Governance.",consumer households; commercial clients; wealth clients; cardholders; lending customers,Use governed enterprise context to make planning decisions safer before active promotion.,Build a trusted evidence-backed operating model for executive decisions.,Digital Banking Modernization; Payments Platform Resilience; Fraud and Financial Crimes Transformation; Core Banking Simplification; Data Governance and Lakehouse Foundation; Regulatory Reporting Automation; Contact Center Experience Transformation; Cloud Resilience and Zero Trust; Branch Workforce Productivity; Wealth Advisor Desktop Modernization; Model Risk and AI Governance; Finance and GL Modernization; candidate AI opportunities remain not approved,CEO; CFO; COO; CIO; CTO; CDAO; CISO; procurement; transformation office,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,2026-07-17,medium,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value. Candidate profile includes 25000000000 revenue band, 74000 employees, 1100 branches, and 21000000.","Home, Knowledge, Tower, Intelligence, Moves, Source can consume this only after candidate load, reconciliation, retrieval proof, and explicit promotion review.",OCC; FDIC; CFPB; SEC/FINRA where applicable; SOX; GLBA; PCI DSS; model risk governance; evidence remains synthetic and candidate-only.,FCF-00-00010,FCF-EVID-00010,FCF-00_ENTERPRISE_PROFILE-SRC-00010,00_enterprise_profile,Enterprise Profile,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
