tenant_key,source_file,source_row,source_record_id,source_label,view,amount_type,basis,period,amount_usd,is_rollup_of,component_of,formula,formula_version,value_source,reconciles_to_view,reconciles_to_record_id,reconciliation_envelope_usd,notes
first-capital-financial,derived/tower_financial_amounts_fy2025_trend.csv,2,FC-AI-001-FY2025-262f829609,Real-time scam & APP fraud detection FY2025 trend baseline,value,none,baseline,fy25,21620000,,,synthetic_backcast_from_fy26:FC-AI-001:2; multiplier=0.46,tower_synthetic_fy2025_trend_v1,synthetic,value,FC-AI-001,,Synthetic FY2025 trend baseline for demo trend views. Not client-attested; replace with client actuals when provided.
first-capital-financial,derived/tower_financial_amounts_fy2025_trend.csv,3,FC-AI-002-FY2025-bdda09cb68,AML alert triage & false-positive reduction FY2025 trend baseline,value,none,baseline,fy25,5520000,,,synthetic_backcast_from_fy26:FC-AI-002:3; multiplier=0.46,tower_synthetic_fy2025_trend_v1,synthetic,value,FC-AI-002,,Synthetic FY2025 trend baseline for demo trend views. Not client-attested; replace with client actuals when provided.
first-capital-financial,derived/tower_financial_amounts_fy2025_trend.csv,4,FC-AI-003-FY2025-a91fdab4ba,SAR narrative drafting copilot FY2025 trend baseline,value,none,baseline,fy25,17480000,,,synthetic_backcast_from_fy26:FC-AI-003:4; multiplier=0.46,tower_synthetic_fy2025_trend_v1,synthetic,value,FC-AI-003,,Synthetic FY2025 trend baseline for demo trend views. Not client-attested; replace with client actuals when provided.
first-capital-financial,derived/tower_financial_amounts_fy2025_trend.csv,5,FC-AI-004-FY2025-e97d69cdaf,Contact center next-best-action assist FY2025 trend baseline,value,none,baseline,fy25,18860000,,,synthetic_backcast_from_fy26:FC-AI-004:5; multiplier=0.46,tower_synthetic_fy2025_trend_v1,synthetic,value,FC-AI-004,,Synthetic FY2025 trend baseline for demo trend views. Not client-attested; replace with client actuals when provided.
first-capital-financial,derived/tower_financial_amounts_fy2025_trend.csv,6,FC-AI-005-FY2025-a9ccd4968e,Commercial credit spreading automation FY2025 trend baseline,value,none,baseline,fy25,12420000,,,synthetic_backcast_from_fy26:FC-AI-005:6; multiplier=0.46,tower_synthetic_fy2025_trend_v1,synthetic,value,FC-AI-005,,Synthetic FY2025 trend baseline for demo trend views. Not client-attested; replace with client actuals when provided.
first-capital-financial,derived/tower_financial_amounts_fy2025_trend.csv,7,FC-AI-006-FY2025-1ba69b2c8e,Customer 360 lakehouse foundation FY2025 trend baseline,value,none,baseline,fy25,13800000,,,synthetic_backcast_from_fy26:FC-AI-006:7; multiplier=0.46,tower_synthetic_fy2025_trend_v1,synthetic,value,FC-AI-006,,Synthetic FY2025 trend baseline for demo trend views. Not client-attested; replace with client actuals when provided.
first-capital-financial,derived/tower_financial_amounts_fy2025_trend.csv,8,FC-AI-007-FY2025-f7dd0286e1,Certified semantic layer for KPIs FY2025 trend baseline,value,none,baseline,fy25,7820000,,,synthetic_backcast_from_fy26:FC-AI-007:8; multiplier=0.46,tower_synthetic_fy2025_trend_v1,synthetic,value,FC-AI-007,,Synthetic FY2025 trend baseline for demo trend views. Not client-attested; replace with client actuals when provided.
first-capital-financial,derived/tower_financial_amounts_fy2025_trend.csv,9,FC-AI-007-FY2025-bed5730e03,Certified semantic layer for KPIs FY2025 trend baseline,value,none,baseline,fy25,44000,,,synthetic_backcast_from_fy26:FC-AI-007:8; multiplier=0.46,tower_synthetic_fy2025_trend_v1,synthetic,value,FC-AI-007,,Synthetic FY2025 trend baseline for demo trend views. Not client-attested; replace with client actuals when provided.
first-capital-financial,derived/tower_financial_amounts_fy2025_trend.csv,10,FC-AI-008-FY2025-bc0630f6a5,Engineering code-assist productivity FY2025 trend baseline,value,none,baseline,fy25,17020000,,,synthetic_backcast_from_fy26:FC-AI-008:9; multiplier=0.46,tower_synthetic_fy2025_trend_v1,synthetic,value,FC-AI-008,,Synthetic FY2025 trend baseline for demo trend views. Not client-attested; replace with client actuals when provided.
first-capital-financial,derived/tower_financial_amounts_fy2025_trend.csv,11,FC-AI-008-FY2025-05fd7da2ad,Engineering code-assist productivity FY2025 trend baseline,value,none,baseline,fy25,556000,,,synthetic_backcast_from_fy26:FC-AI-008:9; multiplier=0.46,tower_synthetic_fy2025_trend_v1,synthetic,value,FC-AI-008,,Synthetic FY2025 trend baseline for demo trend views. Not client-attested; replace with client actuals when provided.
first-capital-financial,derived/tower_financial_amounts_fy2025_trend.csv,12,FC-AI-009-FY2025-001f7806e6,Regulatory close & reconciliation automation FY2025 trend baseline,value,none,baseline,fy25,5060000,,,synthetic_backcast_from_fy26:FC-AI-009:10; multiplier=0.46,tower_synthetic_fy2025_trend_v1,synthetic,value,FC-AI-009,,Synthetic FY2025 trend baseline for demo trend views. Not client-attested; replace with client actuals when provided.
