tenantKey,nodeId,objectType,objectFamily,displayName,sourceFile,sourceRowNumber,mappingProfile,materialized
apex-retail,apex-retail:business_function:store-operations,business_function,organization,Store Operations,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,2,organization-business-functions/v1,no
apex-retail,apex-retail:business_function:digital-commerce,business_function,organization,Digital Commerce,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,3,organization-business-functions/v1,no
apex-retail,apex-retail:business_function:merchandising,business_function,organization,Merchandising,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,4,organization-business-functions/v1,no
apex-retail,apex-retail:business_function:supply-chain-and-fulfillment,business_function,organization,Supply Chain and Fulfillment,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,5,organization-business-functions/v1,no
apex-retail,apex-retail:business_function:loyalty-and-customer-growth,business_function,organization,Loyalty and Customer Growth,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,6,organization-business-functions/v1,no
apex-retail,apex-retail:business_function:finance-and-fp-a,business_function,organization,Finance and FP&A,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,7,organization-business-functions/v1,no
apex-retail,apex-retail:business_function:loss-prevention-and-risk,business_function,organization,Loss Prevention and Risk,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,8,organization-business-functions/v1,no
apex-retail,apex-retail:business_function:technology,business_function,organization,Technology,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,9,organization-business-functions/v1,no
apex-retail,apex-retail:business_function:human-resources,business_function,organization,Human Resources,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,10,organization-business-functions/v1,no
apex-retail,apex-retail:business_function:procurement-and-vendor-management,business_function,organization,Procurement and Vendor Management,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,11,organization-business-functions/v1,no
apex-retail,apex-retail:business_function:real-estate-and-facilities,business_function,organization,Real Estate and Facilities,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,12,organization-business-functions/v1,no
apex-retail,apex-retail:business_function:private-brands,business_function,organization,Private Brands,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,13,organization-business-functions/v1,no
apex-retail,apex-retail:business_function:store-selling-and-clienteling,business_function,organization,Store selling and clienteling,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,14,organization-business-functions/v1,no
apex-retail,apex-retail:business_function:pos-checkout-and-payments,business_function,organization,POS checkout and payments,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,15,organization-business-functions/v1,no
apex-retail,apex-retail:business_function:omnichannel-order-management,business_function,organization,Omnichannel order management,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,16,organization-business-functions/v1,no
apex-retail,apex-retail:business_function:inventory-availability-and-atp,business_function,organization,Inventory availability and ATP,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,17,organization-business-functions/v1,no
apex-retail,apex-retail:business_function:demand-forecasting-and-replenishment,business_function,organization,Demand forecasting and replenishment,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,18,organization-business-functions/v1,no
apex-retail,apex-retail:business_function:merchandise-planning-and-allocation,business_function,organization,Merchandise planning and allocation,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,19,organization-business-functions/v1,no
apex-retail,apex-retail:business_function:pricing-and-markdown-optimization,business_function,organization,Pricing and markdown optimization,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,20,organization-business-functions/v1,no
apex-retail,apex-retail:business_function:loyalty-personalization,business_function,organization,Loyalty personalization,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,21,organization-business-functions/v1,no
apex-retail,apex-retail:business_function:retail-media-activation,business_function,organization,Retail media activation,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,22,organization-business-functions/v1,no
apex-retail,apex-retail:business_function:supply-chain-visibility,business_function,organization,Supply chain visibility,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,23,organization-business-functions/v1,no
