tenant_key,org_unit,parent_org_unit,leader_name_or_role,role_level,decision_rights,owned_functions,owned_systems,owned_data_domains,location_scope,source_file,source_date,confidence,known_gaps
meridian-health,Office of the CEO,,President & Chief Executive Officer,CEO,Enterprise strategy; capital allocation; M&A/affiliation approval,Corporate Strategy,,enterprise,"System HQ — Lakeview, IL",datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the meridian-health enrichment from the Phase-0 design corpus in clients/meridian-health/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.
meridian-health,Office of the Chief Operating Officer,Office of the CEO,Chief Operating Officer,COO,Staffing and org-design authority,Acute Care Clinical Operations,,function-scoped,"System HQ — Lakeview, IL",datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the meridian-health enrichment from the Phase-0 design corpus in clients/meridian-health/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.
meridian-health,Office of the Chief Financial Officer,Office of the CEO,Chief Financial Officer,CFO,Staffing and org-design authority,Finance & Accounting,,enterprise,"System HQ — Lakeview, IL",datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the meridian-health enrichment from the Phase-0 design corpus in clients/meridian-health/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.
meridian-health,Office of the Chief Information Officer,Office of the CEO,Chief Information Officer,CIO,Policy and standards approval,Information Technology & Digital,,function-scoped,"System HQ — Lakeview, IL",datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the meridian-health enrichment from the Phase-0 design corpus in clients/meridian-health/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.
meridian-health,Office of the Chief Medical Information Officer,Office of the Chief Information Officer,Chief Medical Information Officer,CMIO,Budget authority within function,Clinical Informatics,,function-scoped,"System HQ — Lakeview, IL",datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the meridian-health enrichment from the Phase-0 design corpus in clients/meridian-health/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.
meridian-health,Office of the Chief Nursing Officer,Office of the Chief Operating Officer,Chief Nursing Officer,CNO,Staffing and org-design authority,Nursing Operations,,function-scoped,"System HQ — Lakeview, IL",datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the meridian-health enrichment from the Phase-0 design corpus in clients/meridian-health/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.
meridian-health,Office of the Chief Medical Officer,Office of the Chief Operating Officer,Chief Medical Officer,CMO,Budget authority within function,Acute Care Clinical Operations,,function-scoped,"System HQ — Lakeview, IL",datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the meridian-health enrichment from the Phase-0 design corpus in clients/meridian-health/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.
meridian-health,Office of the Chief Data & Analytics Officer,Office of the Chief Information Officer,Chief Data & Analytics Officer,CDAO,Policy and standards approval,Data Analytics & AI,,enterprise,"System HQ — Lakeview, IL",datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the meridian-health enrichment from the Phase-0 design corpus in clients/meridian-health/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.
meridian-health,Office of the Chief Information Security Officer,Office of the Chief Information Officer,Chief Information Security Officer,CISO,Staffing and org-design authority,Cybersecurity & IT Risk,,enterprise,"System HQ — Lakeview, IL",datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the meridian-health enrichment from the Phase-0 design corpus in clients/meridian-health/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.
meridian-health,Office of the Chief Human Resources Officer,Office of the CEO,Chief Human Resources Officer,CHRO,Staffing and org-design authority,Human Resources & Workforce,,function-scoped,"System HQ — Lakeview, IL",datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the meridian-health enrichment from the Phase-0 design corpus in clients/meridian-health/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.
meridian-health,Office of the Chief Legal & Compliance Officer,Office of the CEO,Chief Legal & Compliance Officer,CLO,Staffing and org-design authority,"Legal, Compliance & Privacy",,enterprise,"System HQ — Lakeview, IL",datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the meridian-health enrichment from the Phase-0 design corpus in clients/meridian-health/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.
