tenant_key,data_asset_name,data_domain,source_system,target_system,integration_type,platform_or_database,current_state_or_target_state,refresh_frequency,data_owner,data_steward,quality_status,regulated_data_flag,analytics_usage,source_file,source_date,confidence,known_gaps
meridian-health,Claims Data Asset 001 — Epic Clarity,claims,Epic Clarity — Test,Clinical Registries Reports (SQL Server On-Prem),EDI X12 transaction,Epic Caboodle,current_state,monthly,VP Claims Operations,"Director, Claims Operations",developing_governance,true,executive scorecard,datasets/tenant-inputs/active/meridian-health/current/05_data_assets_integrations.csv,2026-07-31,medium,Synthetic planning-grade content generated for the meridian-health enrichment from the Phase-0 design corpus in clients/meridian-health/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.
meridian-health,Care Management Data Asset 002 — Epic Clarity,care management,Epic Clarity — Training,Tableau Server,vendor extract file,Rhapsody Integration Engine,current_state,hourly,VP Population Health & Care Management,"Director, Case Management & Utilization Review",governed_production_grade,false,BI/operational dashboards,datasets/tenant-inputs/active/meridian-health/current/05_data_assets_integrations.csv,2026-07-31,medium,Synthetic planning-grade content generated for the meridian-health enrichment from the Phase-0 design corpus in clients/meridian-health/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.
meridian-health,Revenue Cycle Data Asset 003 — Epic Clarity,revenue cycle/billing,Epic Clarity — Production,HR/Workforce Mart (SQL Server On-Prem),HL7v2 interface,Rhapsody Integration Engine,current_state,nightly_batch,SVP Revenue Cycle,"Director, Epic Revenue Cycle Applications (Resolute)",developing_governance,false,ad hoc self-service analytics,datasets/tenant-inputs/active/meridian-health/current/05_data_assets_integrations.csv,2026-07-31,medium,Synthetic planning-grade content generated for the meridian-health enrichment from the Phase-0 design corpus in clients/meridian-health/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.
meridian-health,Revenue Cycle Data Asset 004 — Sunquest Laboratory Information System Interface,revenue cycle/billing,Sunquest Laboratory Information System Interface — Meridian Memorial Hospital — Riverton,Risk Adjustment (RAF) Reports (SQL Server On-Prem),database replication,Rhapsody Integration Engine,current_state,nightly_batch,SVP Revenue Cycle,"Director, Epic Revenue Cycle Applications (Resolute)",developing_governance,false,BI/operational dashboards,datasets/tenant-inputs/active/meridian-health/current/05_data_assets_integrations.csv,2026-07-31,medium,Synthetic planning-grade content generated for the meridian-health enrichment from the Phase-0 design corpus in clients/meridian-health/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.
meridian-health,Enrollment Data Asset 005 — Epic Clarity,enrollment/eligibility,Epic Clarity — Training,Radiology Utilization Reports (SQL Server On-Prem),HL7v2 interface,"Tableau extract (.hyper, on-prem)",current_state,monthly,VP Health Plan Operations,"Director, Epic Tapestry Payer Applications",developing_governance,true,regulatory/CMS submission,datasets/tenant-inputs/active/meridian-health/current/05_data_assets_integrations.csv,2026-07-31,medium,Synthetic planning-grade content generated for the meridian-health enrichment from the Phase-0 design corpus in clients/meridian-health/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.
meridian-health,Revenue Cycle Data Asset 006 — Risk Adjustment (RAF) Reports (SQL Server On-Prem),revenue cycle/billing,Risk Adjustment (RAF) Reports (SQL Server On-Prem),Surgical Services Reports (SQL Server On-Prem),vendor extract file,Rhapsody Integration Engine,current_state,real_time,SVP Revenue Cycle,"Director, Epic Revenue Cycle Applications (Resolute)",governed_production_grade,true,executive scorecard,datasets/tenant-inputs/active/meridian-health/current/05_data_assets_integrations.csv,2026-07-31,medium,Synthetic planning-grade content generated for the meridian-health enrichment from the Phase-0 design corpus in clients/meridian-health/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.
meridian-health,Behavioral Health Data Asset 007 — Epic Clarity,behavioral health,Epic Clarity — Test,Vocera Clinical Communication Platform — Wexford General Hospital (Meridian),vendor extract file,Epic Clarity (SQL Server),current_state,near_real_time,VP Behavioral Health Services,"Director, Behavioral Health Operations",known_gaps_documented,true,regulatory/CMS submission,datasets/tenant-inputs/active/meridian-health/current/05_data_assets_integrations.csv,2026-07-31,medium,Synthetic planning-grade content generated for the meridian-health enrichment from the Phase-0 design corpus in clients/meridian-health/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.
meridian-health,Pharmacy Dispensing Data Asset 008 — Provider Data Mart (SQL Server On-Prem),pharmacy dispensing,Provider Data Mart (SQL Server On-Prem),Tableau Server,SQL Server linked-server pull,Epic Caboodle,current_state,real_time,VP Pharmacy Services,"Director, Epic Willow Pharmacy Applications",developing_governance,true,BI/operational dashboards,datasets/tenant-inputs/active/meridian-health/current/05_data_assets_integrations.csv,2026-07-31,medium,Synthetic planning-grade content generated for the meridian-health enrichment from the Phase-0 design corpus in clients/meridian-health/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.
meridian-health,Finance Data Asset 009 — Epic Clarity,finance/GL,Epic Clarity — Test,Case Management ETL (SQL Server On-Prem),batch file transfer (SFTP),SSIS package (on-prem),current_state,real_time,CFO,"Director, Finance Operations — Hospital",governed_production_grade,false,ad hoc self-service analytics,datasets/tenant-inputs/active/meridian-health/current/05_data_assets_integrations.csv,2026-07-31,medium,Synthetic planning-grade content generated for the meridian-health enrichment from the Phase-0 design corpus in clients/meridian-health/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.
meridian-health,Hr Data Asset 010 — Epic Clarity,HR/workforce,Epic Clarity — Test,Surgical Services Reports (SQL Server On-Prem),vendor extract file,Epic Clarity (SQL Server),current_state,real_time,CHRO,VP HR Business Partnering,known_gaps_documented,false,ad hoc self-service analytics,datasets/tenant-inputs/active/meridian-health/current/05_data_assets_integrations.csv,2026-07-31,medium,Synthetic planning-grade content generated for the meridian-health enrichment from the Phase-0 design corpus in clients/meridian-health/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.
