tenant_key,system_name,system_type,system_category,business_function,system_scope,deployment_model,hosting_location,lifecycle_state,criticality,business_owner,technology_owner,vendor,data_domains,interfaces_count,current_state_or_target_state,volumetric_narrative,known_challenges_narrative,known_upgrades_plan_narrative,data_quality_notes,maturity_assessment_narrative,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status,system_id,inherited_line_of_business,inherited_function_tier,inherited_segment_hops,annual_cost_usd,user_count,technical_debt_score,cloud_readiness,replacement_candidate,end_of_support_date
skyharbor-air,Amadeus Altéa Inventory,COTS,Core Passenger Service Platform,"Distribution, Sales & E-Commerce",enterprise,saas,"Amadeus data center (Erding, DE) — vendor-hosted",current,tier1,VP Distribution & E-Commerce,VP Commercial & Distribution Systems,Amadeus IT Group,seat inventory; fare class; booking class control,62,current_state,"Sustains 43 inventory transactions/day in steady state and spikes to 6,377/day during the annual schedule change cutover, with revenue management analysts numbering roughly 3,024 active users.","Known constraint: batch-window latency causes data to be up to 5 hours stale during peak periods. Root cause has been traced to PROS Network RM integration timing, not yet remediated.","Roadmap calls for an inventory-control API modernization in Q2 FY27, owned by VP Commercial & Distribution Systems; business case is approved but implementation has not started.","seat inventory and booking class data is well-governed for production use, though historical records prior to 2021 lack consistent owner tagging.",Technical debt is significant (chiefly the reporting layer); functional adoption by revenue management analysts is uneven across stations; governance maturity is developing pending a documented data steward assignment.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,2,APP-0001,synthetic-demo,717ca7a5ee0885fd4f9a865ea075938af1ff8c294cebd0be17fb353f7d3e9a36,enriched_dense_synthetic_generation_2026_07,none,SYS-2358bc6ef1,cargo;loyalty;mainline;regional,front;middle,1,7898000,468,5,already_cloud,no,
skyharbor-air,Amadeus Altéa Reservations,COTS,Core Passenger Service Platform,"Distribution, Sales & E-Commerce",enterprise,saas,"Amadeus data center (Erding, DE) — vendor-hosted",current,tier1,VP Distribution & E-Commerce,VP Commercial & Distribution Systems,Amadeus IT Group,passenger name records; booking; ancillary purchase,74,current_state,"Processes roughly 3,399 PNR transactions at peak, up 26% YoY as reservations agents lean on it more heavily during spring break travel; 4,907 named users across the London Heathrow (LHR) station.","Known constraint: peak-load timeouts occur during spring break travel when concurrent sessions exceed 4,907. Root cause has been traced to Genesys Cloud CX integration timing, not yet remediated.","VP Commercial & Distribution Systems has proposed NDC Level 4 rollout to the remaining GDS partner for Q4 FY26, contingent on FY budget approval not yet finalized.",A residual data quality gap from the Meridian Regional integration means 26% of passenger name record (PNR) data records still carry the legacy Meridian identifier scheme instead of the mainline standard.,Technical debt is concentrated but manageable (chiefly hard-coded station configuration); functional adoption by reservations agents is moderate; governance maturity is centralized but under-resourced pending a completed architecture review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,3,APP-0002,synthetic-demo,8c6c47b15c5208e89389189d86c5793fb7a0b94377a6b98413e8cbcb10475bce,enriched_dense_synthetic_generation_2026_07,none,SYS-138a4dcf48,cargo;loyalty;mainline;regional,front;middle,1,7898000,451,5,already_cloud,no,
skyharbor-air,Amadeus Altéa Departure Control (DCS),COTS,Core Passenger Service Platform,Airport & Ground Operations,enterprise,saas,"Amadeus data center (Erding, DE) — vendor-hosted",current,tier1,SVP Airport Operations,VP Airport & Ground Systems,Amadeus IT Group,check-in; boarding; weight and balance handoff,58,current_state,"Sustains 10 check-in/boarding transactions/day in steady state and spikes to 263/day during the winter holiday period, with airport station agents numbering roughly 5,488 active users.","Known constraint: mobile/offline connectivity drops at the Chicago (ORD) hub, forcing a paper or manual fallback. Root cause has been traced to SITA CUTE integration timing, not yet remediated.","A phased migration to the cloud-hosted successor platform is underway, targeting completion in Q2 FY27; 11% complete as of this intake.","Known duplicate-record rate of roughly 11% in check-in and boarding data, mostly from the SITA CUTE interface not deduplicating on load.","Adoption is high among airport station agents; governance is well-established with VP Airport & Ground Systems as the named accountable owner; technical debt is low, concentrated in hard-coded station configuration.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,4,APP-0003,synthetic-demo,0035b5473649773357611176503c39c2d29266e86f97b3054d563f51333fdf12,enriched_dense_synthetic_generation_2026_07,none,SYS-892c5d048c,cargo;enterprise;loyalty;mainline;mro;regional,back;front;middle,1,7898000,944,5,already_cloud,no,
skyharbor-air,NDC Distribution API Gateway,Custom,Distribution Middleware,"Distribution, Sales & E-Commerce",enterprise,aws,AWS Production Workload Account — us-east-1,current,tier1,VP Distribution & E-Commerce,VP Commercial & Distribution Systems,Deloitte Consulting,offer; order; NDC schema messages,21,current_state,"Volumetric footprint: 64,096 NDC API calls/day average, 6,942/day at peak (Thanksgiving travel week), supporting 4,711 distribution partner integrations across the London Heathrow (LHR) station.","the legacy file-format handoff with Amadeus Altéa Reservations requires manual reformatting, which forces distribution partner integrations into a manual workaround roughly 5 times per week.","VP Commercial & Distribution Systems has proposed a phased module rollout for FY28, contingent on FY budget approval not yet finalized.","Known duplicate-record rate of roughly 32% in offer and order messages, mostly from the Amadeus Altéa Reservations interface not deduplicating on load.","Adoption is high among distribution partner integrations; governance is centralized but under-resourced with VP Commercial & Distribution Systems as the named accountable owner; technical debt is low, concentrated in the batch scheduling logic.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,5,APP-0004,synthetic-demo,228a7f0d89e64b23f4169076910ed4d319afa5663a0029cae6922c7fae4121e0,enriched_dense_synthetic_generation_2026_07,none,SYS-b30ed9f775,cargo;enterprise;loyalty;mainline;regional,back;front;middle,1,7898000,414,3,rehost_candidate,no,2029-03-01
skyharbor-air,GDS Booking Connector — Sabre,Custom,Distribution Middleware,"Distribution, Sales & E-Commerce",regional,aws,AWS Production Workload Account — us-east-1,current,tier2,VP Distribution & E-Commerce,VP Commercial & Distribution Systems,Sabre Corporation,booking messages; EDIFACT/XML fare data,9,current_state,"79,986 booking messages processed monthly by this segment/module, growing 6% YoY as the shift to direct/NDC channels expands its footprint.","This module still reconciles against Amadeus Altéa Reservations through a batch job rather than real time, so reconciliation against Amadeus Altéa Reservations is a monthly manual process prone to error.","This module is in scope for an API modernization alongside the broader platform program, targeted for Q2 FY27.",A residual data quality gap from the Meridian Regional integration means 6% of EDIFACT booking data records still carry the legacy Meridian identifier scheme instead of the mainline standard.,"Informal governance maturity — VP Commercial & Distribution Systems owns the platform, but a formal RACI for data stewardship is still pending. Adoption sits at uneven across stations among travel agency partners. Technical debt is elevated and actively being paid down.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,6,APP-0005,synthetic-demo,8e3d7ce88c41ebbb09ca42920e0381a04dda35637b81c207bceee495ff58a401,enriched_dense_synthetic_generation_2026_07,none,SYS-75117ef633,cargo;enterprise;loyalty;mainline;regional,back;front;middle,1,3949000,109,4,refactor_required,no,
skyharbor-air,GDS Booking Connector — Travelport,Custom,Distribution Middleware,"Distribution, Sales & E-Commerce",regional,aws,AWS Production Workload Account — us-east-1,sunset_planned,tier3,VP Distribution & E-Commerce,VP Commercial & Distribution Systems,Travelport Worldwide,booking messages; EDIFACT/XML fare data,6,current_state,"31 booking messages processed monthly by this segment/module, growing 9% YoY as cargo volume growth on widebody routes expands its footprint.",access provisioning for new travel agency partners takes 3 business days versus the 1-day target specifically within this segment; the enterprise-wide platform team has this on the FY27 backlog but it is not yet funded.,"VP Commercial & Distribution Systems plans retirement in favor of the enterprise system of record for this segment in the next 18 months, sequenced after the higher-priority modules.","EDIFACT booking data is well-governed for production use, though historical records prior to 2021 lack consistent status tagging.","Adoption is strong at hub stations but weak at outstations among travel agency partners; governance is developing with VP Commercial & Distribution Systems as the named accountable owner; technical debt is low, concentrated in the reporting layer.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,7,APP-0006,synthetic-demo,9eb59a08ea09f6ec4ee45645395958d148622ec937595c27ab8b7e33418336e7,enriched_dense_synthetic_generation_2026_07,none,SYS-e483a59d36,cargo;enterprise;loyalty;mainline;regional,back;front;middle,1,1880000,62,8,refactor_required,yes,
skyharbor-air,SkyHarbor.com Direct Booking Engine,Custom,E-Commerce Platform,"Distribution, Sales & E-Commerce",enterprise,aws,AWS Production Workload Account — us-east-1,current,tier1,VP Distribution & E-Commerce,VP Commercial & Distribution Systems,Deloitte Consulting,web booking sessions; payment tokenization; ancillary offers,34,current_state,"Handles 59,254 booking sessions monthly with a 28% YoY growth trend, driven by increased ancillary product adoption; concurrent digital-channel customers peaks near 1,854.","reporting lags production data by up to 13 hours because refresh is still batch-based; digital-channel customers have raised it repeatedly in operational reviews, and it worsens noticeably during the winter holiday period.","A phased a headless commerce re-platform is underway, targeting completion in FY28; 28% complete as of this intake.","web booking session data completeness is strong (~28%), but cross-reference accuracy against Amadeus Altéa Reservations has not been formally measured.","Developing governance maturity — VP Commercial & Distribution Systems owns the platform, but a formal RACI for data stewardship is still pending. Adoption sits at uneven across stations among digital-channel customers. Technical debt is low.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,8,APP-0007,synthetic-demo,d0dbd9c274e8e5fb2dc18d26493373677207bbcac20e1a66486a1763be14cadb,enriched_dense_synthetic_generation_2026_07,none,SYS-ae441c3d05,cargo;enterprise;loyalty;mainline;regional,back;front;middle,1,7898000,1057,4,rehost_candidate,no,
skyharbor-air,SkyHarbor Mobile App Backend,Custom,E-Commerce Platform,"Distribution, Sales & E-Commerce",enterprise,aws,AWS Production Workload Account — us-east-1,current,tier1,VP Distribution & E-Commerce,VP Commercial & Distribution Systems,Deloitte Consulting,mobile booking sessions; push notification tokens; day-of-travel status,28,current_state,"Handles 22 app sessions monthly with a 5% YoY growth trend, driven by increased ancillary product adoption; concurrent mobile app customers peaks near 6,315.","duplicate manual data entry between this system and SkyHarbor.com Direct Booking Engine, which forces mobile app customers into a manual workaround roughly 2 times per week.","A phased a UX modernization is underway, targeting completion in Q4 FY26; 5% complete as of this intake.",No automated data quality monitoring exists yet for mobile session and push-notification data; spot checks have found location inconsistencies in an estimated 5% of records.,Technical debt is elevated and actively being paid down (chiefly the integration layer); functional adoption by mobile app customers is strong at hub stations but weak at outstations; governance maturity is well-established pending a completed architecture review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,9,APP-0008,synthetic-demo,d01017ca71115927422a74aaaf4f3bc3aa38a348ce50660d24bcef7e0310818d,enriched_dense_synthetic_generation_2026_07,none,SYS-4271af4cb9,cargo;enterprise;loyalty;mainline;regional,back;front;middle,1,7898000,1134,3,refactor_required,no,2029-04-01
skyharbor-air,Group & Charter Booking Desk Tool,Legacy,Sales Tooling,"Distribution, Sales & E-Commerce",regional,on_premise,DC-East Primary Data Center,current,tier3,VP Distribution & E-Commerce,VP Commercial & Distribution Systems,,group booking records; charter contracts,4,current_state,"Small but sticky footprint: an estimated 81,183 group booking requests/month, used by 9,135 group & corporate sales agents in the Miami (MIA) cargo hub who have not migrated to the sanctioned successor tool.","No formal support contract; the legacy file-format handoff with Amadeus Altéa Inventory requires manual reformatting, and the one SME who understands it is nearing retirement.","Slated for retirement in favor of a real-time-inventory group booking module by Q2 FY27, but not yet funded or resourced.","group and charter booking data fields are largely complete, but 16% of records show stale status values older than 9135 days.","Adoption is growing but below target among group & corporate sales agents; governance is centralized but under-resourced with VP Commercial & Distribution Systems as the named accountable owner; technical debt is elevated and actively being paid down, concentrated in the batch scheduling logic.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,low,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,10,APP-0009,synthetic-demo,73589055857fb97395694f5fbdf1746dc52a600e46f0b0f873b49bee6076ad52,enriched_dense_synthetic_generation_2026_07,none,SYS-7033a4e040,cargo;enterprise;loyalty;mainline;regional,back;front;middle,1,1880000,30,5,refactor_required,no,2027-03-01
skyharbor-air,Corporate Travel Portal,SaaS,E-Commerce Platform,"Distribution, Sales & E-Commerce",enterprise,saas,Vendor SaaS,current,tier3,VP Distribution & E-Commerce,VP Commercial & Distribution Systems,Deloitte Consulting,corporate account bookings; negotiated fare data,7,current_state,"67,706 transactions/month through this tool, adoption at 26% of the 125 licensed seats issued to corporate travel buyers.","the user interface has not been modernized since the original implementation, slowing corporate travel buyers down; adoption has plateaued below target because corporate travel buyers default back to email/spreadsheets for edge cases.",Renewal in Q2 FY27 is an opportunity to evaluate a UX modernization; no formal decision yet.,"Known duplicate-record rate of roughly 26% in corporate account and negotiated-fare data, mostly from the Amadeus Altéa Reservations interface not deduplicating on load.","Adoption is near-universal among corporate travel buyers; governance is developing with VP Commercial & Distribution Systems as the named accountable owner; technical debt is concentrated but manageable, concentrated in hard-coded station configuration.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the skyharbor-air demo enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts); validate against real vendor/ITSM exports before quoting externally or promoting to production.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,universal-standard-v3,11,APP-0010,synthetic-demo,2519b152478c10fba4ad30700df078e68810641feb093a5bcc01ebbb2b382ded,enriched_dense_synthetic_generation_2026_07,none,SYS-0b2bbfe2ea,cargo;enterprise;loyalty;mainline;regional,back;front;middle,1,1880000,30,3,already_cloud,no,
