tenant_key,pattern_name,industry,business_context,applicability,evidence_basis,caveats,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status
skyharbor-air,Legacy mainframe reservations/rev-acct core retained through cloud transformation,Airlines,"Major network carriers commonly retain a mainframe core for reservations and revenue-accounting batch processing for a decade or more into a broader cloud transformation, given the cost and risk of re-platforming high-volume, low-latency transaction cores",SkyHarbor retains an IBM z16 mainframe LPAR for legacy flight-following and CA-7 batch scheduling behind the modern Amadeus Altéa PSS,Industry-standard pattern across major network carriers with 20+ year mainframe investments,Do not assume mainframe retirement timelines shorter than 3-5 years without a validated replatforming business case,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/15_industry_context_patterns.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/15_industry_context_patterns.csv,universal-standard-v3,2,PATTERN-0001,synthetic-demo,707f44eab6beced7f6061920ac8059dc67b356b6b0641adb1fa7c691f455aa1a,enriched_dense_synthetic_generation_2026_07,none
skyharbor-air,PSS/DCS vendor consolidation onto Amadeus or Sabre Altéa/SabreSonic,Airlines,"Full-service network carriers typically standardize on one of two dominant PSS platforms (Amadeus Altéa or Sabre SabreSonic) enterprise-wide, with M&A-acquired carriers running a legacy PSS in parallel until cutover",SkyHarbor runs Amadeus Altéa mainline with Meridian Regional's legacy Sabre-based PSS pending cutover post-acquisition,Consistent with published airline M&A integration case studies,"Cutover timelines commonly slip 6-18 months past the original M&A integration plan; treat FY27 as a target, not a certainty",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/15_industry_context_patterns.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/15_industry_context_patterns.csv,universal-standard-v3,3,PATTERN-0002,synthetic-demo,2f01f0ca6d1d9f86e8e9268a04485de68bcbbd364cd8627dcf83fc2286f1063c,enriched_dense_synthetic_generation_2026_07,none
skyharbor-air,Revenue management suite (PROS/Sabre AirVision) migrating from static fare tables to dynamic offer/order management,Airlines,"Airlines are migrating pricing from legacy static ATPCO fare-table filing toward dynamic, continuous pricing under IATA's Offer & Order (O&O) model",SkyHarbor is mid-migration from a legacy fare table engine to PROS Offer & Order Management,IATA NDC/ONE Order industry direction; PROS and Sabre both publish similar transition patterns for clients,"Full O&O migration across all markets typically takes multiple years; partial-market cutover is the norm, not the exception",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/15_industry_context_patterns.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/15_industry_context_patterns.csv,universal-standard-v3,4,PATTERN-0003,synthetic-demo,600da4ca30556a787e2be4418f0f0533c07907f9714ef7fed89c767ea1a25879,enriched_dense_synthetic_generation_2026_07,none
skyharbor-air,MRO digital twin / predictive maintenance adoption via engine OEM data feeds,Airlines,"MRO organizations increasingly combine reliability platforms (TRAX/AMOS) with OEM engine health monitoring feeds (GE, Rolls-Royce, Honeywell/Pratt) and an ML platform for predictive maintenance",SkyHarbor combines TRAX Reliability with GE/Rolls-Royce/Honeywell engine telemetry feeds into a Databricks predictive maintenance workspace,Consistent with published GE Aerospace and Rolls-Royce TotalCare data-sharing program structures,Predictive model precision below 0.80 is common in early-stage programs and should not be presented as production-grade without validation,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/15_industry_context_patterns.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/15_industry_context_patterns.csv,universal-standard-v3,5,PATTERN-0004,synthetic-demo,e79bdb9127b805f1f0414151741f7f0c4f17cf4eed7b925249bb9460ac9ec185,enriched_dense_synthetic_generation_2026_07,none
skyharbor-air,Contact center platform migration from on-prem PBX/PureConnect to cloud CCaaS (Genesys Cloud CX / Amazon Connect),Airlines & Travel,Airline contact centers are migrating from on-prem telephony platforms to cloud CCaaS to support elastic scaling during IROPS event spikes,"SkyHarbor has migrated domestic contact centers to Genesys Cloud CX, with 2 international overflow sites still on legacy PureConnect",Consistent with published Genesys/Amazon Connect airline case studies,International site migrations often lag domestic migrations by 12-24 months due to telephony carrier/regulatory dependencies,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/15_industry_context_patterns.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/15_industry_context_patterns.csv,universal-standard-v3,6,PATTERN-0005,synthetic-demo,29b6737fcc5d0f25074d0bfc4cf4e3e5917255324907b348ac3171a198c6ba21,enriched_dense_synthetic_generation_2026_07,none
skyharbor-air,Enterprise data warehouse migration from on-prem MPP appliance (Teradata/Netezza) to cloud data platform (Snowflake/Databricks),"Cross-industry (Airlines, Financial Services, Healthcare)","Enterprises with large on-prem MPP data warehouse appliances are migrating subject areas incrementally to cloud data platforms, retaining the legacy appliance for the highest-risk domains until migration completes",SkyHarbor is migrating finance and crew/ops subject areas off Teradata onto Snowflake while retaining Teradata for the remaining domains,Consistent with published Teradata/Snowflake migration case studies across multiple industries,Dual-running cost during migration is commonly underestimated in the initial business case,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/15_industry_context_patterns.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/15_industry_context_patterns.csv,universal-standard-v3,7,PATTERN-0006,synthetic-demo,96205e925269a56056278840aff957386623a4bc4af3e5923dbe45effc3b60b5,enriched_dense_synthetic_generation_2026_07,none
skyharbor-air,M&A technology integration lag between close and full systems cutover,Cross-industry,"Post-acquisition technology integration (PSS, crew, finance, safety, badge/access systems) commonly takes 2-4 years to complete fully, with the acquired entity's legacy systems run in parallel during that window","SkyHarbor's Meridian Regional Airways acquisition (2023) still has legacy PSS, crew, finance, safety-reporting, and badge-access systems running in parallel as of this intake","Consistent with published airline M&A integration timelines (e.g., major US carrier mergers over the past 15 years)","Integration risk concentrates in crew/labor systems due to union contract harmonization requirements, which are outside pure IT control",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/15_industry_context_patterns.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/15_industry_context_patterns.csv,universal-standard-v3,8,PATTERN-0007,synthetic-demo,e7fec92f5ac96c8fb25dfaf48f4d626530de3633d9e7ef7af5e3011f3e0e17c3,enriched_dense_synthetic_generation_2026_07,none
skyharbor-air,Privileged access management (PAM) rollout lag behind identity federation rollout,Cross-industry cybersecurity,"Enterprises commonly complete workforce identity federation (Okta/Azure AD) well before achieving full privileged access management coverage, leaving a multi-year gap where privileged accounts on tier-1 systems remain outside PAM vaulting",SkyHarbor has full Okta workforce identity coverage but CyberArk PAM coverage under 50% of tier-1 systems,Consistent with published enterprise identity maturity benchmarks,"PAM rollout gaps are a recurring audit finding across most enterprises at this maturity stage, not unique to SkyHarbor",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/15_industry_context_patterns.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/15_industry_context_patterns.csv,universal-standard-v3,9,PATTERN-0008,synthetic-demo,f69cc1faa83f8afcc751f34883b3ec137983cda751a01b16f5efa9542ab97942,enriched_dense_synthetic_generation_2026_07,none
skyharbor-air,Data catalog/governance coverage lagging data platform investment,Cross-industry data & analytics,"Enterprises investing heavily in data platforms (warehouse/lakehouse) commonly under-invest in data catalog and stewardship, resulting in catalog coverage well below 100% of production data assets even years into a data platform program",SkyHarbor's Collibra catalog covers roughly half of production data assets despite mature Teradata/Snowflake/Databricks investment,"Consistent with published data governance maturity benchmarks (e.g., DAMA/Gartner data governance maturity surveys)","Catalog coverage percentage alone does not indicate data quality; treat as a governance-process indicator, not a quality indicator",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/15_industry_context_patterns.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/15_industry_context_patterns.csv,universal-standard-v3,10,PATTERN-0009,synthetic-demo,86111debd634ad1e85ccf8d5b9f508e80d0a8f13ed8ea1e61b63838e1394db38,enriched_dense_synthetic_generation_2026_07,none
skyharbor-air,GenAI production use cases concentrated in productivity copilots before agentic/autonomous use cases,Cross-industry AI adoption,"Enterprises in early GenAI adoption typically deploy productivity copilots (e.g., Microsoft 365 Copilot) and decision-support tools before any autonomous/agentic use case, with human-in-the-loop approval retained throughout","SkyHarbor's most mature GenAI use cases (Crew Copilot, IROPS recovery cockpit) both retain human approval; no autonomous execution use case is in production",Consistent with published enterprise GenAI adoption maturity curves,"Usage/adoption metrics below target in the first 1-2 quarters of a GenAI rollout are typical, not a signal of program failure",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/15_industry_context_patterns.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/15_industry_context_patterns.csv,universal-standard-v3,11,PATTERN-0010,synthetic-demo,664d23224c145541589a9d3e51bbfce4c2805fb3e591a23421071631fbc59243,enriched_dense_synthetic_generation_2026_07,none
