overlay_code,industry_code,industry_name,technology_code,technology_name,relevant_tower_codes,relevant_capability_codes,required_shore_policy,rate_source_kind,confidence_adjustment,approval_status,status,version,notes
IND-HEALTHCARE-001,healthcare,Healthcare payer/provider,TECH-EPIC-CLARITY,Epic Clarity,TWR-02,CAP-006|CAP-135,onshore_default_nearshore_review_offshore_blocked,industry_overlay,no_price_override,global_starter_unapproved,active,1.0.0,Healthcare overlay constrains and enriches role/technology relevance; it does not create committed commercial rates.
IND-HEALTHCARE-002,healthcare,Healthcare payer/provider,TECH-EPIC-CABOODLE,Epic Caboodle,TWR-02,CAP-006|CAP-135,onshore_default_nearshore_review_offshore_blocked,industry_overlay,no_price_override,global_starter_unapproved,active,1.0.0,Healthcare overlay constrains and enriches role/technology relevance; it does not create committed commercial rates.
IND-HEALTHCARE-003,healthcare,Healthcare payer/provider,TECH-EPIC-COGITO,Epic Cogito,TWR-02,CAP-006|CAP-135,onshore_default_nearshore_review_offshore_blocked,industry_overlay,no_price_override,global_starter_unapproved,active,1.0.0,Healthcare overlay constrains and enriches role/technology relevance; it does not create committed commercial rates.
IND-HEALTHCARE-004,healthcare,Healthcare payer/provider,TECH-EPIC-BRIDGES,Epic Bridges,,,onshore_default_nearshore_review_offshore_blocked,industry_overlay,no_price_override,global_starter_unapproved,active,1.0.0,Healthcare overlay constrains and enriches role/technology relevance; it does not create committed commercial rates.
IND-HEALTHCARE-005,healthcare,Healthcare payer/provider,TECH-EPIC-RESOLUTE,Epic Resolute,,,onshore_default_nearshore_review_offshore_blocked,industry_overlay,no_price_override,global_starter_unapproved,active,1.0.0,Healthcare overlay constrains and enriches role/technology relevance; it does not create committed commercial rates.
IND-HEALTHCARE-006,healthcare,Healthcare payer/provider,TECH-EPIC-CADENCE,Epic Cadence,,,onshore_default_nearshore_review_offshore_blocked,industry_overlay,no_price_override,global_starter_unapproved,active,1.0.0,Healthcare overlay constrains and enriches role/technology relevance; it does not create committed commercial rates.
IND-HEALTHCARE-007,healthcare,Healthcare payer/provider,TECH-EPIC-WILLOW,Epic Willow,,,onshore_default_nearshore_review_offshore_blocked,industry_overlay,no_price_override,global_starter_unapproved,active,1.0.0,Healthcare overlay constrains and enriches role/technology relevance; it does not create committed commercial rates.
IND-HEALTHCARE-008,healthcare,Healthcare payer/provider,TECH-WORKDAY-HCM,Workday HCM,TWR-11,CAP-064|CAP-065|CAP-114,global_eligibility_applies,industry_overlay,no_price_override,global_starter_unapproved,active,1.0.0,Healthcare overlay constrains and enriches role/technology relevance; it does not create committed commercial rates.
IND-HEALTHCARE-009,healthcare,Healthcare payer/provider,TECH-WORKDAY-FINANCE,Workday Finance,TWR-11,CAP-059|CAP-062|CAP-064|CAP-065|CAP-112|CAP-114,global_eligibility_applies,industry_overlay,no_price_override,global_starter_unapproved,active,1.0.0,Healthcare overlay constrains and enriches role/technology relevance; it does not create committed commercial rates.
IND-HEALTHCARE-010,healthcare,Healthcare payer/provider,TECH-WORKDAY-SCM,Workday Supply Chain,TWR-11,CAP-060,global_eligibility_applies,industry_overlay,no_price_override,global_starter_unapproved,active,1.0.0,Healthcare overlay constrains and enriches role/technology relevance; it does not create committed commercial rates.
