tenant_key,source_file,source_row,source_record_id,source_label,view,amount_type,basis,period,amount_usd,is_rollup_of,component_of,formula,formula_version,value_source,reconciles_to_view,reconciles_to_record_id,reconciliation_envelope_usd,notes
skyharbor-air,derived/tower_financial_amounts_fy2025_trend.csv,2,SHA-INIT-001-FY2025-785d1986c0,IROPS Agentic Recovery Cockpit FY2025 trend baseline,value,none,baseline,fy25,97200000,,,synthetic_backcast_from_fy26:SHA-INIT-001:2; multiplier=0.36,tower_synthetic_fy2025_trend_v1,synthetic,value,SHA-INIT-001,,Synthetic FY2025 trend baseline for demo trend views. Not client-attested; replace with client actuals when provided.
skyharbor-air,derived/tower_financial_amounts_fy2025_trend.csv,3,SHA-INIT-001-FY2025-d1ad6b097f,IROPS Agentic Recovery Cockpit FY2025 trend baseline,value,none,baseline,fy25,33048000,,,synthetic_backcast_from_fy26:SHA-INIT-001:2; multiplier=0.36,tower_synthetic_fy2025_trend_v1,synthetic,value,SHA-INIT-001,,Synthetic FY2025 trend baseline for demo trend views. Not client-attested; replace with client actuals when provided.
skyharbor-air,derived/tower_financial_amounts_fy2025_trend.csv,4,SHA-INIT-002-FY2025-3a3a177759,Delta-style Digital Concierge FY2025 trend baseline,value,none,baseline,fy25,64800000,,,synthetic_backcast_from_fy26:SHA-INIT-002:3; multiplier=0.36,tower_synthetic_fy2025_trend_v1,synthetic,value,SHA-INIT-002,,Synthetic FY2025 trend baseline for demo trend views. Not client-attested; replace with client actuals when provided.
skyharbor-air,derived/tower_financial_amounts_fy2025_trend.csv,5,SHA-INIT-002-FY2025-e934bcddfc,Delta-style Digital Concierge FY2025 trend baseline,value,none,baseline,fy25,7776000,,,synthetic_backcast_from_fy26:SHA-INIT-002:3; multiplier=0.36,tower_synthetic_fy2025_trend_v1,synthetic,value,SHA-INIT-002,,Synthetic FY2025 trend baseline for demo trend views. Not client-attested; replace with client actuals when provided.
skyharbor-air,derived/tower_financial_amounts_fy2025_trend.csv,6,SHA-INIT-003-FY2025-1080a39345,Enterprise CDP Selection and Identity Graph FY2025 trend baseline,value,none,baseline,fy25,75600000,,,synthetic_backcast_from_fy26:SHA-INIT-003:4; multiplier=0.36,tower_synthetic_fy2025_trend_v1,synthetic,value,SHA-INIT-003,,Synthetic FY2025 trend baseline for demo trend views. Not client-attested; replace with client actuals when provided.
skyharbor-air,derived/tower_financial_amounts_fy2025_trend.csv,7,SHA-INIT-004-FY2025-587e01a5ee,Mainframe API and Event Bridge FY2025 trend baseline,value,none,baseline,fy25,111600000,,,synthetic_backcast_from_fy26:SHA-INIT-004:5; multiplier=0.36,tower_synthetic_fy2025_trend_v1,synthetic,value,SHA-INIT-004,,Synthetic FY2025 trend baseline for demo trend views. Not client-attested; replace with client actuals when provided.
skyharbor-air,derived/tower_financial_amounts_fy2025_trend.csv,8,SHA-INIT-005-FY2025-a935fde9f7,Teradata Vantage Workload Rationalization FY2025 trend baseline,value,none,baseline,fy25,43920000,,,synthetic_backcast_from_fy26:SHA-INIT-005:6; multiplier=0.36,tower_synthetic_fy2025_trend_v1,synthetic,value,SHA-INIT-005,,Synthetic FY2025 trend baseline for demo trend views. Not client-attested; replace with client actuals when provided.
skyharbor-air,derived/tower_financial_amounts_fy2025_trend.csv,9,SHA-INIT-005-FY2025-bc8c65d52d,Teradata Vantage Workload Rationalization FY2025 trend baseline,value,none,baseline,fy25,14933000,,,synthetic_backcast_from_fy26:SHA-INIT-005:6; multiplier=0.36,tower_synthetic_fy2025_trend_v1,synthetic,value,SHA-INIT-005,,Synthetic FY2025 trend baseline for demo trend views. Not client-attested; replace with client actuals when provided.
skyharbor-air,derived/tower_financial_amounts_fy2025_trend.csv,10,SHA-INIT-006-FY2025-25bb5066df,Crew Recovery Optimization FY2025 trend baseline,value,none,baseline,fy25,50400000,,,synthetic_backcast_from_fy26:SHA-INIT-006:7; multiplier=0.36,tower_synthetic_fy2025_trend_v1,synthetic,value,SHA-INIT-006,,Synthetic FY2025 trend baseline for demo trend views. Not client-attested; replace with client actuals when provided.
skyharbor-air,derived/tower_financial_amounts_fy2025_trend.csv,11,SHA-INIT-006-FY2025-e190c0c433,Crew Recovery Optimization FY2025 trend baseline,value,none,baseline,fy25,6048000,,,synthetic_backcast_from_fy26:SHA-INIT-006:7; multiplier=0.36,tower_synthetic_fy2025_trend_v1,synthetic,value,SHA-INIT-006,,Synthetic FY2025 trend baseline for demo trend views. Not client-attested; replace with client actuals when provided.
