tenant_key,input_evidence_id,input_file,row_ref,disposition,output_evidence_id,source_version_id,reason
meridian-health,MER-EVID-001,datasets/tenant-inputs/archive/meridian-health/consolidated-20260714/current-state-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/meridian-health/consolidated-20260714/current-state-pack/templates/V6_13_evidence_sources.csv#2,migrated_evidence_item,MER-EVID-001,SRCV-MERIDIANHEALTH-DF68E9391AB2,
meridian-health,MER-EVID-002,datasets/tenant-inputs/archive/meridian-health/consolidated-20260714/current-state-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/meridian-health/consolidated-20260714/current-state-pack/templates/V6_13_evidence_sources.csv#3,migrated_evidence_item,MER-EVID-002,SRCV-MERIDIANHEALTH-DF68E9391AB2,
meridian-health,MER-EVID-003,datasets/tenant-inputs/archive/meridian-health/consolidated-20260714/current-state-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/meridian-health/consolidated-20260714/current-state-pack/templates/V6_13_evidence_sources.csv#4,migrated_evidence_item,MER-EVID-003,SRCV-MERIDIANHEALTH-DF68E9391AB2,
meridian-health,MER-EVID-004,datasets/tenant-inputs/archive/meridian-health/consolidated-20260714/current-state-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/meridian-health/consolidated-20260714/current-state-pack/templates/V6_13_evidence_sources.csv#5,migrated_evidence_item,MER-EVID-004,SRCV-MERIDIANHEALTH-DF68E9391AB2,
meridian-health,MER-CHUNK-v7-00-portfolio-entity-registry-csv-001,datasets/tenant-inputs/archive/meridian-health/consolidated-20260714/current-state-pack/v7/V7_20_chunk_retrieval_registry.csv,datasets/tenant-inputs/archive/meridian-health/consolidated-20260714/current-state-pack/v7/V7_20_chunk_retrieval_registry.csv#2,migrated_evidence_item,MER-CHUNK-v7-00-portfolio-entity-registry-csv-001,SRCV-MERIDIANHEALTH-DACA24CFA17A,
meridian-health,MER-CHUNK-v7-01-enterprise-profile-csv-001,datasets/tenant-inputs/archive/meridian-health/consolidated-20260714/current-state-pack/v7/V7_20_chunk_retrieval_registry.csv,datasets/tenant-inputs/archive/meridian-health/consolidated-20260714/current-state-pack/v7/V7_20_chunk_retrieval_registry.csv#3,migrated_evidence_item,MER-CHUNK-v7-01-enterprise-profile-csv-001,SRCV-MERIDIANHEALTH-FE2CC853E0BB,
meridian-health,MER-CHUNK-v7-02-business-functions-csv-001,datasets/tenant-inputs/archive/meridian-health/consolidated-20260714/current-state-pack/v7/V7_20_chunk_retrieval_registry.csv,datasets/tenant-inputs/archive/meridian-health/consolidated-20260714/current-state-pack/v7/V7_20_chunk_retrieval_registry.csv#4,migrated_evidence_item,MER-CHUNK-v7-02-business-functions-csv-001,SRCV-MERIDIANHEALTH-DB335E0458B0,
meridian-health,MER-CHUNK-v7-02-business-functions-csv-002,datasets/tenant-inputs/archive/meridian-health/consolidated-20260714/current-state-pack/v7/V7_20_chunk_retrieval_registry.csv,datasets/tenant-inputs/archive/meridian-health/consolidated-20260714/current-state-pack/v7/V7_20_chunk_retrieval_registry.csv#5,migrated_evidence_item,MER-CHUNK-v7-02-business-functions-csv-002,SRCV-MERIDIANHEALTH-DB335E0458B0,
meridian-health,MER-CHUNK-v7-02-business-functions-csv-003,datasets/tenant-inputs/archive/meridian-health/consolidated-20260714/current-state-pack/v7/V7_20_chunk_retrieval_registry.csv,datasets/tenant-inputs/archive/meridian-health/consolidated-20260714/current-state-pack/v7/V7_20_chunk_retrieval_registry.csv#6,migrated_evidence_item,MER-CHUNK-v7-02-business-functions-csv-003,SRCV-MERIDIANHEALTH-DB335E0458B0,
meridian-health,MER-CHUNK-v7-02-business-functions-csv-004,datasets/tenant-inputs/archive/meridian-health/consolidated-20260714/current-state-pack/v7/V7_20_chunk_retrieval_registry.csv,datasets/tenant-inputs/archive/meridian-health/consolidated-20260714/current-state-pack/v7/V7_20_chunk_retrieval_registry.csv#7,migrated_evidence_item,MER-CHUNK-v7-02-business-functions-csv-004,SRCV-MERIDIANHEALTH-DB335E0458B0,
