tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,system_id,system_name,business_capability,system_owner,criticality,lifecycle_status,vendor_id,annual_cost_usd,integrations,data_dependencies,ai_relevance
lakeshore-industries,Lakeshore Holdings,v6.0,application_system,LH-SYS-WORKDAY,Workday HCM and Finance,v6_holdco_synthetic_pack,Group CIO,synthetic_demo,holdco/applications-systems.csv,1,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-SYS-WORKDAY,Workday HCM and Finance,Corporate HR and Finance operations,Group CIO,high,modernizing,LH-VDR-WORKDAY,6800000,Kyriba;ServiceNow;Azure Data Lakehouse,employee master;cost center;payroll journal,medium
lakeshore-industries,Lakeshore Holdings,v6.0,application_system,LH-SYS-ORACLE,Oracle Fusion ERP,v6_holdco_synthetic_pack,VP Corporate Platforms,synthetic_demo,holdco/applications-systems.csv,2,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-SYS-ORACLE,Oracle Fusion ERP,Corporate finance and shared services ERP,VP Corporate Platforms,high,scale,LH-VDR-ORACLE,7900000,Kyriba;Power BI;MuleSoft,general ledger;AP;AR;procurement,medium
lakeshore-industries,Lakeshore Holdings,v6.0,application_system,LH-SYS-KYRIBA,Kyriba Treasury,v6_holdco_synthetic_pack,Treasurer,synthetic_demo,holdco/applications-systems.csv,3,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-SYS-KYRIBA,Kyriba Treasury,Treasury cash visibility and payments,Treasurer,high,scale,LH-VDR-KYRIBA,2100000,Oracle Fusion ERP;bank gateways;Power BI,cash position;bank transactions;payments,high
lakeshore-industries,Lakeshore Holdings,v6.0,application_system,LH-SYS-IRONCLAD,Ironclad CLM,v6_holdco_synthetic_pack,General Counsel,synthetic_demo,holdco/applications-systems.csv,4,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-SYS-IRONCLAD,Ironclad CLM,Legal contract lifecycle management,General Counsel,medium,pilot,LH-VDR-IRONCLAD,900000,Oracle Fusion ERP;ServiceNow,contracts;obligations;renewals,medium
lakeshore-industries,Lakeshore Holdings,v6.0,application_system,LH-SYS-DEALCLOUD,DealCloud Portfolio CRM,v6_holdco_synthetic_pack,Chief Investment Officer,synthetic_demo,holdco/applications-systems.csv,5,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-SYS-DEALCLOUD,DealCloud Portfolio CRM,Investment pipeline and portfolio reviews,Chief Investment Officer,medium,scale,LH-VDR-DEALCLOUD,1100000,Power BI;Azure Data Lakehouse,portfolio KPIs;deal stages;board actions,high
lakeshore-industries,Lakeshore Holdings,v6.0,application_system,LH-SYS-SNOW,ServiceNow ITSM,v6_holdco_synthetic_pack,VP Corporate Platforms,synthetic_demo,holdco/applications-systems.csv,6,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-SYS-SNOW,ServiceNow ITSM,Enterprise service management,VP Corporate Platforms,high,modernizing,LH-VDR-SERVICENOW,4300000,Workday;MuleSoft;Entra ID,incidents;requests;change records;CMDB,high
lakeshore-industries,Lakeshore Holdings,v6.0,application_system,LH-SYS-AZURE-LAKE,Azure Data Lakehouse,v6_holdco_synthetic_pack,VP Corporate Innovation IT and Data AI,synthetic_demo,holdco/applications-systems.csv,7,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-SYS-AZURE-LAKE,Azure Data Lakehouse,Shared analytics and portfolio data products,VP Corporate Innovation IT and Data AI,high,build,LH-VDR-MICROSOFT,5200000,Power BI;Databricks;opco source extracts,financial actuals;program spend;operational KPIs,high
lakeshore-industries,Lakeshore Holdings,v6.0,application_system,LH-SYS-DATABRICKS,Databricks Innovation Workspace,v6_holdco_synthetic_pack,VP Corporate Innovation IT and Data AI,synthetic_demo,holdco/applications-systems.csv,8,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-SYS-DATABRICKS,Databricks Innovation Workspace,AI and analytics experimentation,VP Corporate Innovation IT and Data AI,medium,pilot,LH-VDR-DATABRICKS,1800000,Azure Data Lakehouse;AI Governance Registry,feature sets;model outputs;experiment logs,high
lakeshore-industries,Lakeshore Holdings,v6.0,application_system,LH-SYS-ENTRA,Microsoft Entra ID,v6_holdco_synthetic_pack,CISO,synthetic_demo,holdco/applications-systems.csv,9,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-SYS-ENTRA,Microsoft Entra ID,Identity and access management,CISO,high,scale,LH-VDR-MICROSOFT,3600000,Workday;ServiceNow;opco apps,identity;access policies;privileged accounts,medium
lakeshore-industries,Lakeshore Holdings,v6.0,application_system,LH-SYS-M365,Microsoft 365 and Copilot,v6_holdco_synthetic_pack,VP Corporate Platforms,synthetic_demo,holdco/applications-systems.csv,10,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-SYS-M365,Microsoft 365 and Copilot,Collaboration and productivity,VP Corporate Platforms,high,scale,LH-VDR-MICROSOFT,8200000,Entra ID;Purview;ServiceNow,mail;documents;collaboration telemetry,high
lakeshore-industries,Lakeshore Holdings,v6.0,application_system,LH-SYS-MULESOFT,MuleSoft Integration Hub,v6_holdco_synthetic_pack,VP Corporate Platforms,synthetic_demo,holdco/applications-systems.csv,11,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-SYS-MULESOFT,MuleSoft Integration Hub,Enterprise integration and API management,VP Corporate Platforms,high,modernizing,LH-VDR-SALESFORCE,2500000,Oracle Fusion ERP;Workday;opco APIs,API transactions;integration health,medium
lakeshore-industries,Lakeshore Holdings,v6.0,application_system,LH-SYS-AI-GOV,AI Governance Registry,v6_holdco_synthetic_pack,VP Corporate Innovation IT and Data AI,synthetic_demo,holdco/applications-systems.csv,12,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-SYS-AI-GOV,AI Governance Registry,AI intake and model risk workflow,VP Corporate Innovation IT and Data AI,medium,build,LH-VDR-SERVICENOW,650000,ServiceNow;Databricks;Power BI,use cases;risk reviews;approval status,high
lakeshore-industries,Lakeshore Holdings,v6.0,application_system,LH-SYS-NORTH-WMS,Northline Warehouse WMS,v6_holdco_synthetic_pack,Northline CIO,synthetic_demo,holdco/applications-systems.csv,13,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-SYS-NORTH-WMS,Northline Warehouse WMS,Warehouse execution,Northline CIO,high,modernizing,LH-VDR-MANHATTAN,6100000,Northline TMS;Azure Data Lakehouse,orders;inventory;pick labor,high
lakeshore-industries,Lakeshore Holdings,v6.0,application_system,LH-SYS-NORTH-TMS,Northline TMS,v6_holdco_synthetic_pack,Northline CIO,synthetic_demo,holdco/applications-systems.csv,14,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-SYS-NORTH-TMS,Northline TMS,Transportation planning and dispatch,Northline CIO,high,scale,LH-VDR-BLUEYONDER,4800000,Northline WMS;telematics;Power BI,loads;routes;carrier performance,high
lakeshore-industries,Lakeshore Holdings,v6.0,application_system,LH-SYS-NORTH-TELE,Northline Fleet Telematics,v6_holdco_synthetic_pack,Northline CIO,synthetic_demo,holdco/applications-systems.csv,15,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-SYS-NORTH-TELE,Northline Fleet Telematics,Fleet telemetry and safety,Northline CIO,medium,scale,LH-VDR-GEOTAB,1500000,Northline TMS;Azure Data Lakehouse,vehicle telemetry;driver events,medium
lakeshore-industries,Lakeshore Holdings,v6.0,application_system,LH-SYS-CREST-CRM,Crestpoint Salesforce CRM,v6_holdco_synthetic_pack,Crestpoint CIO,synthetic_demo,holdco/applications-systems.csv,16,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-SYS-CREST-CRM,Crestpoint Salesforce CRM,Client pipeline and account operations,Crestpoint CIO,high,scale,LH-VDR-SALESFORCE,4700000,Crestpoint PSA;Marketing Automation,accounts;opportunities;client health,high
lakeshore-industries,Lakeshore Holdings,v6.0,application_system,LH-SYS-CREST-PSA,Crestpoint Professional Services Automation,v6_holdco_synthetic_pack,Crestpoint CIO,synthetic_demo,holdco/applications-systems.csv,17,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-SYS-CREST-PSA,Crestpoint Professional Services Automation,Project margin and resource planning,Crestpoint CIO,high,modernizing,LH-VDR-KANTATA,3300000,Salesforce CRM;Workday;Power BI,projects;time;margin;resource plan,high
lakeshore-industries,Lakeshore Holdings,v6.0,application_system,LH-SYS-CREST-MKT,Crestpoint Marketing Automation,v6_holdco_synthetic_pack,Crestpoint CIO,synthetic_demo,holdco/applications-systems.csv,18,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-SYS-CREST-MKT,Crestpoint Marketing Automation,Campaign orchestration,Crestpoint CIO,medium,scale,LH-VDR-ADOBE,2600000,Salesforce CRM;Data Lakehouse,campaigns;leads;content performance,medium
