tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,metric_id,metric_name,metric_definition,calculation_basis,unit_of_measure,metric_owner,metric_claim_level
lakeshore-industries,Lakeshore Holdings,v6.0,metric_definition,LH-MET-TOTAL-IT-BUDGET,FY26 direct IT budget,v6_holdco_synthetic_pack,Group CIO,synthetic_demo,holdco/metric-definitions.csv,1,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-MET-TOTAL-IT-BUDGET,FY26 direct IT budget,Sum annual_it_budget rows for Corporate Shared Services IT and portfolio-company local IT. Excludes allocated shared-service rows and innovation component rows.,sum(V6_08.amount_usd where amount_type=annual_it_budget),USD,Group CIO,board_ready
lakeshore-industries,Lakeshore Holdings,v6.0,metric_definition,LH-MET-RUN-BUDGET,FY26 run budget,v6_holdco_synthetic_pack,Group CIO,synthetic_demo,holdco/metric-definitions.csv,2,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-MET-RUN-BUDGET,FY26 run budget,Sum run_budget component rows. Component of direct IT budget.,sum(V6_08.amount_usd where amount_type=run_budget),USD,Group CIO,operating_metric
lakeshore-industries,Lakeshore Holdings,v6.0,metric_definition,LH-MET-CHANGE-BUDGET,FY26 change budget,v6_holdco_synthetic_pack,Group CIO,synthetic_demo,holdco/metric-definitions.csv,3,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-MET-CHANGE-BUDGET,FY26 change budget,Sum change_budget component rows. Component of direct IT budget.,sum(V6_08.amount_usd where amount_type=change_budget),USD,Group CIO,operating_metric
lakeshore-industries,Lakeshore Holdings,v6.0,metric_definition,LH-MET-SPEND-YTD,FY26 spend to date,v6_holdco_synthetic_pack,Group CIO,synthetic_demo,holdco/metric-definitions.csv,4,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-MET-SPEND-YTD,FY26 spend to date,Sum actual_spend_ytd rows through as_of_date.,sum(V6_08.amount_usd where amount_type=actual_spend_ytd),USD,Group CIO,period_actual
lakeshore-industries,Lakeshore Holdings,v6.0,metric_definition,LH-MET-PROGRAM-BUDGET,Program committed budget,v6_holdco_synthetic_pack,Portfolio Management Office,synthetic_demo,holdco/metric-definitions.csv,5,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-MET-PROGRAM-BUDGET,Program committed budget,Sum program_committed_budget rows.,sum(V6_08.amount_usd where amount_type=program_committed_budget),USD,Portfolio Management Office,portfolio_metric
lakeshore-industries,Lakeshore Holdings,v6.0,metric_definition,LH-MET-EXPECTED-VALUE,Expected value,v6_holdco_synthetic_pack,Portfolio Management Office,synthetic_demo,holdco/metric-definitions.csv,6,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-MET-EXPECTED-VALUE,Expected value,"Sum expected_value rows. This is value-at-stake, not spend.",sum(V6_08.amount_usd where amount_type=expected_value),USD,Portfolio Management Office,value_hypothesis
lakeshore-industries,Lakeshore Holdings,v6.0,metric_definition,LH-MET-MEASURED-VALUE,Measured value,v6_holdco_synthetic_pack,Portfolio Management Office,synthetic_demo,holdco/metric-definitions.csv,7,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-MET-MEASURED-VALUE,Measured value,"Sum measured_value rows. This is realized/attested value, not spend.",sum(V6_08.amount_usd where amount_type=measured_value),USD,Portfolio Management Office,measured_value
lakeshore-industries,Lakeshore Holdings,v6.0,metric_definition,LH-MET-VALUE-GAP,Value proof gap,v6_holdco_synthetic_pack,Portfolio Management Office,synthetic_demo,holdco/metric-definitions.csv,8,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-MET-VALUE-GAP,Value proof gap,Expected value minus measured value.,LH-MET-EXPECTED-VALUE - LH-MET-MEASURED-VALUE,USD,Portfolio Management Office,derived
lakeshore-industries,Lakeshore Holdings,v6.0,metric_definition,LH-MET-AI-BUDGET,AI and innovation component,v6_holdco_synthetic_pack,VP Corporate Innovation IT and Data AI,synthetic_demo,holdco/metric-definitions.csv,9,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-MET-AI-BUDGET,AI and innovation component,"Corporate Innovation IT budget component plus AI initiative program budgets where applicable. Treat component rows as subset, not additive to enterprise direct IT total.",component_budget plus AI-tagged program budgets with de-duplication,USD,VP Corporate Innovation IT and Data AI,operating_metric
lakeshore-industries,Lakeshore Holdings,v6.0,metric_definition,LH-MET-VENDOR-EXPOSURE,Vendor exposure,v6_holdco_synthetic_pack,Corporate Procurement,synthetic_demo,holdco/metric-definitions.csv,10,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-MET-VENDOR-EXPOSURE,Vendor exposure,Annual cost by vendor contract.,sum(V6_07.annual_cost_usd by vendor_id),USD,Corporate Procurement,portfolio_metric
