claimId,tenantKey,claimType,claim,valueAsserted,assertingFiles,conflictState,authoritativeCandidate,allowedUse,blockedNarrative,recommendedNextEvidence,smeReviewer,status
MER-DUP-001,meridian-health,duplicate-truth-candidate,Canonical dimension 00_enterprise_profile.csv exists in 3 roots,00_enterprise_profile.csv=1 rows; 00_enterprise_profile.csv=2 rows; 00_enterprise_profile.csv=2 rows,datasets/tenant-inputs/active/meridian-health/current/00_enterprise_profile.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/00_enterprise_profile.csv; datasets/tenant-inputs/meridian-health/v2026-08-governed-intake/canonical-dimensions/00_enterprise_profile.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/00_enterprise_profile.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-002,meridian-health,duplicate-truth-candidate,Canonical dimension 01_business_functions.csv exists in 4 roots,01_business_functions.csv=24 rows; 01_business_functions.csv=228 rows; 01_business_functions.csv=228 rows; 01_business_functions.csv=20 rows,datasets/tenant-inputs/active/meridian-health/current/01_business_functions.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/01_business_functions.csv; datasets/tenant-inputs/meridian-health/v2026-08-governed-intake/canonical-dimensions/01_business_functions.csv; datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/01_business_functions.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/01_business_functions.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-003,meridian-health,duplicate-truth-candidate,Canonical dimension 02_org_ownership.csv exists in 3 roots,02_org_ownership.csv=225 rows; 02_org_ownership.csv=228 rows; 02_org_ownership.csv=228 rows,datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/02_org_ownership.csv; datasets/tenant-inputs/meridian-health/v2026-08-governed-intake/canonical-dimensions/02_org_ownership.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-004,meridian-health,duplicate-truth-candidate,Canonical dimension 03_workforce_roles.csv exists in 3 roots,03_workforce_roles.csv=45 rows; 03_workforce_roles.csv=221 rows; 03_workforce_roles.csv=221 rows,datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/03_workforce_roles.csv; datasets/tenant-inputs/meridian-health/v2026-08-governed-intake/canonical-dimensions/03_workforce_roles.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-005,meridian-health,duplicate-truth-candidate,Canonical dimension 04_applications_systems.csv exists in 4 roots,04_applications_systems.csv=301 rows; 04_applications_systems.csv=241 rows; 04_applications_systems.csv=241 rows; 04_applications_systems.csv=20 rows,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/04_applications_systems.csv; datasets/tenant-inputs/meridian-health/v2026-08-governed-intake/canonical-dimensions/04_applications_systems.csv; datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/04_applications_systems.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-006,meridian-health,duplicate-truth-candidate,Canonical dimension 05_data_assets_integrations.csv exists in 4 roots,05_data_assets_integrations.csv=520 rows; 05_data_assets_integrations.csv=242 rows; 05_data_assets_integrations.csv=242 rows; 05_data_assets_integrations.csv=20 rows,datasets/tenant-inputs/active/meridian-health/current/05_data_assets_integrations.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/05_data_assets_integrations.csv; datasets/tenant-inputs/meridian-health/v2026-08-governed-intake/canonical-dimensions/05_data_assets_integrations.csv; datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/05_data_assets_integrations.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/05_data_assets_integrations.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-007,meridian-health,duplicate-truth-candidate,Canonical dimension 06_infrastructure_platforms.csv exists in 3 roots,06_infrastructure_platforms.csv=60 rows; 06_infrastructure_platforms.csv=15 rows; 06_infrastructure_platforms.csv=15 rows,datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/06_infrastructure_platforms.csv; datasets/tenant-inputs/meridian-health/v2026-08-governed-intake/canonical-dimensions/06_infrastructure_platforms.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-008,meridian-health,duplicate-truth-candidate,Canonical dimension 07_vendors_contracts.csv exists in 4 roots,07_vendors_contracts.csv=72 rows; 07_vendors_contracts.csv=231 rows; 07_vendors_contracts.csv=231 rows; 07_vendors_contracts.csv=20 rows,datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/07_vendors_contracts.csv; datasets/tenant-inputs/meridian-health/v2026-08-governed-intake/canonical-dimensions/07_vendors_contracts.csv; datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/07_vendors_contracts.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-009,meridian-health,duplicate-truth-candidate,Canonical dimension 08_spend_value.csv exists in 2 roots,08_spend_value.csv=24 rows; 08_spend_value.csv=298 rows,datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv; datasets/tenant-inputs/meridian-health/v2026-08-governed-intake/canonical-dimensions/08_spend_value.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-010,meridian-health,duplicate-truth-candidate,Canonical dimension 09_programs_initiatives.csv exists in 3 roots,09_programs_initiatives.csv=28 rows; 09_programs_initiatives.csv=256 rows; 09_programs_initiatives.csv=256 rows,datasets/tenant-inputs/active/meridian-health/current/09_programs_initiatives.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/09_programs_initiatives.csv; datasets/tenant-inputs/meridian-health/v2026-08-governed-intake/canonical-dimensions/09_programs_initiatives.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/09_programs_initiatives.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
