tenant_key,signal_id,record_id,service_or_process,service_area,ticket_or_event_type,metric_name,period,monthly_volume,value,threshold,status,severity_mix,mttr_hours,backlog_count,automation_candidate,root_cause_theme,incidents_p1_p2,incidents_total,change_failure_rate_pct,availability_pct,owner_role,evidence_id,source_file,source_row,value_source,notes
lakeshore-industries,LAK-OPS-001,,Kyriba mapping defect,,defect,,,90,not_loaded,,,22% high / 58% medium / 20% low,4,21,yes,mapping and master data,not_loaded,not_loaded,not_loaded,not_loaded,,,family-5-execution-operations/F14_operations-service-management.csv,2,tenant_file,
lakeshore-industries,LAK-OPS-002,,bank file rejection,,incident,,,126,not_loaded,,,9% high / 51% medium / 40% low,5.1,30,partial,control evidence gap,not_loaded,not_loaded,not_loaded,not_loaded,,,family-5-execution-operations/F14_operations-service-management.csv,3,tenant_file,
lakeshore-industries,LAK-OPS-003,,SAP IDoc failure,,control_exception,,,162,not_loaded,,,9% high / 51% medium / 40% low,6.2,39,yes,knowledge gap,not_loaded,not_loaded,not_loaded,not_loaded,,,family-5-execution-operations/F14_operations-service-management.csv,4,tenant_file,
lakeshore-industries,LAK-OPS-004,,BlackLine reconciliation aging,,defect,,,198,not_loaded,,,9% high / 51% medium / 40% low,7.300000000000001,48,partial,manual reconciliation,not_loaded,not_loaded,not_loaded,not_loaded,,,family-5-execution-operations/F14_operations-service-management.csv,5,tenant_file,
lakeshore-industries,LAK-OPS-005,,Power BI refresh failure,,incident,,,234,not_loaded,,,22% high / 58% medium / 20% low,8.4,57,yes,mapping and master data,not_loaded,not_loaded,not_loaded,not_loaded,,,family-5-execution-operations/F14_operations-service-management.csv,6,tenant_file,
lakeshore-industries,LAK-OPS-006,,finance service desk repeat issue,,control_exception,,,270,not_loaded,,,9% high / 51% medium / 40% low,9.5,66,partial,control evidence gap,not_loaded,not_loaded,not_loaded,not_loaded,,,family-5-execution-operations/F14_operations-service-management.csv,7,tenant_file,
lakeshore-industries,LAK-OPS-007,,payment approval exception,,defect,,,306,not_loaded,,,9% high / 51% medium / 40% low,10.600000000000001,75,yes,knowledge gap,not_loaded,not_loaded,not_loaded,not_loaded,,,family-5-execution-operations/F14_operations-service-management.csv,8,tenant_file,
lakeshore-industries,LAK-OPS-008,,SWIFT connectivity alert,,incident,,,342,not_loaded,,,9% high / 51% medium / 40% low,11.700000000000001,84,partial,manual reconciliation,not_loaded,not_loaded,not_loaded,not_loaded,,,family-5-execution-operations/F14_operations-service-management.csv,9,tenant_file,
lakeshore-industries,LAK-OPS-009,,supplier master mismatch,,control_exception,,,378,not_loaded,,,22% high / 58% medium / 20% low,12.8,93,yes,mapping and master data,not_loaded,not_loaded,not_loaded,not_loaded,,,family-5-execution-operations/F14_operations-service-management.csv,10,tenant_file,
lakeshore-industries,LAK-OPS-010,,close calendar delay,,defect,,,414,not_loaded,,,9% high / 51% medium / 40% low,13.9,102,partial,control evidence gap,not_loaded,not_loaded,not_loaded,not_loaded,,,family-5-execution-operations/F14_operations-service-management.csv,11,tenant_file,
