tenant_key,source_system,source_object,source_record_id,extract_job_id,extract_timestamp,as_of_date,contract_id,contract_family_id,commercial_instrument_id,document_id,parent_document_id,document_role,precedence_rank,execution_status,effective_from,effective_to,supersedes_document_id,conflict_group_id,source_file_name,source_file_path,sha256,mapping_status,review_state
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-RCM-001-MSA,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,MFAM-REVENUE-CYCLE-MANAGED-SERVICES,MCI-MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-MSA,,master_services_agreement,1,executed_synthetic,2025-01-01,2027-12-31,,,DOC-MER-CTR-RCM-001-MSA_NORTHBRIDGE-RCM-SERVICES-LLC_SYNTHETIC.md,documents/DOC-MER-CTR-RCM-001-MSA_NORTHBRIDGE-RCM-SERVICES-LLC_SYNTHETIC.md,efbef8475ac9ae2fb4b336d6a8ffa01198ffd564de0c1e09b74fea345ef70620,mapped_to_companion_contract_register,accepted
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-RCM-001-SOW-CORE,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,MFAM-REVENUE-CYCLE-MANAGED-SERVICES,MCI-MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-SOW-CORE,DOC-MER-CTR-RCM-001-MSA,statement_of_work_core,2,executed_synthetic,2025-01-01,2027-12-31,,,DOC-MER-CTR-RCM-001-SOW-CORE_NORTHBRIDGE-RCM-SERVICES-LLC_SYNTHETIC.md,documents/DOC-MER-CTR-RCM-001-SOW-CORE_NORTHBRIDGE-RCM-SERVICES-LLC_SYNTHETIC.md,6bf321720b4558ba1a9537e4ba0443322f06c7ccf98accb746f46c6272c7a4b6,mapped_to_companion_contract_register,accepted
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-RCM-001-SOW-OPERATIONS,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,MFAM-REVENUE-CYCLE-MANAGED-SERVICES,MCI-MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-SOW-OPERATIONS,DOC-MER-CTR-RCM-001-MSA,service_operations_schedule,3,executed_synthetic,2025-01-01,2027-12-31,,,DOC-MER-CTR-RCM-001-SOW-OPERATIONS_NORTHBRIDGE-RCM-SERVICES-LLC_SYNTHETIC.md,documents/DOC-MER-CTR-RCM-001-SOW-OPERATIONS_NORTHBRIDGE-RCM-SERVICES-LLC_SYNTHETIC.md,de15ff84ec2148f93c8dfc71d81b8fffa83f0a99a20129fdf56bd4c9282c9fbf,mapped_to_companion_contract_register,accepted
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-RCM-001-SLA-SCHEDULE,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,MFAM-REVENUE-CYCLE-MANAGED-SERVICES,MCI-MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-SLA-SCHEDULE,DOC-MER-CTR-RCM-001-MSA,service_level_kpi_schedule,4,executed_synthetic,2025-01-01,2027-12-31,,,DOC-MER-CTR-RCM-001-SLA-SCHEDULE_NORTHBRIDGE-RCM-SERVICES-LLC_SYNTHETIC.md,documents/DOC-MER-CTR-RCM-001-SLA-SCHEDULE_NORTHBRIDGE-RCM-SERVICES-LLC_SYNTHETIC.md,b02d0b6d2d49704b3e76bea78b27752996671c61f6988d0332fdae322f4b4e45,mapped_to_companion_contract_register,accepted
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-RCM-001-PRICING-EXHIBIT,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,MFAM-REVENUE-CYCLE-MANAGED-SERVICES,MCI-MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-PRICING-EXHIBIT,DOC-MER-CTR-RCM-001-MSA,pricing_rate_card_exhibit,5,executed_synthetic,2025-01-01,2027-12-31,,,DOC-MER-CTR-RCM-001-PRICING-EXHIBIT_NORTHBRIDGE-RCM-SERVICES-LLC_SYNTHETIC.md,documents/DOC-MER-CTR-RCM-001-PRICING-EXHIBIT_NORTHBRIDGE-RCM-SERVICES-LLC_SYNTHETIC.md,e0dffbb7e692096b067724ee7e366f2cfc55613751913da96f2eb08e9f4084db,mapped_to_companion_contract_register,accepted
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-RCM-001-AMEND-001,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,MFAM-REVENUE-CYCLE-MANAGED-SERVICES,MCI-MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-AMEND-001,DOC-MER-CTR-RCM-001-MSA,change_order_pricing_amendment,6,executed_synthetic,2027-01-01,2027-12-31,DOC-MER-CTR-RCM-001-PRICING-EXHIBIT,,DOC-MER-CTR-RCM-001-AMEND-001_NORTHBRIDGE-RCM-SERVICES-LLC_SYNTHETIC.md,documents/DOC-MER-CTR-RCM-001-AMEND-001_NORTHBRIDGE-RCM-SERVICES-LLC_SYNTHETIC.md,a4e56f1b55e7463c512892927978a00fb790fedc7325594b0ffbba0e56411963,mapped_to_companion_contract_register,accepted
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-RCM-001-AMEND-002,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,MFAM-REVENUE-CYCLE-MANAGED-SERVICES,MCI-MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-AMEND-002,DOC-MER-CTR-RCM-001-MSA,scope_change_amendment,7,executed_synthetic,2027-01-01,2027-12-31,DOC-MER-CTR-RCM-001-SOW-CORE,,DOC-MER-CTR-RCM-001-AMEND-002_NORTHBRIDGE-RCM-SERVICES-LLC_SYNTHETIC.md,documents/DOC-MER-CTR-RCM-001-AMEND-002_NORTHBRIDGE-RCM-SERVICES-LLC_SYNTHETIC.md,08d7a56cf38c43c7fa6f4804e2908869f68f1debd506634d3e983ad5fca0b2d0,mapped_to_companion_contract_register,accepted
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-RCM-001-TRANSITION-PLAN,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,MFAM-REVENUE-CYCLE-MANAGED-SERVICES,MCI-MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-TRANSITION-PLAN,DOC-MER-CTR-RCM-001-MSA,transition_plan,8,executed_synthetic,2027-01-01,2027-12-31,,,DOC-MER-CTR-RCM-001-TRANSITION-PLAN_NORTHBRIDGE-RCM-SERVICES-LLC_SYNTHETIC.md,documents/DOC-MER-CTR-RCM-001-TRANSITION-PLAN_NORTHBRIDGE-RCM-SERVICES-LLC_SYNTHETIC.md,f7487e7eba44dd07104a140dc5b372dc4831b906da48a792cf8184db39da9111,mapped_to_companion_contract_register,accepted
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-RCM-001-SECURITY-CONTROL,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,MFAM-REVENUE-CYCLE-MANAGED-SERVICES,MCI-MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-SECURITY-CONTROL,DOC-MER-CTR-RCM-001-MSA,security_control_schedule,9,executed_synthetic,2027-01-01,2027-12-31,,,DOC-MER-CTR-RCM-001-SECURITY-CONTROL_NORTHBRIDGE-RCM-SERVICES-LLC_SYNTHETIC.md,documents/DOC-MER-CTR-RCM-001-SECURITY-CONTROL_NORTHBRIDGE-RCM-SERVICES-LLC_SYNTHETIC.md,6ff7bf2725c654ed1683b503f51e769044cc9102df99877fa5531545080ee327,mapped_to_companion_contract_register,accepted
meridian-health,Synthetic SharePoint/CLM document inventory,document_library_export,DOCINV-DOC-MER-CTR-RCM-001-NOTICE-RENEWAL,extract-meridian-documents-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,MFAM-REVENUE-CYCLE-MANAGED-SERVICES,MCI-MER-CTR-RCM-001,DOC-MER-CTR-RCM-001-NOTICE-RENEWAL,DOC-MER-CTR-RCM-001-MSA,renewal_notice_termination_evidence,10,notice_or_quote_evidence,2027-01-01,2027-12-31,,,DOC-MER-CTR-RCM-001-NOTICE-RENEWAL_NORTHBRIDGE-RCM-SERVICES-LLC_SYNTHETIC.md,documents/DOC-MER-CTR-RCM-001-NOTICE-RENEWAL_NORTHBRIDGE-RCM-SERVICES-LLC_SYNTHETIC.md,c686ae785502f58a40f2165d790d92defc4a1f560455207d63cdce2b2ad69667,mapped_to_companion_contract_register,accepted
