tenant_key,vendor_name,contract_name,service_category,business_owner,contract_owner,annual_spend_usd,term_start,term_end,renewal_date,commercial_model,supported_systems,supported_functions,risk_rating,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status
lakeshore-holdings,Workday,LH-CTR-WORKDAY-001,,,,6800000,,,2027-02-28,,,,,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,universal-standard-v3,2,LH-VDR-WORKDAY,synthetic-demo,4275f23f49db6a10a7c7ac91c5b2079b8c3cd1c1dbe50f7bd866c57559bf2654,retained_from_active_source,none
lakeshore-holdings,Oracle,LH-CTR-ORACLE-001,,,,7900000,,,2026-12-31,,,,,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,universal-standard-v3,3,LH-VDR-ORACLE,synthetic-demo,4275f23f49db6a10a7c7ac91c5b2079b8c3cd1c1dbe50f7bd866c57559bf2654,retained_from_active_source,none
lakeshore-holdings,Kyriba,LH-CTR-KYRIBA-001,,,,2100000,,,2026-09-30,,,,,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,universal-standard-v3,4,LH-VDR-KYRIBA,synthetic-demo,4275f23f49db6a10a7c7ac91c5b2079b8c3cd1c1dbe50f7bd866c57559bf2654,retained_from_active_source,none
lakeshore-holdings,Ironclad,LH-CTR-IRON-001,,,,900000,,,2026-11-30,,,,,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,universal-standard-v3,5,LH-VDR-IRONCLAD,synthetic-demo,4275f23f49db6a10a7c7ac91c5b2079b8c3cd1c1dbe50f7bd866c57559bf2654,retained_from_active_source,none
lakeshore-holdings,DealCloud,LH-CTR-DEAL-001,,,,1100000,,,2027-04-30,,,,,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,universal-standard-v3,6,LH-VDR-DEALCLOUD,synthetic-demo,4275f23f49db6a10a7c7ac91c5b2079b8c3cd1c1dbe50f7bd866c57559bf2654,retained_from_active_source,none
lakeshore-holdings,Microsoft,LH-CTR-MSFT-001,,,,17200000,,,2027-06-30,,,,,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,universal-standard-v3,7,LH-VDR-MICROSOFT,synthetic-demo,4275f23f49db6a10a7c7ac91c5b2079b8c3cd1c1dbe50f7bd866c57559bf2654,retained_from_active_source,none
lakeshore-holdings,ServiceNow,LH-CTR-SNOW-001,,,,4950000,,,2026-11-30,,,,,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,universal-standard-v3,8,LH-VDR-SERVICENOW,synthetic-demo,4275f23f49db6a10a7c7ac91c5b2079b8c3cd1c1dbe50f7bd866c57559bf2654,retained_from_active_source,none
lakeshore-holdings,Databricks,LH-CTR-DBX-001,,,,1800000,,,2027-01-31,,,,,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,universal-standard-v3,9,LH-VDR-DATABRICKS,synthetic-demo,4275f23f49db6a10a7c7ac91c5b2079b8c3cd1c1dbe50f7bd866c57559bf2654,retained_from_active_source,none
lakeshore-holdings,Salesforce,LH-CTR-SFDC-001,,,,7200000,,,2026-10-31,,,,,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,universal-standard-v3,10,LH-VDR-SALESFORCE,synthetic-demo,4275f23f49db6a10a7c7ac91c5b2079b8c3cd1c1dbe50f7bd866c57559bf2654,retained_from_active_source,none
lakeshore-holdings,Manhattan Associates,LH-CTR-MANH-001,,,,6100000,,,2027-03-31,,,,,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,universal-standard-v3,11,LH-VDR-MANHATTAN,synthetic-demo,4275f23f49db6a10a7c7ac91c5b2079b8c3cd1c1dbe50f7bd866c57559bf2654,retained_from_active_source,none
lakeshore-holdings,Blue Yonder,LH-CTR-BY-001,,,,8400000,,,2026-09-30,,,,,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,universal-standard-v3,12,LH-VDR-BLUEYONDER,synthetic-demo,4275f23f49db6a10a7c7ac91c5b2079b8c3cd1c1dbe50f7bd866c57559bf2654,retained_from_active_source,none
lakeshore-holdings,Geotab,LH-CTR-GEOTAB-001,,,,1500000,,,2027-02-28,,,,,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,universal-standard-v3,13,LH-VDR-GEOTAB,synthetic-demo,4275f23f49db6a10a7c7ac91c5b2079b8c3cd1c1dbe50f7bd866c57559bf2654,retained_from_active_source,none
lakeshore-holdings,Kantata,LH-CTR-KANTATA-001,,,,3300000,,,2026-12-31,,,,,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,universal-standard-v3,14,LH-VDR-KANTATA,synthetic-demo,4275f23f49db6a10a7c7ac91c5b2079b8c3cd1c1dbe50f7bd866c57559bf2654,retained_from_active_source,none
lakeshore-holdings,Adobe,LH-CTR-ADOBE-001,,,,2600000,,,2027-01-31,,,,,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,universal-standard-v3,15,LH-VDR-ADOBE,synthetic-demo,4275f23f49db6a10a7c7ac91c5b2079b8c3cd1c1dbe50f7bd866c57559bf2654,retained_from_active_source,none
lakeshore-holdings,SAP,LH-CTR-SAP-001,,,,8700000,,,2027-05-31,,,,,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,universal-standard-v3,16,LH-VDR-SAP,synthetic-demo,4275f23f49db6a10a7c7ac91c5b2079b8c3cd1c1dbe50f7bd866c57559bf2654,retained_from_active_source,none
lakeshore-holdings,Shopify,LH-CTR-SHOP-001,,,,4100000,,,2027-02-28,,,,,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,universal-standard-v3,17,LH-VDR-SHOPIFY,synthetic-demo,4275f23f49db6a10a7c7ac91c5b2079b8c3cd1c1dbe50f7bd866c57559bf2654,retained_from_active_source,none
