tenant_key,metric_name,metric_domain,business_function,definition,baseline_value,baseline_period,target_value,owner,data_source,calculation_basis,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status
lakeshore-holdings,FY26 direct IT budget,,,Sum annual_it_budget rows for Corporate Shared Services IT and portfolio-company local IT. Excludes allocated shared-service rows and innovation component rows.,,,,Group CIO,standard_2026_07_v3,sum(spend_value.amount_usd where amount_type=annual_it_budget),datasets/tenant-inputs/active/lakeshore-holdings/current/14_metrics_outcomes.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/14_metrics_outcomes.csv,universal-standard-v3,2,LH-MET-TOTAL-IT-BUDGET,synthetic-demo,3a54d22416393d47edf2a5fd172a222de36fa6d16af5fcb87a20291056b822a2,retained_from_active_source,none
lakeshore-holdings,FY26 run budget,,,Sum run_budget component rows. Component of direct IT budget.,,,,Group CIO,standard_2026_07_v3,sum(spend_value.amount_usd where amount_type=run_budget),datasets/tenant-inputs/active/lakeshore-holdings/current/14_metrics_outcomes.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/14_metrics_outcomes.csv,universal-standard-v3,3,LH-MET-RUN-BUDGET,synthetic-demo,3a54d22416393d47edf2a5fd172a222de36fa6d16af5fcb87a20291056b822a2,retained_from_active_source,none
lakeshore-holdings,FY26 change budget,,,Sum change_budget component rows. Component of direct IT budget.,,,,Group CIO,standard_2026_07_v3,sum(spend_value.amount_usd where amount_type=change_budget),datasets/tenant-inputs/active/lakeshore-holdings/current/14_metrics_outcomes.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/14_metrics_outcomes.csv,universal-standard-v3,4,LH-MET-CHANGE-BUDGET,synthetic-demo,3a54d22416393d47edf2a5fd172a222de36fa6d16af5fcb87a20291056b822a2,retained_from_active_source,none
lakeshore-holdings,FY26 spend to date,,,Sum actual_spend_ytd rows through as_of_date.,,,,Group CIO,standard_2026_07_v3,sum(spend_value.amount_usd where amount_type=actual_spend_ytd),datasets/tenant-inputs/active/lakeshore-holdings/current/14_metrics_outcomes.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/14_metrics_outcomes.csv,universal-standard-v3,5,LH-MET-SPEND-YTD,synthetic-demo,3a54d22416393d47edf2a5fd172a222de36fa6d16af5fcb87a20291056b822a2,retained_from_active_source,none
lakeshore-holdings,Program committed budget,,,Sum program_committed_budget rows.,,,,Portfolio Management Office,standard_2026_07_v3,sum(spend_value.amount_usd where amount_type=program_committed_budget),datasets/tenant-inputs/active/lakeshore-holdings/current/14_metrics_outcomes.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/14_metrics_outcomes.csv,universal-standard-v3,6,LH-MET-PROGRAM-BUDGET,synthetic-demo,3a54d22416393d47edf2a5fd172a222de36fa6d16af5fcb87a20291056b822a2,retained_from_active_source,none
lakeshore-holdings,Expected value,,,"Sum expected_value rows. This is value-at-stake, not spend.",,,,Portfolio Management Office,standard_2026_07_v3,sum(spend_value.amount_usd where amount_type=expected_value),datasets/tenant-inputs/active/lakeshore-holdings/current/14_metrics_outcomes.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/14_metrics_outcomes.csv,universal-standard-v3,7,LH-MET-EXPECTED-VALUE,synthetic-demo,3a54d22416393d47edf2a5fd172a222de36fa6d16af5fcb87a20291056b822a2,retained_from_active_source,none
lakeshore-holdings,Measured value,,,"Sum measured_value rows. This is realized/attested value, not spend.",,,,Portfolio Management Office,standard_2026_07_v3,sum(spend_value.amount_usd where amount_type=measured_value),datasets/tenant-inputs/active/lakeshore-holdings/current/14_metrics_outcomes.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/14_metrics_outcomes.csv,universal-standard-v3,8,LH-MET-MEASURED-VALUE,synthetic-demo,3a54d22416393d47edf2a5fd172a222de36fa6d16af5fcb87a20291056b822a2,retained_from_active_source,none
lakeshore-holdings,Value proof gap,,,Expected value minus measured value.,,,,Portfolio Management Office,standard_2026_07_v3,LH-MET-EXPECTED-VALUE - LH-MET-MEASURED-VALUE,datasets/tenant-inputs/active/lakeshore-holdings/current/14_metrics_outcomes.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/14_metrics_outcomes.csv,universal-standard-v3,9,LH-MET-VALUE-GAP,synthetic-demo,3a54d22416393d47edf2a5fd172a222de36fa6d16af5fcb87a20291056b822a2,retained_from_active_source,none
lakeshore-holdings,AI and innovation component,,,"Corporate Innovation IT budget component plus AI initiative program budgets where applicable. Treat component rows as subset, not additive to enterprise direct IT total.",,,,VP Corporate Innovation IT and Data AI,standard_2026_07_v3,component_budget plus AI-tagged program budgets with de-duplication,datasets/tenant-inputs/active/lakeshore-holdings/current/14_metrics_outcomes.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/14_metrics_outcomes.csv,universal-standard-v3,10,LH-MET-AI-BUDGET,synthetic-demo,3a54d22416393d47edf2a5fd172a222de36fa6d16af5fcb87a20291056b822a2,retained_from_active_source,none
lakeshore-holdings,Vendor exposure,,,Annual cost by vendor contract.,,,,Corporate Procurement,standard_2026_07_v3,sum(vendors_contracts.annual_cost_usd by vendor_id),datasets/tenant-inputs/active/lakeshore-holdings/current/14_metrics_outcomes.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/14_metrics_outcomes.csv,universal-standard-v3,11,LH-MET-VENDOR-EXPOSURE,synthetic-demo,3a54d22416393d47edf2a5fd172a222de36fa6d16af5fcb87a20291056b822a2,retained_from_active_source,none
lakeshore-holdings,Renewals within 90 days,,,Count vendor contracts with renewal_date within 90 days of as_of_date.,,,,Corporate Procurement,standard_2026_07_v3,count(vendors_contracts where renewal_date between as_of_date and as_of_date+90),datasets/tenant-inputs/active/lakeshore-holdings/current/14_metrics_outcomes.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/14_metrics_outcomes.csv,universal-standard-v3,12,LH-MET-RENEWAL-90,synthetic-demo,3a54d22416393d47edf2a5fd172a222de36fa6d16af5fcb87a20291056b822a2,retained_from_active_source,none
lakeshore-holdings,Allocated shared-services IT consumption,,,Sum allocated_shared_services_cost rows. This is a management allocation view and excluded from direct IT budget.,,,,Corporate IT chargeback office,standard_2026_07_v3,sum(spend_value.amount_usd where amount_type=allocated_shared_services_cost),datasets/tenant-inputs/active/lakeshore-holdings/current/14_metrics_outcomes.csv,2026-06-18,high,none,datasets/tenant-inputs/active/lakeshore-holdings/current/14_metrics_outcomes.csv,universal-standard-v3,13,LH-MET-ALLOCATED-SHARED,synthetic-demo,3a54d22416393d47edf2a5fd172a222de36fa6d16af5fcb87a20291056b822a2,retained_from_active_source,none
