object_type,object_name,source_definition,row_count,columns
source_csv,00_enterprise_profile.csv,,2,tenant_key|record_id|entity_id|business_name|context_item|dimension|evidence_id|active_candidate_status|confidence|source_type|source_basis|synthetic_data_flag|evidence_boundary|module_usage_notes|industry|tenant_archetype|summary|sub_industry|headquarters|revenue_usd|employee_count|business_model|business_segments|operating_regions|leadership_roles|strategic_priorities|mission_statement|vision_statement|source_file|source_date
source_csv,01_business_functions.csv,,228,tenant_key|record_id|entity_id|business_name|context_item|dimension|evidence_id|active_candidate_status|confidence|source_type|source_basis|synthetic_data_flag|evidence_boundary|module_usage_notes|owner_role|operating_model|metrics_or_kpis|processes|use_case|data_domain|systems|value_hypothesis|evidence_needed|risk_or_gap|affected_systems|metric_boundary|forbidden_claims|legacy_row_flag|source_row_status|migration_action|additive_status|amount_basis|finance_attestation_status|funding_status|approved_funding_usd|realized_value_usd|tower_claim_allowed|evidence_type|evidence_location|evidence_owner|caveat
source_csv,02_org_ownership.csv,,228,tenant_key|record_id|entity_id|business_name|context_item|dimension|evidence_id|active_candidate_status|confidence|source_type|source_basis|synthetic_data_flag|evidence_boundary|module_usage_notes|owner_role|operating_model|metrics_or_kpis|processes|use_case|data_domain|systems|value_hypothesis|evidence_needed|risk_or_gap|affected_systems|metric_boundary|forbidden_claims|legacy_row_flag|source_row_status|migration_action|additive_status|amount_basis|finance_attestation_status|funding_status|approved_funding_usd|realized_value_usd|tower_claim_allowed|evidence_type|evidence_location|evidence_owner|caveat
source_csv,03_workforce_roles.csv,,221,tenant_key|record_id|entity_id|business_name|context_item|dimension|evidence_id|active_candidate_status|confidence|source_type|source_adapter_id|source_adapter_name|source_basis|synthetic_data_flag|evidence_boundary|module_usage_notes|interview_id|interview_group|priority_theme|decision_supported|evidence_needed|system_or_vendor_mentioned|data_domain_mentioned|key_initiative|known_challenge|use_case|data_domain|systems|value_hypothesis|risk_or_gap|affected_systems|metric_boundary|forbidden_claims|legacy_row_flag|source_row_status|migration_action|additive_status|amount_basis|finance_attestation_status|funding_status|approved_funding_usd|realized_value_usd|tower_claim_allowed|evidence_type|evidence_location|evidence_owner|caveat
source_csv,04_applications_systems.csv,,241,tenant_key|record_id|entity_id|business_name|context_item|dimension|evidence_id|active_candidate_status|confidence|source_type|source_basis|synthetic_data_flag|evidence_boundary|module_usage_notes|capability|owner|criticality|lifecycle_status|vendor_id|integrations|data_dependencies|use_case|data_domain|systems|value_hypothesis|evidence_needed|risk_or_gap|affected_systems|metric_boundary|forbidden_claims|legacy_row_flag|source_row_status|migration_action|additive_status|amount_basis|finance_attestation_status|funding_status|approved_funding_usd|realized_value_usd|tower_claim_allowed|evidence_type|evidence_location|evidence_owner|caveat
source_csv,05_data_assets_integrations.csv,,242,tenant_key|record_id|entity_id|business_name|context_item|dimension|evidence_id|active_candidate_status|confidence|source_type|source_basis|synthetic_data_flag|evidence_boundary|module_usage_notes|use_case|data_domain|systems|value_hypothesis|evidence_needed|risk_or_gap|affected_systems|metric_boundary|forbidden_claims|legacy_row_flag|source_row_status|migration_action|additive_status|amount_basis|finance_attestation_status|funding_status|approved_funding_usd|realized_value_usd|tower_claim_allowed|evidence_type|evidence_location|evidence_owner|caveat
source_csv,06_infrastructure_platforms.csv,,15,tenant_key|record_id|entity_id|business_name|context_item|dimension|evidence_id|active_candidate_status|confidence|source_type|source_basis|synthetic_data_flag|evidence_boundary|module_usage_notes|capability|owner|criticality|lifecycle_status|vendor_id|integrations|data_dependencies
source_csv,07_vendors_contracts.csv,,231,tenant_key|record_id|entity_id|business_name|context_item|dimension|evidence_id|active_candidate_status|confidence|source_type|source_basis|synthetic_data_flag|evidence_boundary|module_usage_notes|vendor_id|service|owning_function|linked_systems|contract_risk|pricing_basis|vendor_category|ai_capability|annual_contract_value_usd|linked_budget_record_ids|linked_program_code|ai_spend_flag|use_case|data_domain|systems|value_hypothesis|evidence_needed|risk_or_gap|affected_systems|metric_boundary|forbidden_claims|legacy_row_flag|source_row_status|migration_action|additive_status|amount_basis|finance_attestation_status|funding_status|approved_funding_usd|realized_value_usd|tower_claim_allowed|evidence_type|evidence_location|evidence_owner|caveat
source_csv,08_it_budget_spend_value.csv,,298,tenant_key|record_id|entity_id|business_name|context_item|dimension|evidence_id|active_candidate_status|confidence|source_type|source_basis|synthetic_data_flag|evidence_boundary|module_usage_notes|value_hypothesis|amount_usd|realized_value_usd|value_boundary|legacy_row_flag|source_row_status|migration_action|financial_fact_type|fiscal_year|time_period|budget_amount_usd|approved_budget_usd|actual_spend_ytd_usd|forecast_spend_usd|run_budget_usd|change_budget_usd|planned_value_usd|target_value_usd|amount_basis|gross_or_net|additive_status|duplicate_risk|budget_row_level|finance_attestation_status|program_code|initiative_id|linked_budget_record_ids|linked_sa02_records|ai_spend_flag|ai_spend_type|ai_spend_category|ai_tagged_budget_usd|platform_embedded_ai_flag|vendor_name|system_name|source_adapter_reference|tower_usage|tower_hero_eligible|caveat|use_case|data_domain|systems|evidence_needed|risk_or_gap|affected_systems|metric_boundary|forbidden_claims|funding_status|approved_funding_usd|tower_claim_allowed|evidence_type|evidence_location|evidence_owner
source_csv,09_programs_initiatives.csv,,256,tenant_key|record_id|entity_id|business_name|context_item|dimension|evidence_id|active_candidate_status|confidence|source_type|source_basis|synthetic_data_flag|evidence_boundary|module_usage_notes|use_case|data_domain|systems|value_hypothesis|evidence_needed|legacy_row_flag|source_row_status|migration_action|initiative_status|funding_status|approved_funding_usd|requested_funding_usd|forecast_spend_usd|actual_spend_ytd_usd|planned_value_usd|target_value_usd|realized_value_usd|value_claim_status|executive_owner|finance_owner|tower_measurement_ready|program_code|initiative_id|linked_budget_record_ids|linked_sa02_records|ai_spend_flag|ai_spend_type|ai_spend_category|additive_status|duplicate_risk|caveat|linked_ai_spend_ids|ai_tagged_approved_funding_usd|risk_or_gap|affected_systems|metric_boundary|forbidden_claims|amount_basis|finance_attestation_status|tower_claim_allowed|evidence_type|evidence_location|evidence_owner
