gcc_id,locations,headcount,engineering_pct,qa_pct,ops_pct,data_ai_pct,cyber_pct,peer_average_headcount,target_24mo_headcount,unit_cost_vs_onshore_pct,attrition_pct,ramp_constraints,client_id,client_key,segment_id,data_basis,source_artifact_path,source_ref,parser_used,approval_status,confidence,last_updated,gcc_record_id,capability,current_headcount,target_headcount_24mo,skill_gap,peer_benchmark
SHA-GCC-MASTER,Bangalore 650; Hyderabad 350,1000,28,34,24,7,7,3500,2800,38,22,"Whitefield real estate, senior cloud hiring, mainframe SME transfer, and time-zone product ownership gaps.",6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S10_GCC_CAPABILITY,synthetic_comparable,source_uploads/gcc_capability_roster.csv,summary,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,,,,
,,,,,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S10_GCC_CAPABILITY,synthetic_comparable,source_uploads/gcc_capability_roster.csv,row 2,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-GCC-001,COBOL analysis,20,80,senior technical leads,United-like 3.2K
,,,,,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S10_GCC_CAPABILITY,synthetic_comparable,source_uploads/gcc_capability_roster.csv,row 3,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-GCC-002,AWS platform engineering,26,90,domain SMEs,American-like 4.1K
,,,,,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S10_GCC_CAPABILITY,synthetic_comparable,source_uploads/gcc_capability_roster.csv,row 4,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-GCC-003,test automation,32,100,automation engineers,Lufthansa-like 5.8K
,,,,,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S10_GCC_CAPABILITY,synthetic_comparable,source_uploads/gcc_capability_roster.csv,row 5,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-GCC-004,data engineering,38,110,senior technical leads,AF-KLM-like 2.9K
,,,,,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S10_GCC_CAPABILITY,synthetic_comparable,source_uploads/gcc_capability_roster.csv,row 6,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-GCC-005,AI SDLC enablement,44,120,domain SMEs,United-like 3.2K
,,,,,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S10_GCC_CAPABILITY,synthetic_comparable,source_uploads/gcc_capability_roster.csv,row 7,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-GCC-006,L2 ops,50,130,automation engineers,American-like 4.1K
,,,,,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S10_GCC_CAPABILITY,synthetic_comparable,source_uploads/gcc_capability_roster.csv,row 8,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-GCC-007,security engineering,56,140,senior technical leads,Lufthansa-like 5.8K
,,,,,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S10_GCC_CAPABILITY,synthetic_comparable,source_uploads/gcc_capability_roster.csv,row 9,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-GCC-008,COBOL analysis,62,150,domain SMEs,AF-KLM-like 2.9K
,,,,,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S10_GCC_CAPABILITY,synthetic_comparable,source_uploads/gcc_capability_roster.csv,row 10,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-GCC-009,AWS platform engineering,68,160,automation engineers,United-like 3.2K
,,,,,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S10_GCC_CAPABILITY,synthetic_comparable,source_uploads/gcc_capability_roster.csv,row 11,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-GCC-010,test automation,74,170,senior technical leads,American-like 4.1K
,,,,,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S10_GCC_CAPABILITY,synthetic_comparable,source_uploads/gcc_capability_roster.csv,row 12,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-GCC-011,data engineering,80,180,domain SMEs,Lufthansa-like 5.8K
,,,,,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S10_GCC_CAPABILITY,synthetic_comparable,source_uploads/gcc_capability_roster.csv,row 13,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-GCC-012,AI SDLC enablement,86,190,automation engineers,AF-KLM-like 2.9K
,,,,,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S10_GCC_CAPABILITY,synthetic_comparable,source_uploads/gcc_capability_roster.csv,row 14,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-GCC-013,L2 ops,92,200,senior technical leads,United-like 3.2K
,,,,,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S10_GCC_CAPABILITY,synthetic_comparable,source_uploads/gcc_capability_roster.csv,row 15,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-GCC-014,security engineering,98,210,domain SMEs,American-like 4.1K
,,,,,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S10_GCC_CAPABILITY,synthetic_comparable,source_uploads/gcc_capability_roster.csv,row 16,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-GCC-015,COBOL analysis,104,220,automation engineers,Lufthansa-like 5.8K
,,,,,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S10_GCC_CAPABILITY,synthetic_comparable,source_uploads/gcc_capability_roster.csv,row 17,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-GCC-016,AWS platform engineering,110,230,senior technical leads,AF-KLM-like 2.9K
,,,,,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S10_GCC_CAPABILITY,synthetic_comparable,source_uploads/gcc_capability_roster.csv,row 18,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-GCC-017,test automation,116,240,domain SMEs,United-like 3.2K
