initiative_id,title,name,sponsor,accountable,owner_team,category,budget_committed,committed_usd,budget_consumed,projected_value_usd,started_date,target_completion,status,stage,benefits_thesis,dependency_list,vendors,executive_visibility,sentinel_posture,evidence_note,client_id,client_key,segment_id,data_basis,source_artifact_path,source_ref,parser_used,approval_status,confidence,last_updated
SHA-INIT-001,AI-Powered SDLC Modernization Factory,AI-Powered SDLC Modernization Factory,CTO,VP Airline Platforms,Modernization Office,modernization,6000000,6000000,2400000,8000000,2025-01-01,2026-01-28,red,scale,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-001;SHA-Z-014,IBM;AWS,board,RESTRUCTURE,Value proof is behind plan or dependency closure is weak.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 2,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-002,IROPs Recovery Decision Engine,IROPs Recovery Decision Engine,CIO Amala Rao,VP Cloud Platform,AWS Platform,AI,7700000,7700000,3250000,10200000,2025-02-01,2026-02-28,green,pilot,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-002;SHA-Z-015,AWS;Internal GCC,board,ACCELERATE,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 3,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-003,Crew Legality Cloud Extract,Crew Legality Cloud Extract,CFO,VP Digital Ops,Operations Technology,operational,9400000,9400000,4100000,12400000,2025-03-01,2026-03-28,green,build,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-003;SHA-Z-016,IBM;GCC Partner,board,ACCELERATE,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 4,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-004,Loyalty Personalization Guardrails,Loyalty Personalization Guardrails,COO,VP Engineering Excellence,Digital Customer,customer,11100000,11100000,4950000,14600000,2025-04-01,2026-04-28,green,design,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-004;SHA-Z-017,IBM;AWS,board,ACCELERATE,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 5,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-005,Revenue Accounting Batch Unwind,Revenue Accounting Batch Unwind,CISO,VP Airline Platforms,GCC Enablement,data,12800000,12800000,5800000,16800000,2025-05-01,2026-05-28,yellow,run,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-005;SHA-Z-018,AWS;Internal GCC,board,WATCH,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 6,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-006,Customer Profile Dual-Run Exit,Customer Profile Dual-Run Exit,SVP Procurement,VP Cloud Platform,Modernization Office,security,14500000,14500000,6650000,19000000,2025-06-01,2026-06-28,green,scale,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-006;SHA-Z-019,IBM;GCC Partner,board,ACCELERATE,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 7,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-007,Baggage Recovery Event Stream,Baggage Recovery Event Stream,CTO,VP Digital Ops,AWS Platform,GCC,16200000,16200000,7500000,21200000,2025-07-01,2026-07-28,green,pilot,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-007;SHA-Z-020,IBM;AWS,board,ACCELERATE,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 8,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-008,AWS Landing Zone Hardening,AWS Landing Zone Hardening,CIO Amala Rao,VP Engineering Excellence,Operations Technology,modernization,17900000,17900000,8350000,23400000,2025-08-01,2026-08-28,green,build,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-008;SHA-Z-021,AWS;Internal GCC,board,ACCELERATE,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 9,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-009,IBM Outcomes Restructure,IBM Outcomes Restructure,CFO,VP Airline Platforms,Digital Customer,AI,19600000,19600000,9200000,25600000,2025-09-01,2026-09-28,yellow,design,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-009;SHA-Z-022,IBM;GCC Partner,board,WATCH,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 10,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-010,GCC Cloud Engineering Ramp,GCC Cloud Engineering Ramp,COO,VP Cloud Platform,GCC Enablement,operational,21300000,21300000,10050000,27800000,2025-10-01,2026-10-28,red,run,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-010;SHA-Z-023,IBM;AWS,board,RESTRUCTURE,Value proof is behind plan or dependency closure is weak.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 11,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-011,Cyber Control Plane Rationalization,Cyber Control Plane Rationalization,CISO,VP Digital Ops,Modernization Office,customer,23000000,23000000,10900000,30000000,2025-11-01,2026-11-28,green,scale,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-011;SHA-Z-024,AWS;Internal GCC,board,ACCELERATE,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 12,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-012,Data Product Catalog Adoption,Data Product Catalog Adoption,SVP Procurement,VP Engineering Excellence,AWS Platform,data,24700000,24700000,11750000,32200000,2025-12-01,2026-12-28,green,pilot,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-012;SHA-Z-025,IBM;GCC Partner,board,KILL,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 13,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-013,Contact Center AI Assist,Contact Center AI Assist,CTO,VP Airline Platforms,Operations Technology,security,26400000,26400000,12600000,34400000,2025-01-01,2026-01-28,yellow,build,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-013;SHA-Z-026,IBM;AWS,board,WATCH,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 14,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-014,Airport Ops API Modernization,Airport Ops API Modernization,CIO Amala Rao,VP Cloud Platform,Digital Customer,GCC,28100000,28100000,13450000,36600000,2025-02-01,2026-02-28,green,design,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-014;SHA-Z-027,AWS;Internal GCC,board,ACCELERATE,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 15,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-015,Snowflake Databricks Consolidation,Snowflake Databricks Consolidation,CFO,VP Digital Ops,GCC Enablement,modernization,29800000,29800000,14300000,38800000,2025-03-01,2026-03-28,green,run,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-015;SHA-Z-028,IBM;GCC Partner,C-suite,ACCELERATE,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 16,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-016,Mainframe Test Automation,Mainframe Test Automation,COO,VP Engineering Excellence,Modernization Office,AI,31500000,31500000,15150000,41000000,2025-04-01,2026-04-28,green,scale,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-016;SHA-AWS-001,IBM;AWS,C-suite,ACCELERATE,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 17,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-017,AI-Powered SDLC Modernization Factory,AI-Powered SDLC Modernization Factory,CISO,VP Airline Platforms,AWS Platform,operational,33200000,33200000,16000000,43200000,2025-05-01,2026-05-28,yellow,pilot,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-017;SHA-AWS-002,AWS;Internal GCC,C-suite,WATCH,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 18,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-018,IROPs Recovery Decision Engine,IROPs Recovery Decision Engine,SVP Procurement,VP Cloud Platform,Operations Technology,customer,34900000,34900000,16850000,45400000,2025-06-01,2026-06-28,green,build,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-018;SHA-AWS-003,IBM;GCC Partner,C-suite,ACCELERATE,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 19,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-019,Crew Legality Cloud Extract,Crew Legality Cloud Extract,CTO,VP Digital Ops,Digital Customer,data,36600000,36600000,17700000,47600000,2025-07-01,2026-07-28,red,design,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-019;SHA-AWS-004,IBM;AWS,C-suite,RESTRUCTURE,Value proof is behind plan or dependency closure is weak.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 20,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-020,Loyalty Personalization Guardrails,Loyalty Personalization Guardrails,CIO Amala Rao,VP Engineering Excellence,GCC Enablement,security,38300000,38300000,18550000,49800000,2025-08-01,2026-08-28,green,run,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-020;SHA-AWS-005,AWS;Internal GCC,C-suite,ACCELERATE,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 21,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-021,Revenue Accounting Batch Unwind,Revenue Accounting Batch Unwind,CFO,VP Airline Platforms,Modernization Office,GCC,40000000,40000000,19400000,52000000,2025-09-01,2026-09-28,yellow,scale,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-021;SHA-AWS-006,IBM;GCC Partner,C-suite,WATCH,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 22,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-022,Customer Profile Dual-Run Exit,Customer Profile Dual-Run Exit,COO,VP Cloud Platform,AWS Platform,modernization,41700000,41700000,20250000,54200000,2025-10-01,2026-10-28,green,pilot,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-022;SHA-AWS-007,IBM;AWS,C-suite,ACCELERATE,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 23,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-023,Baggage Recovery Event Stream,Baggage Recovery Event Stream,CISO,VP Digital Ops,Operations Technology,AI,43400000,43400000,21100000,56400000,2025-11-01,2026-11-28,green,build,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-023;SHA-AWS-008,AWS;Internal GCC,C-suite,KILL,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 24,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-024,AWS Landing Zone Hardening,AWS Landing Zone Hardening,SVP Procurement,VP Engineering Excellence,Digital Customer,operational,45100000,45100000,21950000,58600000,2025-12-01,2026-12-28,green,design,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-024;SHA-AWS-009,IBM;GCC Partner,C-suite,ACCELERATE,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 25,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-025,IBM Outcomes Restructure,IBM Outcomes Restructure,CTO,VP Airline Platforms,GCC Enablement,customer,46800000,46800000,22800000,60800000,2025-01-01,2026-01-28,yellow,run,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-025;SHA-AWS-010,IBM;AWS,C-suite,WATCH,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 26,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-026,GCC Cloud Engineering Ramp,GCC Cloud Engineering Ramp,CIO Amala Rao,VP Cloud Platform,Modernization Office,data,48500000,48500000,23650000,63000000,2025-02-01,2026-02-28,green,scale,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-026;SHA-AWS-011,AWS;Internal GCC,C-suite,ACCELERATE,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 27,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-027,Cyber Control Plane Rationalization,Cyber Control Plane Rationalization,CFO,VP Digital Ops,AWS Platform,security,50200000,50200000,24500000,65200000,2025-03-01,2026-03-28,green,pilot,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-027;SHA-AWS-012,IBM;GCC Partner,divisional,ACCELERATE,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 28,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-028,Data Product Catalog Adoption,Data Product Catalog Adoption,COO,VP Engineering Excellence,Operations Technology,GCC,51900000,51900000,25350000,67400000,2025-04-01,2026-04-28,red,build,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-Z-028;SHA-AWS-013,IBM;AWS,divisional,RESTRUCTURE,Value proof is behind plan or dependency closure is weak.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 29,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-029,Contact Center AI Assist,Contact Center AI Assist,CISO,VP Airline Platforms,Digital Customer,modernization,53600000,53600000,26200000,69600000,2025-05-01,2026-05-28,yellow,design,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-AWS-001;SHA-AWS-014,AWS;Internal GCC,divisional,WATCH,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 30,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-030,Airport Ops API Modernization,Airport Ops API Modernization,SVP Procurement,VP Cloud Platform,GCC Enablement,AI,55300000,55300000,27050000,71800000,2025-06-01,2026-06-28,green,run,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-AWS-002;SHA-AWS-015,IBM;GCC Partner,divisional,ACCELERATE,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 31,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-031,Snowflake Databricks Consolidation,Snowflake Databricks Consolidation,CTO,VP Digital Ops,Modernization Office,operational,57000000,57000000,27900000,74000000,2025-07-01,2026-07-28,green,scale,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-AWS-003;SHA-AWS-016,IBM;AWS,divisional,ACCELERATE,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 32,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-032,Mainframe Test Automation,Mainframe Test Automation,CIO Amala Rao,VP Engineering Excellence,AWS Platform,customer,58700000,58700000,28750000,76200000,2025-08-01,2026-08-28,green,pilot,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-AWS-004;SHA-AWS-017,AWS;Internal GCC,divisional,ACCELERATE,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 33,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-033,AI-Powered SDLC Modernization Factory,AI-Powered SDLC Modernization Factory,CFO,VP Airline Platforms,Operations Technology,data,60400000,60400000,29600000,78400000,2025-09-01,2026-09-28,yellow,build,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-AWS-005;SHA-AWS-018,IBM;GCC Partner,divisional,WATCH,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 34,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-034,IROPs Recovery Decision Engine,IROPs Recovery Decision Engine,COO,VP Cloud Platform,Digital Customer,security,62100000,62100000,30450000,80600000,2025-10-01,2026-10-28,green,design,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-AWS-006;SHA-AWS-019,IBM;AWS,divisional,KILL,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 35,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-035,Crew Legality Cloud Extract,Crew Legality Cloud Extract,CISO,VP Digital Ops,GCC Enablement,GCC,63800000,63800000,31300000,82800000,2025-11-01,2026-11-28,green,run,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-AWS-007;SHA-AWS-020,AWS;Internal GCC,divisional,ACCELERATE,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 36,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-036,Loyalty Personalization Guardrails,Loyalty Personalization Guardrails,SVP Procurement,VP Engineering Excellence,Modernization Office,modernization,65500000,65500000,32150000,85000000,2025-12-01,2026-12-28,green,scale,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-AWS-008;SHA-AWS-021,IBM;GCC Partner,divisional,ACCELERATE,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 37,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-037,Revenue Accounting Batch Unwind,Revenue Accounting Batch Unwind,CTO,VP Airline Platforms,AWS Platform,AI,67200000,67200000,33000000,87200000,2025-01-01,2026-01-28,red,pilot,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-AWS-009;SHA-AWS-022,IBM;AWS,divisional,RESTRUCTURE,Value proof is behind plan or dependency closure is weak.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 38,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-INIT-038,Customer Profile Dual-Run Exit,Customer Profile Dual-Run Exit,CIO Amala Rao,VP Cloud Platform,Operations Technology,operational,68900000,68900000,33850000,89400000,2025-02-01,2026-02-28,green,build,"Reduce modernization cycle time, operational fragility, or vendor dependency while protecting airline reliability.",SHA-AWS-010;SHA-AWS-023,AWS;Internal GCC,divisional,ACCELERATE,Evidence supports continuation with explicit gate controls.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S07_INITIATIVES,synthetic_comparable,source_uploads/initiative_portfolio.csv,row 39,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
