contract_id,vendor_id,vendor,vendor_name,category,annual_spend,annual_usd,annual_value_usd,contract_start,contract_end,renewal_date,auto_renewal_flag,exit_terms,exit_clause_summary,ai_usage_clauses,renegotiation_window_open_date,strategic_criticality,notes,client_id,client_key,segment_id,data_basis,source_artifact_path,source_ref,parser_used,approval_status,confidence,last_updated
SHA-VEND-001,SHA-VEND-001,IBM,IBM,cloud,280000000,280000000,280000000,2020-01-01,2026-01-01,2026-01-01,true,Transition rights exist but acceptance criteria and knowledge-transfer evidence are contested.,FY2027 restructure window is critical; exit path depends on knowledge transfer and IP clarification.,"AI usage permitted with audit, indemnity, and no-training restrictions",2026-04-01,5,"IBM modernization scope, productivity, and knowledge-transfer leverage point.",6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S08_VENDOR_PORTFOLIO,synthetic_comparable,source_uploads/vendor_renewal_calendar.csv,row 2,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-VEND-002,SHA-VEND-002,AWS,AWS,SI,180000000,180000000,180000000,2021-01-01,2027-02-01,2027-02-01,false,standard 90-180 day notice,standard enterprise terms,AI clauses not yet modernized,2026-05-01,5,SkyHarbor vendor portfolio record.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S08_VENDOR_PORTFOLIO,synthetic_comparable,source_uploads/vendor_renewal_calendar.csv,row 3,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-VEND-003,SHA-VEND-003,Salesforce,Salesforce,observability,77500000,77500000,77500000,2022-01-01,2028-03-01,2028-03-01,false,standard 90-180 day notice,standard enterprise terms,AI clauses not yet modernized,2026-06-01,5,SkyHarbor vendor portfolio record.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S08_VENDOR_PORTFOLIO,synthetic_comparable,source_uploads/vendor_renewal_calendar.csv,row 4,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-VEND-004,SHA-VEND-004,Microsoft,Microsoft,security,76050000,76050000,76050000,2023-01-01,2026-04-01,2026-04-01,false,standard 90-180 day notice,standard enterprise terms,AI clauses not yet modernized,2026-07-01,5,SkyHarbor vendor portfolio record.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S08_VENDOR_PORTFOLIO,synthetic_comparable,source_uploads/vendor_renewal_calendar.csv,row 5,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-VEND-005,SHA-VEND-005,Amadeus,Amadeus,PSS,74600000,74600000,74600000,2020-01-01,2027-05-01,2027-05-01,true,standard 90-180 day notice,standard enterprise terms,"AI usage permitted with audit, indemnity, and no-training restrictions",2026-08-01,5,SkyHarbor vendor portfolio record.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S08_VENDOR_PORTFOLIO,synthetic_comparable,source_uploads/vendor_renewal_calendar.csv,row 6,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-VEND-006,SHA-VEND-006,Sabre,Sabre,MRO,73150000,73150000,73150000,2021-01-01,2028-06-01,2028-06-01,false,90-day termination for convenience unavailable; 12-month step-down required.,standard enterprise terms,AI clauses not yet modernized,2026-09-01,5,SkyHarbor vendor portfolio record.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S08_VENDOR_PORTFOLIO,synthetic_comparable,source_uploads/vendor_renewal_calendar.csv,row 7,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-VEND-007,SHA-VEND-007,AMOS Aviation,AMOS Aviation,loyalty,71700000,71700000,71700000,2022-01-01,2026-07-01,2026-07-01,false,standard 90-180 day notice,standard enterprise terms,AI clauses not yet modernized,2026-10-01,4,SkyHarbor vendor portfolio record.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S08_VENDOR_PORTFOLIO,synthetic_comparable,source_uploads/vendor_renewal_calendar.csv,row 8,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-VEND-008,SHA-VEND-008,GE Digital,GE Digital,data_platform,70250000,70250000,70250000,2023-01-01,2027-08-01,2027-08-01,false,standard 90-180 day notice,standard enterprise terms,AI clauses not yet modernized,2026-11-01,4,SkyHarbor vendor portfolio record.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S08_VENDOR_PORTFOLIO,synthetic_comparable,source_uploads/vendor_renewal_calendar.csv,row 9,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-VEND-009,SHA-VEND-009,Honeywell Aerospace,Honeywell Aerospace,AI_tooling,68800000,68800000,68800000,2020-01-01,2028-09-01,2028-09-01,true,standard 90-180 day notice,standard enterprise terms,"AI usage permitted with audit, indemnity, and no-training restrictions",2026-12-01,4,SkyHarbor vendor portfolio record.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S08_VENDOR_PORTFOLIO,synthetic_comparable,source_uploads/vendor_renewal_calendar.csv,row 10,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-VEND-010,SHA-VEND-010,Boeing Digital,Boeing Digital,contact_center,67350000,67350000,67350000,2021-01-01,2026-10-01,2026-10-01,false,standard 90-180 day notice,standard enterprise terms,AI clauses not yet modernized,2026-01-01,4,SkyHarbor vendor portfolio record.,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S08_VENDOR_PORTFOLIO,synthetic_comparable,source_uploads/vendor_renewal_calendar.csv,row 11,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
