tenant_key,vendor_name,contract_name,service_category,business_owner,contract_owner,annual_spend_usd,term_start,term_end,renewal_date,commercial_model,supported_systems,supported_functions,risk_rating,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status
lakeshore-industries,Microsoft,,,,,3740000,,,2027-01-15,,,shared services; technology; finance; data; cyber,,datasets/tenant-inputs/active/lakeshore-industries/current/07_vendors_contracts.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/07_vendors_contracts.csv,universal-standard-v3,2,LSH-HOLDCO,synthetic-demo,29d19726a411f1d082a0557b012695194ac26784a3e74a42d13d034f6719b587,retained_from_active_source,conflict_resolved
lakeshore-industries,SAP,,,,,3060000,,,2028-02-15,,,shared services; technology; finance; data; cyber,,datasets/tenant-inputs/active/lakeshore-industries/current/07_vendors_contracts.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/07_vendors_contracts.csv,universal-standard-v3,3,LSH-HOLDCO,synthetic-demo,29d19726a411f1d082a0557b012695194ac26784a3e74a42d13d034f6719b587,retained_from_active_source,conflict_resolved
lakeshore-industries,Oracle,,,,,1105000,,,2029-03-15,,,shared services; technology; finance; data; cyber,,datasets/tenant-inputs/active/lakeshore-industries/current/07_vendors_contracts.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/07_vendors_contracts.csv,universal-standard-v3,4,LSH-HOLDCO,synthetic-demo,29d19726a411f1d082a0557b012695194ac26784a3e74a42d13d034f6719b587,retained_from_active_source,conflict_resolved
lakeshore-industries,ServiceNow,,,,,918000,,,2027-04-15,,,shared services; technology; finance; data; cyber,,datasets/tenant-inputs/active/lakeshore-industries/current/07_vendors_contracts.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/07_vendors_contracts.csv,universal-standard-v3,5,LSH-HOLDCO,synthetic-demo,29d19726a411f1d082a0557b012695194ac26784a3e74a42d13d034f6719b587,retained_from_active_source,conflict_resolved
lakeshore-industries,Snowflake,,,,,714000,,,2028-05-15,,,shared services; technology; finance; data; cyber,,datasets/tenant-inputs/active/lakeshore-industries/current/07_vendors_contracts.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/07_vendors_contracts.csv,universal-standard-v3,6,LSH-HOLDCO,synthetic-demo,29d19726a411f1d082a0557b012695194ac26784a3e74a42d13d034f6719b587,retained_from_active_source,conflict_resolved
lakeshore-industries,Accenture,,,,,2890000,,,2029-06-15,,,shared services; technology; finance; data; cyber,,datasets/tenant-inputs/active/lakeshore-industries/current/07_vendors_contracts.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/07_vendors_contracts.csv,universal-standard-v3,7,LSH-HOLDCO,synthetic-demo,29d19726a411f1d082a0557b012695194ac26784a3e74a42d13d034f6719b587,retained_from_active_source,conflict_resolved
lakeshore-industries,Deloitte,,,,,1394000,,,2027-07-15,,,shared services; technology; finance; data; cyber,,datasets/tenant-inputs/active/lakeshore-industries/current/07_vendors_contracts.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/07_vendors_contracts.csv,universal-standard-v3,8,LSH-HOLDCO,synthetic-demo,29d19726a411f1d082a0557b012695194ac26784a3e74a42d13d034f6719b587,retained_from_active_source,conflict_resolved
lakeshore-industries,KPMG,,,,,884000,,,2028-08-15,,,shared services; technology; finance; data; cyber,,datasets/tenant-inputs/active/lakeshore-industries/current/07_vendors_contracts.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/07_vendors_contracts.csv,universal-standard-v3,9,LSH-HOLDCO,synthetic-demo,29d19726a411f1d082a0557b012695194ac26784a3e74a42d13d034f6719b587,retained_from_active_source,conflict_resolved
lakeshore-industries,Cisco,,,,,1258000,,,2029-09-15,,,shared services; technology; finance; data; cyber,,datasets/tenant-inputs/active/lakeshore-industries/current/07_vendors_contracts.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/07_vendors_contracts.csv,universal-standard-v3,10,LSH-HOLDCO,synthetic-demo,29d19726a411f1d082a0557b012695194ac26784a3e74a42d13d034f6719b587,retained_from_active_source,conflict_resolved
lakeshore-industries,CrowdStrike,,,,,561000,,,2027-10-15,,,shared services; technology; finance; data; cyber,,datasets/tenant-inputs/active/lakeshore-industries/current/07_vendors_contracts.csv,2026-07-06,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",datasets/tenant-inputs/active/lakeshore-industries/current/07_vendors_contracts.csv,universal-standard-v3,11,LSH-HOLDCO,synthetic-demo,29d19726a411f1d082a0557b012695194ac26784a3e74a42d13d034f6719b587,retained_from_active_source,conflict_resolved
