tenant_key,source_version_id,source_ref,source_kind,evidence_item_count,evidence_ids
skyharbor-air,SRCV-SKYHARBORAIR-5323395121D1,manifest_and_prompt,external_reference,4,SHA-EVID-001|SHA-EVID-002|SHA-EVID-003|SHA-EVID-004
skyharbor-air,SRCV-SKYHARBORAIR-500E0DCFD516,datasets/skyharbor-air-synthetic-v6,external_reference,0,
skyharbor-air,SRCV-SKYHARBORAIR-43D9A183936D,datasets/skyharbor-air-v6-v7-upgrade-candidate-20260710,external_reference,0,
skyharbor-air,SRCV-SKYHARBORAIR-2F3FE7F546FE,Codex thread prompt 2026-07-10,external_reference,0,
skyharbor-air,SRCV-SKYHARBORAIR-9CDB3BA9F07C,out/skyharbor-air-v6-v7-upgrade-candidate-20260710,external_reference,0,
skyharbor-air,SRCV-SKYHARBORAIR-7371ABE8FBE0,V7_00_portfolio_entity_registry.csv,csv,1,SHA-CHUNK-v7-00-portfolio-entity-registry-csv-001
skyharbor-air,SRCV-SKYHARBORAIR-E1D80D966A3E,V7_01_enterprise_profile.csv,csv,1,SHA-CHUNK-v7-01-enterprise-profile-csv-001
skyharbor-air,SRCV-SKYHARBORAIR-A712F3FBAA8F,V7_02_business_functions.csv,csv,6,SHA-CHUNK-v7-02-business-functions-csv-001|SHA-CHUNK-v7-02-business-functions-csv-002|SHA-CHUNK-v7-02-business-functions-csv-003|SHA-CHUNK-v7-02-business-functions-csv-004|SHA-CHUNK-v7-02-business-functions-csv-005|SHA-CHUNK-v7-02-business-functions-csv-006
skyharbor-air,SRCV-SKYHARBORAIR-3C1F28F768AB,V7_03_org_ownership.csv,csv,6,SHA-CHUNK-v7-03-org-ownership-csv-001|SHA-CHUNK-v7-03-org-ownership-csv-002|SHA-CHUNK-v7-03-org-ownership-csv-003|SHA-CHUNK-v7-03-org-ownership-csv-004|SHA-CHUNK-v7-03-org-ownership-csv-005|SHA-CHUNK-v7-03-org-ownership-csv-006
skyharbor-air,SRCV-SKYHARBORAIR-E29A7E5BA533,V7_04_workforce_personas.csv,csv,6,SHA-CHUNK-v7-04-workforce-personas-csv-001|SHA-CHUNK-v7-04-workforce-personas-csv-002|SHA-CHUNK-v7-04-workforce-personas-csv-003|SHA-CHUNK-v7-04-workforce-personas-csv-004|SHA-CHUNK-v7-04-workforce-personas-csv-005|SHA-CHUNK-v7-04-workforce-personas-csv-006
skyharbor-air,SRCV-SKYHARBORAIR-2817D84EFD7E,V7_05_applications_systems.csv,csv,8,SHA-CHUNK-v7-05-applications-systems-csv-001|SHA-CHUNK-v7-05-applications-systems-csv-002|SHA-CHUNK-v7-05-applications-systems-csv-003|SHA-CHUNK-v7-05-applications-systems-csv-004|SHA-CHUNK-v7-05-applications-systems-csv-005|SHA-CHUNK-v7-05-applications-systems-csv-006|SHA-CHUNK-v7-05-applications-systems-csv-007|SHA-CHUNK-v7-05-applications-systems-csv-008
skyharbor-air,SRCV-SKYHARBORAIR-56779A18CAB8,V7_06_data_assets_integrations.csv,csv,8,SHA-CHUNK-v7-06-data-assets-integrations-csv-001|SHA-CHUNK-v7-06-data-assets-integrations-csv-002|SHA-CHUNK-v7-06-data-assets-integrations-csv-003|SHA-CHUNK-v7-06-data-assets-integrations-csv-004|SHA-CHUNK-v7-06-data-assets-integrations-csv-005|SHA-CHUNK-v7-06-data-assets-integrations-csv-006|SHA-CHUNK-v7-06-data-assets-integrations-csv-007|SHA-CHUNK-v7-06-data-assets-integrations-csv-008
skyharbor-air,SRCV-SKYHARBORAIR-B3B9CEDBCBFB,V7_07_vendors_contracts.csv,csv,8,SHA-CHUNK-v7-07-vendors-contracts-csv-001|SHA-CHUNK-v7-07-vendors-contracts-csv-002|SHA-CHUNK-v7-07-vendors-contracts-csv-003|SHA-CHUNK-v7-07-vendors-contracts-csv-004|SHA-CHUNK-v7-07-vendors-contracts-csv-005|SHA-CHUNK-v7-07-vendors-contracts-csv-006|SHA-CHUNK-v7-07-vendors-contracts-csv-007|SHA-CHUNK-v7-07-vendors-contracts-csv-008
skyharbor-air,SRCV-SKYHARBORAIR-269CC5E9A2CD,V7_08_spend_value.csv,csv,8,SHA-CHUNK-v7-08-spend-value-csv-001|SHA-CHUNK-v7-08-spend-value-csv-002|SHA-CHUNK-v7-08-spend-value-csv-003|SHA-CHUNK-v7-08-spend-value-csv-004|SHA-CHUNK-v7-08-spend-value-csv-005|SHA-CHUNK-v7-08-spend-value-csv-006|SHA-CHUNK-v7-08-spend-value-csv-007|SHA-CHUNK-v7-08-spend-value-csv-008
skyharbor-air,SRCV-SKYHARBORAIR-81BD4D69E4A3,V7_09_programs_initiatives_business_priorities.csv,csv,7,SHA-CHUNK-v7-09-programs-initiatives-business-priorities-csv-001|SHA-CHUNK-v7-09-programs-initiatives-business-priorities-csv-002|SHA-CHUNK-v7-09-programs-initiatives-business-priorities-csv-003|SHA-CHUNK-v7-09-programs-initiatives-business-priorities-csv-004|SHA-CHUNK-v7-09-programs-initiatives-business-priorities-csv-005|SHA-CHUNK-v7-09-programs-initiatives-business-priorities-csv-006|SHA-CHUNK-v7-09-programs-initiatives-business-priorities-csv-007
skyharbor-air,SRCV-SKYHARBORAIR-1005A6D28092,V7_10_ai_initiatives.csv,csv,3,SHA-CHUNK-v7-10-ai-initiatives-csv-001|SHA-CHUNK-v7-10-ai-initiatives-csv-002|SHA-CHUNK-v7-10-ai-initiatives-csv-003
skyharbor-air,SRCV-SKYHARBORAIR-2C4763DA0750,V7_11_operations_risk_controls.csv,csv,8,SHA-CHUNK-v7-11-operations-risk-controls-csv-001|SHA-CHUNK-v7-11-operations-risk-controls-csv-002|SHA-CHUNK-v7-11-operations-risk-controls-csv-003|SHA-CHUNK-v7-11-operations-risk-controls-csv-004|SHA-CHUNK-v7-11-operations-risk-controls-csv-005|SHA-CHUNK-v7-11-operations-risk-controls-csv-006|SHA-CHUNK-v7-11-operations-risk-controls-csv-007|SHA-CHUNK-v7-11-operations-risk-controls-csv-008
skyharbor-air,SRCV-SKYHARBORAIR-34B32131AD42,V7_12_relationships_graph_edges.csv,csv,8,SHA-CHUNK-v7-12-relationships-graph-edges-csv-001|SHA-CHUNK-v7-12-relationships-graph-edges-csv-002|SHA-CHUNK-v7-12-relationships-graph-edges-csv-003|SHA-CHUNK-v7-12-relationships-graph-edges-csv-004|SHA-CHUNK-v7-12-relationships-graph-edges-csv-005|SHA-CHUNK-v7-12-relationships-graph-edges-csv-006|SHA-CHUNK-v7-12-relationships-graph-edges-csv-007|SHA-CHUNK-v7-12-relationships-graph-edges-csv-008
skyharbor-air,SRCV-SKYHARBORAIR-34C4173EAB66,V7_13_source_evidence_registry.csv,csv,4,SHA-CHUNK-v7-13-source-evidence-registry-csv-001|SHA-CHUNK-v7-13-source-evidence-registry-csv-002|SHA-CHUNK-v7-13-source-evidence-registry-csv-003|SHA-CHUNK-v7-13-source-evidence-registry-csv-004
skyharbor-air,SRCV-SKYHARBORAIR-ABA515165EFB,V7_14_metric_definitions.csv,csv,8,SHA-CHUNK-v7-14-metric-definitions-csv-001|SHA-CHUNK-v7-14-metric-definitions-csv-002|SHA-CHUNK-v7-14-metric-definitions-csv-003|SHA-CHUNK-v7-14-metric-definitions-csv-004|SHA-CHUNK-v7-14-metric-definitions-csv-005|SHA-CHUNK-v7-14-metric-definitions-csv-006|SHA-CHUNK-v7-14-metric-definitions-csv-007|SHA-CHUNK-v7-14-metric-definitions-csv-008
skyharbor-air,SRCV-SKYHARBORAIR-0B09100F64FB,V7_15_industry_market_knowledge_patterns.csv,csv,7,SHA-CHUNK-v7-15-industry-market-knowledge-patterns-csv-001|SHA-CHUNK-v7-15-industry-market-knowledge-patterns-csv-002|SHA-CHUNK-v7-15-industry-market-knowledge-patterns-csv-003|SHA-CHUNK-v7-15-industry-market-knowledge-patterns-csv-004|SHA-CHUNK-v7-15-industry-market-knowledge-patterns-csv-005|SHA-CHUNK-v7-15-industry-market-knowledge-patterns-csv-006|SHA-CHUNK-v7-15-industry-market-knowledge-patterns-csv-007
skyharbor-air,SRCV-SKYHARBORAIR-6D60EA202583,V7_16_expert_lenses.csv,csv,5,SHA-CHUNK-v7-16-expert-lenses-csv-001|SHA-CHUNK-v7-16-expert-lenses-csv-002|SHA-CHUNK-v7-16-expert-lenses-csv-003|SHA-CHUNK-v7-16-expert-lenses-csv-004|SHA-CHUNK-v7-16-expert-lenses-csv-005
skyharbor-air,SRCV-SKYHARBORAIR-B8BAA821810C,V7_17_client_rate_card_cost_basis.csv,csv,4,SHA-CHUNK-v7-17-client-rate-card-cost-basis-csv-001|SHA-CHUNK-v7-17-client-rate-card-cost-basis-csv-002|SHA-CHUNK-v7-17-client-rate-card-cost-basis-csv-003|SHA-CHUNK-v7-17-client-rate-card-cost-basis-csv-004
skyharbor-air,SRCV-SKYHARBORAIR-3BB21E46EBFE,V7_18_function_system_data_vendor_bridge.csv,csv,8,SHA-CHUNK-v7-18-function-system-data-vendor-bridge-csv-001|SHA-CHUNK-v7-18-function-system-data-vendor-bridge-csv-002|SHA-CHUNK-v7-18-function-system-data-vendor-bridge-csv-003|SHA-CHUNK-v7-18-function-system-data-vendor-bridge-csv-004|SHA-CHUNK-v7-18-function-system-data-vendor-bridge-csv-005|SHA-CHUNK-v7-18-function-system-data-vendor-bridge-csv-006|SHA-CHUNK-v7-18-function-system-data-vendor-bridge-csv-007|SHA-CHUNK-v7-18-function-system-data-vendor-bridge-csv-008
skyharbor-air,SRCV-SKYHARBORAIR-0C0865B42B83,V7_19_service_tower_managed_services_scope.csv,csv,3,SHA-CHUNK-v7-19-service-tower-managed-services-scope-csv-001|SHA-CHUNK-v7-19-service-tower-managed-services-scope-csv-002|SHA-CHUNK-v7-19-service-tower-managed-services-scope-csv-003
skyharbor-air,SRCV-SKYHARBORAIR-63700F3194A2,Microsoft 365 Admin Center / Copilot usage export,api_export,1,SKY-DAY1-AI-EVID-001
skyharbor-air,SRCV-SKYHARBORAIR-1042DF132576,ServiceNow Virtual Agent and ITSM analytics,api_export,1,SKY-DAY1-AI-EVID-002
skyharbor-air,SRCV-SKYHARBORAIR-1132F6257B94,GitHub Copilot metrics and DORA dashboard,api_export,1,SKY-DAY1-AI-EVID-003
