tenant_key,input_evidence_id,input_file,row_ref,disposition,output_evidence_id,source_version_id,reason
skyharbor-air,SHA-EVID-001,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/upgrade-candidate-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/upgrade-candidate-pack/templates/V6_13_evidence_sources.csv#2,migrated_evidence_item,SHA-EVID-001,SRCV-SKYHARBORAIR-5323395121D1,
skyharbor-air,SHA-EVID-002,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/upgrade-candidate-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/upgrade-candidate-pack/templates/V6_13_evidence_sources.csv#3,migrated_evidence_item,SHA-EVID-002,SRCV-SKYHARBORAIR-5323395121D1,
skyharbor-air,SHA-EVID-003,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/upgrade-candidate-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/upgrade-candidate-pack/templates/V6_13_evidence_sources.csv#4,migrated_evidence_item,SHA-EVID-003,SRCV-SKYHARBORAIR-5323395121D1,
skyharbor-air,SHA-EVID-004,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/upgrade-candidate-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/upgrade-candidate-pack/templates/V6_13_evidence_sources.csv#5,migrated_evidence_item,SHA-EVID-004,SRCV-SKYHARBORAIR-5323395121D1,
skyharbor-air,SHA-CHUNK-v7-00-portfolio-entity-registry-csv-001,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/upgrade-candidate-pack/v7/V7_20_chunk_retrieval_registry.csv,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/upgrade-candidate-pack/v7/V7_20_chunk_retrieval_registry.csv#2,migrated_evidence_item,SHA-CHUNK-v7-00-portfolio-entity-registry-csv-001,SRCV-SKYHARBORAIR-7371ABE8FBE0,
skyharbor-air,SHA-CHUNK-v7-01-enterprise-profile-csv-001,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/upgrade-candidate-pack/v7/V7_20_chunk_retrieval_registry.csv,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/upgrade-candidate-pack/v7/V7_20_chunk_retrieval_registry.csv#3,migrated_evidence_item,SHA-CHUNK-v7-01-enterprise-profile-csv-001,SRCV-SKYHARBORAIR-E1D80D966A3E,
skyharbor-air,SHA-CHUNK-v7-02-business-functions-csv-001,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/upgrade-candidate-pack/v7/V7_20_chunk_retrieval_registry.csv,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/upgrade-candidate-pack/v7/V7_20_chunk_retrieval_registry.csv#4,migrated_evidence_item,SHA-CHUNK-v7-02-business-functions-csv-001,SRCV-SKYHARBORAIR-A712F3FBAA8F,
skyharbor-air,SHA-CHUNK-v7-02-business-functions-csv-002,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/upgrade-candidate-pack/v7/V7_20_chunk_retrieval_registry.csv,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/upgrade-candidate-pack/v7/V7_20_chunk_retrieval_registry.csv#5,migrated_evidence_item,SHA-CHUNK-v7-02-business-functions-csv-002,SRCV-SKYHARBORAIR-A712F3FBAA8F,
skyharbor-air,SHA-CHUNK-v7-02-business-functions-csv-003,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/upgrade-candidate-pack/v7/V7_20_chunk_retrieval_registry.csv,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/upgrade-candidate-pack/v7/V7_20_chunk_retrieval_registry.csv#6,migrated_evidence_item,SHA-CHUNK-v7-02-business-functions-csv-003,SRCV-SKYHARBORAIR-A712F3FBAA8F,
skyharbor-air,SHA-CHUNK-v7-02-business-functions-csv-004,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/upgrade-candidate-pack/v7/V7_20_chunk_retrieval_registry.csv,datasets/tenant-inputs/archive/skyharbor-air/consolidated-20260714/upgrade-candidate-pack/v7/V7_20_chunk_retrieval_registry.csv#7,migrated_evidence_item,SHA-CHUNK-v7-02-business-functions-csv-004,SRCV-SKYHARBORAIR-A712F3FBAA8F,
