tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,process,process_owner,severity,status,control,affected_systems,business_impact
meridian-health,Healthcare Demo,v6.0,operations_risk_control,MER-OPS-001,Epic interface failures,v4_synthetic_pack,Risk and Controls Office,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Epic interface failures,Operations owner,High,Open,"Documented owner, evidence cadence, exception threshold, and escalation path",Epic interface failures,"Delays value proof, adoption confidence, or operational resilience if not controlled"
meridian-health,Healthcare Demo,v6.0,operations_risk_control,MER-OPS-002,claims EDI rejects,v4_synthetic_pack,Risk and Controls Office,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,claims EDI rejects,Risk owner,Medium,Monitoring,"Documented owner, evidence cadence, exception threshold, and escalation path",claims EDI rejects,"Delays value proof, adoption confidence, or operational resilience if not controlled"
meridian-health,Healthcare Demo,v6.0,operations_risk_control,MER-OPS-003,call transcript ingest backlog,v4_synthetic_pack,Risk and Controls Office,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,4,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,call transcript ingest backlog,Technology owner,Medium,Mitigated,"Documented owner, evidence cadence, exception threshold, and escalation path",call transcript ingest backlog,"Delays value proof, adoption confidence, or operational resilience if not controlled"
meridian-health,Healthcare Demo,v6.0,operations_risk_control,MER-OPS-004,prior auth missing clinical evidence,v4_synthetic_pack,Risk and Controls Office,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,5,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,prior auth missing clinical evidence,Finance owner,High,Open,"Documented owner, evidence cadence, exception threshold, and escalation path",prior auth missing clinical evidence,"Delays value proof, adoption confidence, or operational resilience if not controlled"
meridian-health,Healthcare Demo,v6.0,operations_risk_control,MER-OPS-005,provider attribution disputes,v4_synthetic_pack,Risk and Controls Office,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,6,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,provider attribution disputes,Operations owner,Medium,Monitoring,"Documented owner, evidence cadence, exception threshold, and escalation path",provider attribution disputes,"Delays value proof, adoption confidence, or operational resilience if not controlled"
meridian-health,Healthcare Demo,v6.0,operations_risk_control,MER-OPS-006,HEDIS measure exceptions,v4_synthetic_pack,Risk and Controls Office,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,7,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,HEDIS measure exceptions,Risk owner,Medium,Mitigated,"Documented owner, evidence cadence, exception threshold, and escalation path",HEDIS measure exceptions,"Delays value proof, adoption confidence, or operational resilience if not controlled"
meridian-health,Healthcare Demo,v6.0,operations_risk_control,MER-OPS-007,GL to claims reconciliation defects,v4_synthetic_pack,Risk and Controls Office,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,8,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,GL to claims reconciliation defects,Technology owner,High,Open,"Documented owner, evidence cadence, exception threshold, and escalation path",GL to claims reconciliation defects,"Delays value proof, adoption confidence, or operational resilience if not controlled"
meridian-health,Healthcare Demo,v6.0,operations_risk_control,MER-OPS-008,payment integrity false positives,v4_synthetic_pack,Risk and Controls Office,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,9,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,payment integrity false positives,Finance owner,Medium,Monitoring,"Documented owner, evidence cadence, exception threshold, and escalation path",payment integrity false positives,"Delays value proof, adoption confidence, or operational resilience if not controlled"
meridian-health,Healthcare Demo,v6.0,operations_risk_control,MER-OPS-009,Databricks job failures,v4_synthetic_pack,Risk and Controls Office,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,10,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Databricks job failures,Operations owner,Medium,Mitigated,"Documented owner, evidence cadence, exception threshold, and escalation path",Databricks job failures,"Delays value proof, adoption confidence, or operational resilience if not controlled"
meridian-health,Healthcare Demo,v6.0,operations_risk_control,MER-OPS-010,Unity Catalog access exceptions,v4_synthetic_pack,Risk and Controls Office,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,11,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Unity Catalog access exceptions,Risk owner,High,Open,"Documented owner, evidence cadence, exception threshold, and escalation path",Unity Catalog access exceptions,"Delays value proof, adoption confidence, or operational resilience if not controlled"
meridian-health,Healthcare Demo,v6.0,operations_risk_control,MER-OPS-011,FHIR consent scope tickets,v4_synthetic_pack,Risk and Controls Office,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,12,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FHIR consent scope tickets,Technology owner,Medium,Monitoring,"Documented owner, evidence cadence, exception threshold, and escalation path",FHIR consent scope tickets,"Delays value proof, adoption confidence, or operational resilience if not controlled"
meridian-health,Healthcare Demo,v6.0,operations_risk_control,MER-OPS-012,Tableau certified data requests,v4_synthetic_pack,Risk and Controls Office,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,13,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Tableau certified data requests,Finance owner,Medium,Mitigated,"Documented owner, evidence cadence, exception threshold, and escalation path",Tableau certified data requests,"Delays value proof, adoption confidence, or operational resilience if not controlled"
meridian-health,Healthcare Demo,v6.0,operations_risk_control,MER-KPI-001,member first call resolution,v4_synthetic_pack,Risk and Controls Office,synthetic_demo,family-5-execution-operations/F15_kpis-outcome-evidence.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Clinical operations control process,Operations owner,High,Open,"Documented owner, evidence cadence, exception threshold, and escalation path",Epic EHR,75%
meridian-health,Healthcare Demo,v6.0,operations_risk_control,MER-KPI-002,prior auth turnaround hours,v4_synthetic_pack,Risk and Controls Office,synthetic_demo,family-5-execution-operations/F15_kpis-outcome-evidence.csv,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,Revenue cycle control process,Risk owner,Medium,Monitoring,"Documented owner, evidence cadence, exception threshold, and escalation path",Revenue Cycle,45 hrs
