tenant_key,dependency_id,capability_id,capability_name,system_id,system_name,support_level,criticality,evidence_basis,confidence,caveat,source_file,source_row,value_source
apex-retail,apex-retail-CAP-SYS-1,APX-CAP-001,Store selling and clienteling,APX-APP-001,Oracle Retail Merchandising,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,2,tenant_file
apex-retail,apex-retail-CAP-SYS-2,APX-CAP-002,POS checkout and payments,APX-APP-002,Manhattan Active WMS,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,3,tenant_file
apex-retail,apex-retail-CAP-SYS-3,APX-CAP-003,Omnichannel order management,APX-APP-003,IBM Sterling OMS,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,4,tenant_file
apex-retail,apex-retail-CAP-SYS-4,APX-CAP-004,Inventory availability and ATP,APX-APP-004,Toshiba POS,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,5,tenant_file
apex-retail,apex-retail-CAP-SYS-5,APX-CAP-005,Demand forecasting and replenishment,APX-APP-005,Salesforce Commerce Cloud,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,6,tenant_file
apex-retail,apex-retail-CAP-SYS-6,APX-CAP-006,Merchandise planning and allocation,APX-APP-006,Adobe Experience Cloud,,high,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,7,tenant_file
apex-retail,apex-retail-CAP-SYS-7,APX-CAP-007,Pricing and markdown optimization,APX-APP-007,Blue Yonder Demand Planning,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,8,tenant_file
apex-retail,apex-retail-CAP-SYS-8,APX-CAP-008,Loyalty personalization,APX-APP-008,SAP S/4 Finance,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,9,tenant_file
apex-retail,apex-retail-CAP-SYS-9,APX-CAP-009,Retail media activation,APX-APP-009,ServiceNow ITSM,,high,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,10,tenant_file
apex-retail,apex-retail-CAP-SYS-10,APX-CAP-010,Supply chain visibility,APX-APP-010,Databricks Retail Lakehouse,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,11,tenant_file
apex-retail,apex-retail-CAP-SYS-11,APX-CAP-011,Labor scheduling,APX-APP-011,Snowflake Marketing Data Cloud,,high,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,12,tenant_file
apex-retail,apex-retail-CAP-SYS-12,APX-CAP-012,Shrink and fraud prevention,APX-APP-012,Kronos Workforce Central,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,13,tenant_file
apex-retail,apex-retail-CAP-SYS-13,APX-CAP-013,Returns and reverse logistics,APX-APP-013,Oracle Retail Merchandising regional/service component 2,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,14,tenant_file
apex-retail,apex-retail-CAP-SYS-14,APX-CAP-014,Customer service and contact center,APX-APP-014,Manhattan Active WMS regional/service component 2,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,15,tenant_file
apex-retail,apex-retail-CAP-SYS-15,APX-CAP-001,Store selling and clienteling,APX-APP-015,IBM Sterling OMS regional/service component 2,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,16,tenant_file
apex-retail,apex-retail-CAP-SYS-16,APX-CAP-002,POS checkout and payments,APX-APP-016,Toshiba POS regional/service component 2,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,17,tenant_file
apex-retail,apex-retail-CAP-SYS-17,APX-CAP-003,Omnichannel order management,APX-APP-017,Salesforce Commerce Cloud regional/service component 2,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,18,tenant_file
apex-retail,apex-retail-CAP-SYS-18,APX-CAP-004,Inventory availability and ATP,APX-APP-018,Adobe Experience Cloud regional/service component 2,,high,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,19,tenant_file
apex-retail,apex-retail-CAP-SYS-19,APX-CAP-005,Demand forecasting and replenishment,APX-APP-019,Blue Yonder Demand Planning regional/service component 2,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,20,tenant_file
apex-retail,apex-retail-CAP-SYS-20,APX-CAP-006,Merchandise planning and allocation,APX-APP-020,SAP S/4 Finance regional/service component 2,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,21,tenant_file
apex-retail,apex-retail-CAP-SYS-21,APX-CAP-007,Pricing and markdown optimization,APX-APP-021,ServiceNow ITSM regional/service component 2,,high,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,22,tenant_file
apex-retail,apex-retail-CAP-SYS-22,APX-CAP-008,Loyalty personalization,APX-APP-022,Databricks Retail Lakehouse regional/service component 2,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,23,tenant_file
apex-retail,apex-retail-CAP-SYS-23,APX-CAP-009,Retail media activation,APX-APP-023,Snowflake Marketing Data Cloud regional/service component 2,,high,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,24,tenant_file
apex-retail,apex-retail-CAP-SYS-24,APX-CAP-010,Supply chain visibility,APX-APP-024,Kronos Workforce Central regional/service component 2,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,25,tenant_file
apex-retail,apex-retail-CAP-SYS-25,APX-CAP-011,Labor scheduling,APX-APP-025,Oracle Retail Merchandising regional/service component 3,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,26,tenant_file
apex-retail,apex-retail-CAP-SYS-26,APX-CAP-012,Shrink and fraud prevention,APX-APP-026,Manhattan Active WMS regional/service component 3,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,27,tenant_file
apex-retail,apex-retail-CAP-SYS-27,APX-CAP-013,Returns and reverse logistics,APX-APP-027,IBM Sterling OMS regional/service component 3,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,28,tenant_file
apex-retail,apex-retail-CAP-SYS-28,APX-CAP-014,Customer service and contact center,APX-APP-028,Toshiba POS regional/service component 3,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,29,tenant_file
apex-retail,apex-retail-CAP-SYS-29,APX-CAP-001,Store selling and clienteling,APX-APP-029,Salesforce Commerce Cloud regional/service component 3,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,30,tenant_file
apex-retail,apex-retail-CAP-SYS-30,APX-CAP-002,POS checkout and payments,APX-APP-030,Adobe Experience Cloud regional/service component 3,,high,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,31,tenant_file
apex-retail,apex-retail-CAP-SYS-31,APX-CAP-003,Omnichannel order management,APX-APP-031,Blue Yonder Demand Planning regional/service component 3,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,32,tenant_file
apex-retail,apex-retail-CAP-SYS-32,APX-CAP-004,Inventory availability and ATP,APX-APP-032,SAP S/4 Finance regional/service component 3,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,33,tenant_file
apex-retail,apex-retail-CAP-SYS-33,APX-CAP-005,Demand forecasting and replenishment,APX-APP-033,ServiceNow ITSM regional/service component 3,,high,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,34,tenant_file
apex-retail,apex-retail-CAP-SYS-34,APX-CAP-006,Merchandise planning and allocation,APX-APP-034,Databricks Retail Lakehouse regional/service component 3,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,35,tenant_file
apex-retail,apex-retail-CAP-SYS-35,APX-CAP-007,Pricing and markdown optimization,APX-APP-035,Snowflake Marketing Data Cloud regional/service component 3,,high,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,36,tenant_file
apex-retail,apex-retail-CAP-SYS-36,APX-CAP-008,Loyalty personalization,APX-APP-036,Kronos Workforce Central regional/service component 3,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,37,tenant_file
apex-retail,apex-retail-CAP-SYS-37,APX-CAP-009,Retail media activation,APX-APP-037,Oracle Retail Merchandising regional/service component 4,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,38,tenant_file
apex-retail,apex-retail-CAP-SYS-38,APX-CAP-010,Supply chain visibility,APX-APP-038,Manhattan Active WMS regional/service component 4,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,39,tenant_file
apex-retail,apex-retail-CAP-SYS-39,APX-CAP-011,Labor scheduling,APX-APP-039,IBM Sterling OMS regional/service component 4,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,40,tenant_file
apex-retail,apex-retail-CAP-SYS-40,APX-CAP-012,Shrink and fraud prevention,APX-APP-040,Toshiba POS regional/service component 4,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,41,tenant_file
apex-retail,apex-retail-CAP-SYS-41,APX-CAP-013,Returns and reverse logistics,APX-APP-041,Salesforce Commerce Cloud regional/service component 4,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,42,tenant_file
apex-retail,apex-retail-CAP-SYS-42,APX-CAP-014,Customer service and contact center,APX-APP-042,Adobe Experience Cloud regional/service component 4,,high,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,43,tenant_file
apex-retail,apex-retail-CAP-SYS-43,APX-CAP-001,Store selling and clienteling,APX-APP-043,Blue Yonder Demand Planning regional/service component 4,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,44,tenant_file
apex-retail,apex-retail-CAP-SYS-44,APX-CAP-002,POS checkout and payments,APX-APP-044,SAP S/4 Finance regional/service component 4,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,45,tenant_file
apex-retail,apex-retail-CAP-SYS-45,APX-CAP-003,Omnichannel order management,APX-APP-045,ServiceNow ITSM regional/service component 4,,high,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,46,tenant_file
apex-retail,apex-retail-CAP-SYS-46,APX-CAP-004,Inventory availability and ATP,APX-APP-046,Databricks Retail Lakehouse regional/service component 4,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,47,tenant_file
apex-retail,apex-retail-CAP-SYS-47,APX-CAP-005,Demand forecasting and replenishment,APX-APP-047,Snowflake Marketing Data Cloud regional/service component 4,,high,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,48,tenant_file
apex-retail,apex-retail-CAP-SYS-48,APX-CAP-006,Merchandise planning and allocation,APX-APP-048,Kronos Workforce Central regional/service component 4,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,49,tenant_file
apex-retail,apex-retail-CAP-SYS-49,APX-CAP-007,Pricing and markdown optimization,APX-APP-049,Oracle Retail Merchandising regional/service component 5,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,50,tenant_file
apex-retail,apex-retail-CAP-SYS-50,APX-CAP-008,Loyalty personalization,APX-APP-050,Manhattan Active WMS regional/service component 5,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,51,tenant_file
apex-retail,apex-retail-CAP-SYS-51,APX-CAP-009,Retail media activation,APX-APP-051,IBM Sterling OMS regional/service component 5,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,52,tenant_file
apex-retail,apex-retail-CAP-SYS-52,APX-CAP-010,Supply chain visibility,APX-APP-052,Toshiba POS regional/service component 5,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,53,tenant_file
apex-retail,apex-retail-CAP-SYS-53,APX-CAP-011,Labor scheduling,APX-APP-053,Salesforce Commerce Cloud regional/service component 5,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,54,tenant_file
apex-retail,apex-retail-CAP-SYS-54,APX-CAP-012,Shrink and fraud prevention,APX-APP-054,Adobe Experience Cloud regional/service component 5,,high,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,55,tenant_file
apex-retail,apex-retail-CAP-SYS-55,APX-CAP-013,Returns and reverse logistics,APX-APP-055,Blue Yonder Demand Planning regional/service component 5,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,56,tenant_file
apex-retail,apex-retail-CAP-SYS-56,APX-CAP-014,Customer service and contact center,APX-APP-056,SAP S/4 Finance regional/service component 5,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,57,tenant_file
apex-retail,apex-retail-CAP-SYS-57,APX-CAP-001,Store selling and clienteling,APX-APP-057,ServiceNow ITSM regional/service component 5,,high,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,58,tenant_file
apex-retail,apex-retail-CAP-SYS-58,APX-CAP-002,POS checkout and payments,APX-APP-058,Databricks Retail Lakehouse regional/service component 5,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,59,tenant_file
apex-retail,apex-retail-CAP-SYS-59,APX-CAP-003,Omnichannel order management,APX-APP-059,Snowflake Marketing Data Cloud regional/service component 5,,high,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,60,tenant_file
apex-retail,apex-retail-CAP-SYS-60,APX-CAP-004,Inventory availability and ATP,APX-APP-060,Kronos Workforce Central regional/service component 5,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,61,tenant_file
apex-retail,apex-retail-CAP-SYS-61,APX-CAP-005,Demand forecasting and replenishment,APX-APP-061,Oracle Retail Merchandising regional/service component 6,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,62,tenant_file
apex-retail,apex-retail-CAP-SYS-62,APX-CAP-006,Merchandise planning and allocation,APX-APP-062,Manhattan Active WMS regional/service component 6,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,63,tenant_file
apex-retail,apex-retail-CAP-SYS-63,APX-CAP-007,Pricing and markdown optimization,APX-APP-063,IBM Sterling OMS regional/service component 6,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,64,tenant_file
apex-retail,apex-retail-CAP-SYS-64,APX-CAP-008,Loyalty personalization,APX-APP-064,Toshiba POS regional/service component 6,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,65,tenant_file
apex-retail,apex-retail-CAP-SYS-65,APX-CAP-009,Retail media activation,APX-APP-065,Salesforce Commerce Cloud regional/service component 6,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,66,tenant_file
apex-retail,apex-retail-CAP-SYS-66,APX-CAP-010,Supply chain visibility,APX-APP-066,Adobe Experience Cloud regional/service component 6,,high,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,67,tenant_file
apex-retail,apex-retail-CAP-SYS-67,APX-CAP-011,Labor scheduling,APX-APP-067,Blue Yonder Demand Planning regional/service component 6,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,68,tenant_file
apex-retail,apex-retail-CAP-SYS-68,APX-CAP-012,Shrink and fraud prevention,APX-APP-068,SAP S/4 Finance regional/service component 6,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,69,tenant_file
apex-retail,apex-retail-CAP-SYS-69,APX-CAP-013,Returns and reverse logistics,APX-APP-069,ServiceNow ITSM regional/service component 6,,high,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,70,tenant_file
apex-retail,apex-retail-CAP-SYS-70,APX-CAP-014,Customer service and contact center,APX-APP-070,Databricks Retail Lakehouse regional/service component 6,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,71,tenant_file
apex-retail,apex-retail-CAP-SYS-71,APX-CAP-001,Store selling and clienteling,APX-APP-071,Snowflake Marketing Data Cloud regional/service component 6,,high,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,72,tenant_file
apex-retail,apex-retail-CAP-SYS-72,APX-CAP-002,POS checkout and payments,APX-APP-072,Kronos Workforce Central regional/service component 6,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,73,tenant_file
apex-retail,apex-retail-CAP-SYS-73,APX-CAP-003,Omnichannel order management,APX-APP-073,Oracle Retail Merchandising regional/service component 7,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,74,tenant_file
apex-retail,apex-retail-CAP-SYS-74,APX-CAP-004,Inventory availability and ATP,APX-APP-074,Manhattan Active WMS regional/service component 7,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,75,tenant_file
apex-retail,apex-retail-CAP-SYS-75,APX-CAP-005,Demand forecasting and replenishment,APX-APP-075,IBM Sterling OMS regional/service component 7,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,76,tenant_file
apex-retail,apex-retail-CAP-SYS-76,APX-CAP-006,Merchandise planning and allocation,APX-APP-076,Toshiba POS regional/service component 7,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,77,tenant_file
