tenant_key,input_evidence_id,input_file,row_ref,disposition,output_evidence_id,source_version_id,reason
lakeshore-holdings,LH-EVID-001,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#2,migrated_evidence_item,LH-EVID-001,SRCV-LAKESHOREHOLDINGS-5B24499A1CF2,
lakeshore-holdings,LH-EVID-002,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#3,migrated_evidence_item,LH-EVID-002,SRCV-LAKESHOREHOLDINGS-5B24499A1CF2,
lakeshore-holdings,LH-EVID-003,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#4,migrated_evidence_item,LH-EVID-003,SRCV-LAKESHOREHOLDINGS-5B24499A1CF2,
lakeshore-holdings,LH-EVID-004,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#5,migrated_evidence_item,LH-EVID-004,SRCV-LAKESHOREHOLDINGS-5B24499A1CF2,
lakeshore-holdings,LH-EVID-005,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#6,migrated_evidence_item,LH-EVID-005,SRCV-LAKESHOREHOLDINGS-5B24499A1CF2,
lakeshore-holdings,LH-EVID-006,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#7,migrated_evidence_item,LH-EVID-006,SRCV-LAKESHOREHOLDINGS-5B24499A1CF2,
lakeshore-holdings,LH-EVID-007,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#8,migrated_evidence_item,LH-EVID-007,SRCV-LAKESHOREHOLDINGS-5B24499A1CF2,
lakeshore-holdings,LH-EVID-008,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#9,migrated_evidence_item,LH-EVID-008,SRCV-LAKESHOREHOLDINGS-5B24499A1CF2,
lakeshore-holdings,LH-EVID-009,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#10,migrated_evidence_item,LH-EVID-009,SRCV-LAKESHOREHOLDINGS-5B24499A1CF2,
lakeshore-holdings,LH-EVID-010,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#11,migrated_evidence_item,LH-EVID-010,SRCV-LAKESHOREHOLDINGS-5B24499A1CF2,
