tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,system_id,system_name,business_capability,system_owner,criticality,lifecycle_status,vendor_id,annual_cost_usd,integrations,data_dependencies,ai_relevance
first-capital,Financial Services Demo,v6.0,application_system,FC-APP-001,Fiserv Core Deposits,v4_synthetic_pack,Head of Consumer Banking,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-APP-001,Fiserv Core Deposits,core_banking,Integration & API Platform,medium,retire_candidate,VDR-00001,19100000,18,internal,retire_candidate
first-capital,Financial Services Demo,v6.0,application_system,FC-APP-002,Thought Machine Loan Servicing,v4_synthetic_pack,Head of Consumer Banking,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-APP-002,Thought Machine Loan Servicing,core_banking,Data Platform & AI Engineering,critical,extend_to_cloud,VDR-00002,17900000,24,restricted_nonpublic,extend_to_cloud
first-capital,Financial Services Demo,v6.0,application_system,FC-APP-003,FIS GL Posting Engine,v4_synthetic_pack,Head of Consumer Banking,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,4,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-APP-003,FIS GL Posting Engine,core_banking,Cloud & Infrastructure,medium,invest,VDR-00003,4700000,8,internal,invest
first-capital,Financial Services Demo,v6.0,application_system,FC-APP-004,Temenos Account Master,v4_synthetic_pack,Head of Consumer Banking,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,5,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-APP-004,Temenos Account Master,core_banking,"Cyber, Privacy & Resilience",high,extend_to_cloud,VDR-00004,7600000,3,confidential_pii,extend_to_cloud
first-capital,Financial Services Demo,v6.0,application_system,FC-APP-005,Fiserv Statements,v4_synthetic_pack,Head of Consumer Banking,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,6,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-APP-005,Fiserv Statements,core_banking,Channels & Digital Engineering,critical,extend_to_cloud,VDR-00005,12900000,22,confidential_pii,extend_to_cloud
first-capital,Financial Services Demo,v6.0,application_system,FC-APP-006,Thought Machine Interest Engine,v4_synthetic_pack,Head of Consumer Banking,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,7,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-APP-006,Thought Machine Interest Engine,core_banking,AI Governance & Model Risk Tech,critical,rehost,VDR-00006,10700000,20,internal,rehost
first-capital,Financial Services Demo,v6.0,application_system,FC-APP-007,Thought Machine Branch Teller,v4_synthetic_pack,Head of Consumer Banking,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,8,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-APP-007,Thought Machine Branch Teller,core_banking,"Risk, Treasury & Finance Systems",critical,extend_to_cloud,VDR-00007,15700000,19,confidential_pii,extend_to_cloud
first-capital,Financial Services Demo,v6.0,application_system,FC-APP-008,Temenos Core Deposits 2,v4_synthetic_pack,Head of Consumer Banking,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,9,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-APP-008,Temenos Core Deposits 2,core_banking,Integration & API Platform,high,retire_candidate,VDR-00008,900000,14,confidential_pii,retire_candidate
first-capital,Financial Services Demo,v6.0,application_system,FC-APP-009,Thought Machine Loan Servicing 2,v4_synthetic_pack,Head of Consumer Banking,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,10,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-APP-009,Thought Machine Loan Servicing 2,core_banking,Channels & Digital Engineering,critical,extend_to_cloud,VDR-00009,10100000,8,confidential_pii,extend_to_cloud
first-capital,Financial Services Demo,v6.0,application_system,FC-APP-010,FIS GL Posting Engine 2,v4_synthetic_pack,Head of Consumer Banking,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,11,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-APP-010,FIS GL Posting Engine 2,core_banking,ServiceNow & IT Operations,critical,optimize,VDR-00010,21000000,23,restricted_nonpublic,optimize
