"tenant_key","metric","value","status","source_standard","source_files","source_fact_count"
"apex-retail","total_it_budget_fy26","1516800000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","36"
"apex-retail","run_budget_fy26","979600000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","36"
"apex-retail","change_budget_fy26","537200000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","36"
"apex-retail","approved_program_budget_fy26","30800000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","36"
"apex-retail","ai_tagged_spend_fy26_non_additive","25400000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","36"
"apex-retail","promised_value_fy26","33900000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","36"
"apex-retail","partial_finance_validated_value_ytd","1350000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","36"
"apex-retail","realized_value_ytd_allowed","0","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","36"
"apex-retail","candidate_ai_opportunities","0","ZERO","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","36"
"first-capital-financial","total_it_budget_fy26","2132000000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","37"
"first-capital-financial","run_budget_fy26","1321840000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","37"
"first-capital-financial","change_budget_fy26","810160000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","37"
"first-capital-financial","approved_program_budget_fy26","37800000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","37"
"first-capital-financial","ai_tagged_spend_fy26_non_additive","323960000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","37"
"first-capital-financial","promised_value_fy26","50800000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","37"
"first-capital-financial","partial_finance_validated_value_ytd","1750000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","37"
"first-capital-financial","realized_value_ytd_allowed","0","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","37"
"first-capital-financial","candidate_ai_opportunities","0","ZERO","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","37"
"lakeshore-holdings","total_it_budget_fy26","190600000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","37"
"lakeshore-holdings","run_budget_fy26","133420000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","37"
"lakeshore-holdings","change_budget_fy26","57180000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","37"
"lakeshore-holdings","approved_program_budget_fy26","28800000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","37"
"lakeshore-holdings","ai_tagged_spend_fy26_non_additive","11800000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","37"
"lakeshore-holdings","promised_value_fy26","34200000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","37"
"lakeshore-holdings","partial_finance_validated_value_ytd","1650000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","37"
"lakeshore-holdings","realized_value_ytd_allowed","0","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","37"
"lakeshore-holdings","candidate_ai_opportunities","0","ZERO","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","37"
"lakeshore-industries","total_it_budget_fy26","877920000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","36"
"lakeshore-industries","run_budget_fy26","604160000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","36"
"lakeshore-industries","change_budget_fy26","273760000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","36"
"lakeshore-industries","approved_program_budget_fy26","22100000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","36"
"lakeshore-industries","ai_tagged_spend_fy26_non_additive","105665000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","36"
"lakeshore-industries","promised_value_fy26","23000000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","36"
"lakeshore-industries","partial_finance_validated_value_ytd","1150000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","36"
"lakeshore-industries","realized_value_ytd_allowed","0","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","36"
"lakeshore-industries","candidate_ai_opportunities","0","ZERO","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","36"
"meridian-health","total_it_budget_fy26","650000000","MULTI_SOURCE","active-current","08_it_budget_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","200"
"meridian-health","run_budget_fy26","487500000","MULTI_SOURCE","active-current","08_it_budget_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","200"
"meridian-health","change_budget_fy26","162500000","MULTI_SOURCE","active-current","08_it_budget_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","200"
"meridian-health","approved_program_budget_fy26","291900000","MULTI_SOURCE","active-current","08_it_budget_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","200"
"meridian-health","ai_tagged_spend_fy26_non_additive","53700000","MULTI_SOURCE","active-current","08_it_budget_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","200"
"meridian-health","promised_value_fy26","35500000","MULTI_SOURCE","active-current","08_it_budget_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","200"
"meridian-health","partial_finance_validated_value_ytd","3800000","MULTI_SOURCE","active-current","08_it_budget_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","200"
"meridian-health","realized_value_ytd_allowed","0","MULTI_SOURCE","active-current","08_it_budget_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","200"
"meridian-health","candidate_ai_opportunities","243","MULTI_SOURCE","active-current","08_it_budget_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","200"
"skyharbor-air","total_it_budget_fy26","2578000000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","34"
"skyharbor-air","run_budget_fy26","1445400000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","34"
"skyharbor-air","change_budget_fy26","1132600000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","34"
"skyharbor-air","approved_program_budget_fy26","45100000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","34"
"skyharbor-air","ai_tagged_spend_fy26_non_additive","45100000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","34"
"skyharbor-air","promised_value_fy26","80200000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","34"
"skyharbor-air","partial_finance_validated_value_ytd","5650000","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","34"
"skyharbor-air","realized_value_ytd_allowed","0","MULTI_SOURCE","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","34"
"skyharbor-air","candidate_ai_opportunities","0","ZERO","active-current","08_spend_value.csv;09_programs_initiatives.csv;10_ai_automation_use_cases.csv;SA08_AI_Benefits_Realization_Usage_Ledger.csv","34"
