source_id,persona_id,persona_name,function,workflow,metric_key,unit,baseline_value,current_value,target_value,initiative_id,confidence,evidence_state
src-dora-devex,TEAM-FCF-CORE,TEAM-FCF-CORE,core,engineering delivery and change flow,flow_score,score_0_to_10,5,5.8,6.8,,low,review_required
src-dora-devex,TEAM-FCF-PAYMENTS,TEAM-FCF-PAYMENTS,payments,engineering delivery and change flow,flow_score,score_0_to_10,5.4,6.2,7.2,,medium,review_required
src-dora-devex,TEAM-FCF-DIGITAL,TEAM-FCF-DIGITAL,digital,engineering delivery and change flow,flow_score,score_0_to_10,5.8,6.6,7.6,,medium,review_required
src-dora-devex,TEAM-FCF-COMMLEND,TEAM-FCF-COMMLEND,commlend,engineering delivery and change flow,flow_score,score_0_to_10,6.2,7,8.0,,medium,review_required
src-dora-devex,TEAM-FCF-WEALTH,TEAM-FCF-WEALTH,wealth,engineering delivery and change flow,flow_score,score_0_to_10,5,5.8,6.8,,medium,review_required
src-dora-devex,TEAM-FCF-RISK,TEAM-FCF-RISK,risk,engineering delivery and change flow,flow_score,score_0_to_10,5.4,6.2,7.2,,medium,review_required
src-dora-devex,TEAM-FCF-DATA,TEAM-FCF-DATA,data,engineering delivery and change flow,flow_score,score_0_to_10,5.8,6.6,7.6,,medium,review_required
src-dora-devex,TEAM-FCF-CLOUD,TEAM-FCF-CLOUD,cloud,engineering delivery and change flow,flow_score,score_0_to_10,6.2,7,8.0,,medium,review_required
src-dora-devex,TEAM-FCF-CYBER,TEAM-FCF-CYBER,cyber,engineering delivery and change flow,flow_score,score_0_to_10,5,5.8,6.8,,medium,review_required
src-dora-devex,TEAM-FCF-ERP,TEAM-FCF-ERP,erp,engineering delivery and change flow,flow_score,score_0_to_10,5.4,6.2,7.2,,medium,review_required
src-dora-devex,TEAM-FCF-BRANCH,TEAM-FCF-BRANCH,branch,engineering delivery and change flow,flow_score,score_0_to_10,5.8,6.6,7.6,,medium,review_required
src-dora-devex,TEAM-FCF-CONTACT,TEAM-FCF-CONTACT,contact,engineering delivery and change flow,flow_score,score_0_to_10,6.2,7,8.0,,medium,review_required
src-dora-devex,TEAM-FCF-MRM,TEAM-FCF-MRM,mrm,engineering delivery and change flow,flow_score,score_0_to_10,5,5.8,6.8,,medium,review_required
src-dora-devex,TEAM-FCF-OPS,TEAM-FCF-OPS,ops,engineering delivery and change flow,flow_score,score_0_to_10,5.4,6.2,7.2,,medium,review_required
src-dora-devex,TEAM-FCF-OPENBANK,TEAM-FCF-OPENBANK,openbank,engineering delivery and change flow,flow_score,score_0_to_10,5.8,6.6,7.6,,medium,review_required
src-dora-devex,TEAM-FCF-TREASURY,TEAM-FCF-TREASURY,treasury,engineering delivery and change flow,flow_score,score_0_to_10,6.2,7,8.0,,medium,review_required
src-dora-devex,TEAM-FCF-MORTGAGE,TEAM-FCF-MORTGAGE,mortgage,engineering delivery and change flow,flow_score,score_0_to_10,5,5.8,6.8,,medium,review_required
src-dora-devex,TEAM-FCF-CARDS,TEAM-FCF-CARDS,cards,engineering delivery and change flow,flow_score,score_0_to_10,5.4,6.2,7.2,,medium,review_required
src-dora-devex,TEAM-FCF-DEVEX,TEAM-FCF-DEVEX,devex,engineering delivery and change flow,flow_score,score_0_to_10,5.8,6.6,7.6,,medium,review_required
src-dora-devex,TEAM-FCF-ITSM,TEAM-FCF-ITSM,itsm,engineering delivery and change flow,flow_score,score_0_to_10,6.2,7,8.0,,medium,review_required
src-dora-devex,TEAM-FCF-REG,TEAM-FCF-REG,reg,engineering delivery and change flow,flow_score,score_0_to_10,5,5.8,6.8,,medium,review_required
src-dora-devex,TEAM-FCF-VENDOR,TEAM-FCF-VENDOR,vendor,engineering delivery and change flow,flow_score,score_0_to_10,5.4,6.2,7.2,,medium,review_required
