tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,ai_initiative_id,use_case,business_process,tool_or_model,agent_or_copilot_name,user_group,licensed_users,active_users,adoption_metric,value_hypothesis,measured_value_usd,production_status,risk_status,model_risk_tier,data_readiness,decision_needed,scale_hold_stop
apex-retail,Retail Demo,v6.0,ai_initiative,APX-INIT-001,Retail lakehouse and customer inventory graph,v4_synthetic_pack,Chief Data Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INIT-001,Retail lakehouse and customer inventory graph,Data and AI,M365 Copilot,Copilot,Data and AI,80,35,"Active users divided by licensed users, with weekly workflow evidence",95000000,12000000,mobilize,Managed,Low,identity and item-location data quality,identity and item-location data quality,hold_until_evidence_or_risk_cleared
apex-retail,Retail Demo,v6.0,ai_initiative,APX-INIT-002,AI demand forecasting and replenishment,v4_synthetic_pack,Chief Merchandising Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INIT-002,AI demand forecasting and replenishment,Merchandising,Workflow agent,Operations Agent,Merchandising,88,40,"Active users divided by licensed users, with weekly workflow evidence",72000000,21000000,pilot,Watch,Medium,forecast explainability by category,forecast explainability by category,hold
apex-retail,Retail Demo,v6.0,ai_initiative,APX-INIT-003,Store labor scheduling optimization,v4_synthetic_pack,COO,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,4,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INIT-003,Store labor scheduling optimization,Store Operations,Forecast model,Forecast Agent,Store Operations,96,45,"Active users divided by licensed users, with weekly workflow evidence",51000000,9000000,pilot,Needs control evidence,Medium,labor-rule integration and manager adoption,labor-rule integration and manager adoption,scale
apex-retail,Retail Demo,v6.0,ai_initiative,APX-INIT-004,Shrink anomaly detection,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,5,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INIT-004,Shrink anomaly detection,Loss Prevention,Document AI,Evidence Agent,Loss Prevention,104,50,"Active users divided by licensed users, with weekly workflow evidence",68000000,6800000,build,Managed,Low,camera/POS evidence linkage,camera/POS evidence linkage,hold_until_evidence_or_risk_cleared
apex-retail,Retail Demo,v6.0,ai_initiative,APX-INIT-005,Search and personalization AI,v4_synthetic_pack,Chief Digital Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,6,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INIT-005,Search and personalization AI,Digital Commerce,Decision support model,Decision Advisor,Digital Commerce,112,55,"Active users divided by licensed users, with weekly workflow evidence",84000000,42000000,scale,Watch,Medium,consent and customer identity gaps,consent and customer identity gaps,scale
apex-retail,Retail Demo,v6.0,ai_initiative,APX-INIT-006,Retail media measurement clean room,v4_synthetic_pack,Chief Marketing Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,7,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INIT-006,Retail media measurement clean room,Marketing,M365 Copilot,Copilot,Marketing,120,60,"Active users divided by licensed users, with weekly workflow evidence",38000000,4000000,design,Needs control evidence,Medium,incrementality proof missing,incrementality proof missing,hold
apex-retail,Retail Demo,v6.0,ai_initiative,APX-INIT-007,BOPIS exception prediction,v4_synthetic_pack,Chief Supply Chain Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,8,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INIT-007,BOPIS exception prediction,Omnichannel Fulfillment,Workflow agent,Operations Agent,Omnichannel Fulfillment,128,65,"Active users divided by licensed users, with weekly workflow evidence",34000000,7400000,pilot,Managed,Low,store inventory accuracy,store inventory accuracy,scale
apex-retail,Retail Demo,v6.0,ai_initiative,APX-INIT-008,Returns fraud triage,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,9,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INIT-008,Returns fraud triage,Risk,Forecast model,Forecast Agent,Risk,136,70,"Active users divided by licensed users, with weekly workflow evidence",26000000,3200000,build,Watch,Medium,fairness and customer friction review,fairness and customer friction review,hold_until_evidence_or_risk_cleared
apex-retail,Retail Demo,v6.0,ai_initiative,APX-INIT-009,Finance margin bridge automation,v4_synthetic_pack,CFO,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,10,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INIT-009,Finance margin bridge automation,Finance,Document AI,Evidence Agent,Finance,144,75,"Active users divided by licensed users, with weekly workflow evidence",24000000,5800000,pilot,Needs control evidence,Medium,vendor funding lineage,vendor funding lineage,scale
apex-retail,Retail Demo,v6.0,ai_initiative,APX-INIT-010,ServiceNow store support agent,v4_synthetic_pack,VP IT Operations,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,11,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INIT-010,ServiceNow store support agent,IT Operations,Decision support model,Decision Advisor,IT Operations,152,80,"Active users divided by licensed users, with weekly workflow evidence",18000000,2400000,pilot,Managed,Low,knowledge base quality,knowledge base quality,hold
