tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,data_asset_id,data_asset_name,data_owner,system_of_record,lineage,consumers,quality_score,governance_status
first-capital-financial,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-2,data_asset_integration record,v4_synthetic_pack,Chief Data & Analytics Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:system_of_record_missing|data_thin:lineage_missing|data_thin:consumers_missing|data_thin:governance_status_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-DATA-001,Customer gold record (deposits+cards+lending+wealth),Chief Data & Analytics Officer,data_thin:system_of_record_missing,data_thin:lineage_missing,data_thin:consumers_missing,56,data_thin:governance_status_missing
first-capital-financial,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-3,data_asset_integration record,v4_synthetic_pack,BSA/AML Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:system_of_record_missing|data_thin:lineage_missing|data_thin:consumers_missing|data_thin:governance_status_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-DATA-002,Transaction monitoring feature store,BSA/AML Officer,data_thin:system_of_record_missing,data_thin:lineage_missing,data_thin:consumers_missing,61,data_thin:governance_status_missing
first-capital-financial,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-4,data_asset_integration record,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,4,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:system_of_record_missing|data_thin:lineage_missing|data_thin:consumers_missing|data_thin:governance_status_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-DATA-003,Fraud real-time feature store,Chief Risk Officer,data_thin:system_of_record_missing,data_thin:lineage_missing,data_thin:consumers_missing,64,data_thin:governance_status_missing
first-capital-financial,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-5,data_asset_integration record,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,5,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:system_of_record_missing|data_thin:lineage_missing|data_thin:consumers_missing|data_thin:governance_status_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-DATA-004,Credit risk modeling dataset,Chief Risk Officer,data_thin:system_of_record_missing,data_thin:lineage_missing,data_thin:consumers_missing,59,data_thin:governance_status_missing
first-capital-financial,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-6,data_asset_integration record,v4_synthetic_pack,Chief Financial Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,6,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:system_of_record_missing|data_thin:lineage_missing|data_thin:consumers_missing|data_thin:governance_status_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-DATA-005,Regulatory finance mart,Chief Financial Officer,data_thin:system_of_record_missing,data_thin:lineage_missing,data_thin:consumers_missing,67,data_thin:governance_status_missing
first-capital-financial,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-7,data_asset_integration record,v4_synthetic_pack,Head of Customer Experience,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,7,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:system_of_record_missing|data_thin:lineage_missing|data_thin:consumers_missing|data_thin:governance_status_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-DATA-006,Contact center interaction corpus,Head of Customer Experience,data_thin:system_of_record_missing,data_thin:lineage_missing,data_thin:consumers_missing,52,data_thin:governance_status_missing
first-capital-financial,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-8,data_asset_integration record,v4_synthetic_pack,Chief Operating Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,8,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:system_of_record_missing|data_thin:lineage_missing|data_thin:consumers_missing|data_thin:governance_status_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-DATA-007,Payments operations event store,Chief Operating Officer,data_thin:system_of_record_missing,data_thin:lineage_missing,data_thin:consumers_missing,58,data_thin:governance_status_missing
first-capital-financial,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-9,data_asset_integration record,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,9,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:system_of_record_missing|data_thin:lineage_missing|data_thin:consumers_missing|data_thin:governance_status_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-DATA-008,Model risk inventory & evidence store,Chief Risk Officer,data_thin:system_of_record_missing,data_thin:lineage_missing,data_thin:consumers_missing,55,data_thin:governance_status_missing
first-capital-financial,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-10,data_asset_integration record,v4_synthetic_pack,Head of Wealth Management,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,10,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:system_of_record_missing|data_thin:lineage_missing|data_thin:consumers_missing|data_thin:governance_status_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-DATA-009,Wealth advisory analytics dataset,Head of Wealth Management,data_thin:system_of_record_missing,data_thin:lineage_missing,data_thin:consumers_missing,60,data_thin:governance_status_missing
first-capital-financial,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-11,data_asset_integration record,v4_synthetic_pack,Head of Consumer Banking,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,11,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:system_of_record_missing|data_thin:lineage_missing|data_thin:consumers_missing|data_thin:governance_status_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-DATA-010,Marketing & engagement dataset,Head of Consumer Banking,data_thin:system_of_record_missing,data_thin:lineage_missing,data_thin:consumers_missing,57,data_thin:governance_status_missing
