tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,ai_initiative_id,use_case,business_process,tool_or_model,agent_or_copilot_name,user_group,licensed_users,active_users,adoption_metric,value_hypothesis,measured_value_usd,production_status,risk_status,model_risk_tier,data_readiness,decision_needed,scale_hold_stop
first-capital-financial,First Capital Financial,v6.0,ai_initiative,FC-AI-001,Real-time scam & APP fraud detection,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,low,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:tool_or_model_missing|data_thin:agent_or_copilot_name_missing|data_thin:licensed_users_missing|data_thin:active_users_missing|data_thin:adoption_metric_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-AI-001,Real-time scam & APP fraud detection,Financial Crimes,data_thin:tool_or_model_missing,data_thin:agent_or_copilot_name_missing,Financial Crimes,data_thin:licensed_users_missing,data_thin:active_users_missing,data_thin:adoption_metric_missing,47000000,0,ideate,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,No measurable value after pilot; sunset and reallocate budget,No measurable value after pilot; sunset and reallocate budget,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
first-capital-financial,First Capital Financial,v6.0,ai_initiative,FC-AI-002,AML alert triage & false-positive reduction,v4_synthetic_pack,BSA/AML Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:tool_or_model_missing|data_thin:agent_or_copilot_name_missing|data_thin:licensed_users_missing|data_thin:active_users_missing|data_thin:adoption_metric_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-AI-002,AML alert triage & false-positive reduction,Financial Crimes,data_thin:tool_or_model_missing,data_thin:agent_or_copilot_name_missing,Financial Crimes,data_thin:licensed_users_missing,data_thin:active_users_missing,data_thin:adoption_metric_missing,12000000,0,ideate,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,Awaiting model-risk validation and source evidence gate,Awaiting model-risk validation and source evidence gate,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
first-capital-financial,First Capital Financial,v6.0,ai_initiative,FC-AI-003,SAR narrative drafting copilot,v4_synthetic_pack,BSA/AML Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,4,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:tool_or_model_missing|data_thin:agent_or_copilot_name_missing|data_thin:licensed_users_missing|data_thin:active_users_missing|data_thin:adoption_metric_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-AI-003,SAR narrative drafting copilot,Financial Crimes,data_thin:tool_or_model_missing,data_thin:agent_or_copilot_name_missing,Financial Crimes,data_thin:licensed_users_missing,data_thin:active_users_missing,data_thin:adoption_metric_missing,38000000,0,ideate,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,Within governance threshold; expand under monitored rollout,Within governance threshold; expand under monitored rollout,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
first-capital-financial,First Capital Financial,v6.0,ai_initiative,FC-AI-004,Contact center next-best-action assist,v4_synthetic_pack,Head of Customer Experience,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,5,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:tool_or_model_missing|data_thin:agent_or_copilot_name_missing|data_thin:licensed_users_missing|data_thin:active_users_missing|data_thin:adoption_metric_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-AI-004,Contact center next-best-action assist,Customer Care,data_thin:tool_or_model_missing,data_thin:agent_or_copilot_name_missing,Customer Care,data_thin:licensed_users_missing,data_thin:active_users_missing,data_thin:adoption_metric_missing,41000000,0,ideate,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,Scope too broad; re-baseline against a single high-value workflow,Scope too broad; re-baseline against a single high-value workflow,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
first-capital-financial,First Capital Financial,v6.0,ai_initiative,FC-AI-005,Commercial credit spreading automation,v4_synthetic_pack,Head of Commercial Banking,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,6,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:tool_or_model_missing|data_thin:agent_or_copilot_name_missing|data_thin:licensed_users_missing|data_thin:active_users_missing|data_thin:adoption_metric_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-AI-005,Commercial credit spreading automation,Commercial Banking,data_thin:tool_or_model_missing,data_thin:agent_or_copilot_name_missing,Commercial Banking,data_thin:licensed_users_missing,data_thin:active_users_missing,data_thin:adoption_metric_missing,27000000,0,ideate,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,Within governance threshold; expand under monitored rollout,Within governance threshold; expand under monitored rollout,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
first-capital-financial,First Capital Financial,v6.0,ai_initiative,FC-AI-006,Customer 360 lakehouse foundation,v4_synthetic_pack,Chief Data & Analytics Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,7,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:tool_or_model_missing|data_thin:agent_or_copilot_name_missing|data_thin:licensed_users_missing|data_thin:active_users_missing|data_thin:adoption_metric_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-AI-006,Customer 360 lakehouse foundation,"Data, Analytics & AI",data_thin:tool_or_model_missing,data_thin:agent_or_copilot_name_missing,"Data, Analytics & AI",data_thin:licensed_users_missing,data_thin:active_users_missing,data_thin:adoption_metric_missing,30000000,0,ideate,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,Awaiting model-risk validation and source evidence gate,Awaiting model-risk validation and source evidence gate,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
first-capital-financial,First Capital Financial,v6.0,ai_initiative,FC-AI-007,Certified semantic layer for KPIs,v4_synthetic_pack,Chief Data & Analytics Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,8,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:tool_or_model_missing|data_thin:agent_or_copilot_name_missing|data_thin:licensed_users_missing|data_thin:active_users_missing|data_thin:adoption_metric_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-AI-007,Certified semantic layer for KPIs,"Data, Analytics & AI",data_thin:tool_or_model_missing,data_thin:agent_or_copilot_name_missing,"Data, Analytics & AI",data_thin:licensed_users_missing,data_thin:active_users_missing,data_thin:adoption_metric_missing,17000000,96687,design,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,Reported automation not reproducible in evidence; reclassify,Reported automation not reproducible in evidence; reclassify,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
first-capital-financial,First Capital Financial,v6.0,ai_initiative,FC-AI-008,Engineering code-assist productivity,v4_synthetic_pack,Chief Information Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,9,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:tool_or_model_missing|data_thin:agent_or_copilot_name_missing|data_thin:licensed_users_missing|data_thin:active_users_missing|data_thin:adoption_metric_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-AI-008,Engineering code-assist productivity,Technology,data_thin:tool_or_model_missing,data_thin:agent_or_copilot_name_missing,Technology,data_thin:licensed_users_missing,data_thin:active_users_missing,data_thin:adoption_metric_missing,37000000,1208161,design,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,Awaiting model-risk validation and source evidence gate,Awaiting model-risk validation and source evidence gate,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
first-capital-financial,First Capital Financial,v6.0,ai_initiative,FC-AI-009,Regulatory close & reconciliation automation,v4_synthetic_pack,Chief Financial Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,10,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:tool_or_model_missing|data_thin:agent_or_copilot_name_missing|data_thin:licensed_users_missing|data_thin:active_users_missing|data_thin:adoption_metric_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-AI-009,Regulatory close & reconciliation automation,Finance,data_thin:tool_or_model_missing,data_thin:agent_or_copilot_name_missing,Finance,data_thin:licensed_users_missing,data_thin:active_users_missing,data_thin:adoption_metric_missing,11000000,416844,design,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,Awaiting model-risk validation and source evidence gate,Awaiting model-risk validation and source evidence gate,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
first-capital-financial,First Capital Financial,v6.0,ai_initiative,FC-AI-010,Cards dispute & chargeback automation,v4_synthetic_pack,Head of Cards & Payments,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,11,2026-06-18,2026-01-01,2026-06-18,static_snapshot,low,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:tool_or_model_missing|data_thin:agent_or_copilot_name_missing|data_thin:licensed_users_missing|data_thin:active_users_missing|data_thin:adoption_metric_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-AI-010,Cards dispute & chargeback automation,Cards & Payments,data_thin:tool_or_model_missing,data_thin:agent_or_copilot_name_missing,Cards & Payments,data_thin:licensed_users_missing,data_thin:active_users_missing,data_thin:adoption_metric_missing,26000000,166217,design,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,No measurable value after pilot; sunset and reallocate budget,No measurable value after pilot; sunset and reallocate budget,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
