tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,vendor_id,vendor_name,contract_id,service,annual_cost_usd,renewal_date,owning_function,linked_systems,contract_risk,pricing_basis
first-capital,Financial Services Demo,v6.0,vendor_contract,FC-VEN-001,FIS,v4_synthetic_pack,Technology Vendor Management,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,2,2026-06-18,2026-01-01,2026-07-06,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-VEN-001,FIS,FC-VEN-001,cards_payments,600000,2026-07-06,Technology,Core Banking,Renewal concentration,cards_payments
first-capital,Financial Services Demo,v6.0,vendor_contract,FC-VEN-002,Fiserv,v4_synthetic_pack,Technology Vendor Management,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,3,2026-06-18,2026-01-01,2026-04-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-VEN-002,Fiserv,FC-VEN-002,core_platform,645000,2026-04-15,Finance,Payments Hub,Usage under-adoption,core_platform
first-capital,Financial Services Demo,v6.0,vendor_contract,FC-VEN-003,Temenos,v4_synthetic_pack,Technology Vendor Management,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,4,2026-06-18,2026-01-01,2026-12-13,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-VEN-003,Temenos,FC-VEN-003,cards_payments,690000,2026-12-13,Operations,Wealth CRM,Integration dependency,cards_payments
first-capital,Financial Services Demo,v6.0,vendor_contract,FC-VEN-004,Thought Machine,v4_synthetic_pack,Technology Vendor Management,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,5,2026-06-18,2026-01-01,2026-12-23,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-VEN-004,Thought Machine,FC-VEN-004,channels_crm,735000,2026-12-23,Commercial,Risk Analytics,Data-exit risk,channels_crm
first-capital,Financial Services Demo,v6.0,vendor_contract,FC-VEN-005,TSYS,v4_synthetic_pack,Technology Vendor Management,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,6,2026-06-18,2026-01-01,2026-05-02,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-VEN-005,TSYS,FC-VEN-005,channels_crm,780000,2026-05-02,Risk,Loan Origination,Renewal concentration,channels_crm
first-capital,Financial Services Demo,v6.0,vendor_contract,FC-VEN-006,Mastercard,v4_synthetic_pack,Technology Vendor Management,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,7,2026-06-18,2026-01-01,2026-07-23,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-VEN-006,Mastercard,FC-VEN-006,risk_aml_ai,825000,2026-07-23,Technology,Treasury,Usage under-adoption,risk_aml_ai
first-capital,Financial Services Demo,v6.0,vendor_contract,FC-VEN-007,Visa DPS,v4_synthetic_pack,Technology Vendor Management,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,8,2026-06-18,2026-01-01,2026-11-02,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-VEN-007,Visa DPS,FC-VEN-007,finance_erp,870000,2026-11-02,Finance,Core Banking,Integration dependency,finance_erp
first-capital,Financial Services Demo,v6.0,vendor_contract,FC-VEN-008,Marqeta,v4_synthetic_pack,Technology Vendor Management,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,9,2026-06-18,2026-01-01,2026-09-06,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-VEN-008,Marqeta,FC-VEN-008,finance_erp,915000,2026-09-06,Operations,Payments Hub,Data-exit risk,finance_erp
first-capital,Financial Services Demo,v6.0,vendor_contract,FC-VEN-009,ACI Worldwide,v4_synthetic_pack,Technology Vendor Management,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,10,2026-06-18,2026-01-01,2026-02-26,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-VEN-009,ACI Worldwide,FC-VEN-009,data_ai_platform,960000,2026-02-26,Commercial,Wealth CRM,Renewal concentration,data_ai_platform
first-capital,Financial Services Demo,v6.0,vendor_contract,FC-VEN-010,Volante,v4_synthetic_pack,Technology Vendor Management,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,11,2026-06-18,2026-01-01,2026-02-02,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-VEN-010,Volante,FC-VEN-010,finance_erp,1005000,2026-02-02,Risk,Risk Analytics,Usage under-adoption,finance_erp
