tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,metric_id,metric_name,metric_definition,calculation_basis,unit_of_measure,metric_owner,metric_claim_level
first-capital-financial,First Capital Financial,v6.0,metric_definition,FIRSTCAPITAL-MET-0001,First Capital Financial benefit realization against committed value metric 1,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FIRSTCAPITAL-MET-0001,First Capital Financial benefit realization against committed value metric 1,Tracks benefit realization against committed value for the priority transformation portfolio.,usd,usd,CFO,operational
first-capital-financial,First Capital Financial,v6.0,metric_definition,FIRSTCAPITAL-MET-0002,First Capital Financial elapsed time for target process metric 2,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FIRSTCAPITAL-MET-0002,First Capital Financial elapsed time for target process metric 2,Tracks elapsed time for target process for the priority transformation portfolio.,percent,percent,COO,operational
first-capital-financial,First Capital Financial,v6.0,metric_definition,FIRSTCAPITAL-MET-0003,First Capital Financial open control and governance pressure metric 3,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,4,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FIRSTCAPITAL-MET-0003,First Capital Financial open control and governance pressure metric 3,Tracks open control and governance pressure for the priority transformation portfolio.,percent,percent,CRO,operational
first-capital-financial,First Capital Financial,v6.0,metric_definition,FIRSTCAPITAL-MET-0004,First Capital Financial active usage of changed workflow metric 4,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,5,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FIRSTCAPITAL-MET-0004,First Capital Financial active usage of changed workflow metric 4,Tracks active usage of changed workflow for the priority transformation portfolio.,usd,usd,CIO,operational
first-capital-financial,First Capital Financial,v6.0,metric_definition,FIRSTCAPITAL-MET-0005,First Capital Financial unit cost across served population or customer journey metric 5,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,6,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FIRSTCAPITAL-MET-0005,First Capital Financial unit cost across served population or customer journey metric 5,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,percent,CFO,operational
first-capital-financial,First Capital Financial,v6.0,metric_definition,FIRSTCAPITAL-MET-0006,First Capital Financial benefit realization against committed value metric 6,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,7,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FIRSTCAPITAL-MET-0006,First Capital Financial benefit realization against committed value metric 6,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,percent,CFO,operational
first-capital-financial,First Capital Financial,v6.0,metric_definition,FIRSTCAPITAL-MET-0007,First Capital Financial elapsed time for target process metric 7,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,8,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FIRSTCAPITAL-MET-0007,First Capital Financial elapsed time for target process metric 7,Tracks elapsed time for target process for the priority transformation portfolio.,usd,usd,COO,operational
first-capital-financial,First Capital Financial,v6.0,metric_definition,FIRSTCAPITAL-MET-0008,First Capital Financial open control and governance pressure metric 8,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,9,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FIRSTCAPITAL-MET-0008,First Capital Financial open control and governance pressure metric 8,Tracks open control and governance pressure for the priority transformation portfolio.,percent,percent,CRO,operational
first-capital-financial,First Capital Financial,v6.0,metric_definition,FIRSTCAPITAL-MET-0009,First Capital Financial active usage of changed workflow metric 9,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,10,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FIRSTCAPITAL-MET-0009,First Capital Financial active usage of changed workflow metric 9,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,percent,CIO,operational
first-capital-financial,First Capital Financial,v6.0,metric_definition,FIRSTCAPITAL-MET-0010,First Capital Financial unit cost across served population or customer journey metric 10,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,11,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FIRSTCAPITAL-MET-0010,First Capital Financial unit cost across served population or customer journey metric 10,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,usd,usd,CFO,operational
first-capital-financial,First Capital Financial,v6.0,metric_definition,FIRSTCAPITAL-MET-0011,First Capital Financial benefit realization against committed value metric 11,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,12,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FIRSTCAPITAL-MET-0011,First Capital Financial benefit realization against committed value metric 11,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,percent,CFO,operational
first-capital-financial,First Capital Financial,v6.0,metric_definition,FIRSTCAPITAL-MET-0012,First Capital Financial elapsed time for target process metric 12,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,13,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FIRSTCAPITAL-MET-0012,First Capital Financial elapsed time for target process metric 12,Tracks elapsed time for target process for the priority transformation portfolio.,percent,percent,COO,operational
first-capital-financial,First Capital Financial,v6.0,metric_definition,FIRSTCAPITAL-MET-0013,First Capital Financial open control and governance pressure metric 13,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,14,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FIRSTCAPITAL-MET-0013,First Capital Financial open control and governance pressure metric 13,Tracks open control and governance pressure for the priority transformation portfolio.,usd,usd,CRO,operational
first-capital-financial,First Capital Financial,v6.0,metric_definition,FIRSTCAPITAL-MET-0014,First Capital Financial active usage of changed workflow metric 14,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,15,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FIRSTCAPITAL-MET-0014,First Capital Financial active usage of changed workflow metric 14,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,percent,CIO,operational
first-capital-financial,First Capital Financial,v6.0,metric_definition,FIRSTCAPITAL-MET-0015,First Capital Financial unit cost across served population or customer journey metric 15,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,16,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FIRSTCAPITAL-MET-0015,First Capital Financial unit cost across served population or customer journey metric 15,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,percent,CFO,operational
first-capital-financial,First Capital Financial,v6.0,metric_definition,FIRSTCAPITAL-MET-0016,First Capital Financial benefit realization against committed value metric 16,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,17,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FIRSTCAPITAL-MET-0016,First Capital Financial benefit realization against committed value metric 16,Tracks benefit realization against committed value for the priority transformation portfolio.,usd,usd,CFO,operational
