tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,program_id,business_owner,technology_owner,executive_sponsor,phase,budget_usd,spend_to_date_usd,expected_value_usd,realized_value_usd,value_basis,status,target_date,dependencies,risks,decision_needed
first-capital-financial,Financial Services Demo,v6.0,program_initiative,FC-AI-001,Real-time scam & APP fraud detection,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,2,2026-06-18,2026-01-01,2027-10-21,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-AI-001,Chief Risk Officer,Chief Risk Officer,Chief Risk Officer,ideate,27768800,data_thin:spend_to_date_missing,47000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-10-21,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
first-capital-financial,Financial Services Demo,v6.0,program_initiative,FC-AI-002,AML alert triage & false-positive reduction,v4_synthetic_pack,BSA/AML Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,3,2026-06-18,2026-01-01,2027-12-03,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-AI-002,BSA/AML Officer,BSA/AML Officer,BSA/AML Officer,ideate,4642560,data_thin:spend_to_date_missing,12000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-12-03,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
first-capital-financial,Financial Services Demo,v6.0,program_initiative,FC-AI-003,SAR narrative drafting copilot,v4_synthetic_pack,BSA/AML Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,4,2026-06-18,2026-01-01,2027-05-02,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-AI-003,BSA/AML Officer,BSA/AML Officer,BSA/AML Officer,ideate,13772614,data_thin:spend_to_date_missing,38000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-05-02,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
first-capital-financial,Financial Services Demo,v6.0,program_initiative,FC-AI-004,Contact center next-best-action assist,v4_synthetic_pack,Head of Customer Experience,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,5,2026-06-18,2026-01-01,2027-04-09,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-AI-004,Head of Customer Experience,Head of Customer Experience,Head of Customer Experience,ideate,18376557,data_thin:spend_to_date_missing,41000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-04-09,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
first-capital-financial,Financial Services Demo,v6.0,program_initiative,FC-AI-005,Commercial credit spreading automation,v4_synthetic_pack,Head of Commercial Banking,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,6,2026-06-18,2026-01-01,2027-09-05,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-AI-005,Head of Commercial Banking,Head of Commercial Banking,Head of Commercial Banking,ideate,8967447,data_thin:spend_to_date_missing,27000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-09-05,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
first-capital-financial,Financial Services Demo,v6.0,program_initiative,FC-AI-006,Customer 360 lakehouse foundation,v4_synthetic_pack,Chief Data & Analytics Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,7,2026-06-18,2026-01-01,2027-09-20,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-AI-006,Chief Data & Analytics Officer,Chief Data & Analytics Officer,Chief Data & Analytics Officer,ideate,12569375,data_thin:spend_to_date_missing,30000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-09-20,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
first-capital-financial,Financial Services Demo,v6.0,program_initiative,FC-AI-007,Certified semantic layer for KPIs,v4_synthetic_pack,Chief Data & Analytics Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,8,2026-06-18,2026-01-01,2027-02-23,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-AI-007,Chief Data & Analytics Officer,Chief Data & Analytics Officer,Chief Data & Analytics Officer,design,8574774,data_thin:spend_to_date_missing,17000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-02-23,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
first-capital-financial,Financial Services Demo,v6.0,program_initiative,FC-AI-008,Engineering code-assist productivity,v4_synthetic_pack,Chief Information Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,9,2026-06-18,2026-01-01,2027-06-01,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-AI-008,Chief Information Officer,Chief Information Officer,Chief Information Officer,design,17706000,data_thin:spend_to_date_missing,37000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-06-01,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
first-capital-financial,Financial Services Demo,v6.0,program_initiative,FC-AI-009,Regulatory close & reconciliation automation,v4_synthetic_pack,Chief Financial Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,10,2026-06-18,2026-01-01,2027-07-22,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-AI-009,Chief Financial Officer,Chief Financial Officer,Chief Financial Officer,design,4803082,data_thin:spend_to_date_missing,11000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-07-22,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
first-capital-financial,Financial Services Demo,v6.0,program_initiative,FC-AI-010,Cards dispute & chargeback automation,v4_synthetic_pack,Head of Cards & Payments,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,11,2026-06-18,2026-01-01,2027-03-19,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-AI-010,Head of Cards & Payments,Head of Cards & Payments,Head of Cards & Payments,design,10815184,data_thin:spend_to_date_missing,26000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-03-19,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
first-capital-financial,Financial Services Demo,v6.0,program_initiative,FC-AI-011,Wealth advisor proposal generation,v4_synthetic_pack,Head of Wealth Management,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,12,2026-06-18,2026-01-01,2027-12-14,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-AI-011,Head of Wealth Management,Head of Wealth Management,Head of Wealth Management,design,27478220,data_thin:spend_to_date_missing,43000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-12-14,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
first-capital-financial,Financial Services Demo,v6.0,program_initiative,FC-AI-012,Payments exception repair automation,v4_synthetic_pack,Chief Operating Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,13,2026-06-18,2026-01-01,2027-01-03,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-AI-012,Chief Operating Officer,Chief Operating Officer,Chief Operating Officer,design,7870103,data_thin:spend_to_date_missing,14000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-01-03,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
first-capital-financial,Financial Services Demo,v6.0,program_initiative,FC-AI-013,Credit risk model SR 11-7 evidence automation,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,14,2026-06-18,2026-01-01,2027-11-16,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-AI-013,Chief Risk Officer,Chief Risk Officer,Chief Risk Officer,design,21438344,data_thin:spend_to_date_missing,44000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-11-16,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
