tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,org_unit_id,org_unit_name,leader_role,reports_to_role,decision_rights,owned_systems,owned_processes
first-capital-financial,First Capital Financial,v6.0,org_ownership,FC-IT-001,Office of the CIO,v4_synthetic_pack,Chief Information Officer,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-IT-001,Office of the CIO,Chief Information Officer,data_thin:reports_to_role_missing,technology_leadership,technology_leadership,technology_leadership
first-capital-financial,First Capital Financial,v6.0,org_ownership,FC-IT-002,Core Banking Platforms,v4_synthetic_pack,VP Core Banking,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-IT-002,Core Banking Platforms,VP Core Banking,data_thin:reports_to_role_missing,core_banking,core_banking,core_banking
first-capital-financial,First Capital Financial,v6.0,org_ownership,FC-IT-003,Cards & Payments Technology,v4_synthetic_pack,VP Cards & Payments Tech,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,4,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-IT-003,Cards & Payments Technology,VP Cards & Payments Tech,data_thin:reports_to_role_missing,cards_payments,cards_payments,cards_payments
first-capital-financial,First Capital Financial,v6.0,org_ownership,FC-IT-004,Channels & Digital Engineering,v4_synthetic_pack,VP Digital,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,5,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-IT-004,Channels & Digital Engineering,VP Digital,data_thin:reports_to_role_missing,channels_crm,channels_crm,channels_crm
first-capital-financial,First Capital Financial,v6.0,org_ownership,FC-IT-005,Data Platform & AI Engineering,v4_synthetic_pack,Chief Data & Analytics Officer,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,6,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-IT-005,Data Platform & AI Engineering,Chief Data & Analytics Officer,data_thin:reports_to_role_missing,databricks_aws_lakehouse,databricks_aws_lakehouse,databricks_aws_lakehouse
first-capital-financial,First Capital Financial,v6.0,org_ownership,FC-IT-006,Integration & API Platform,v4_synthetic_pack,VP Integration,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,7,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-IT-006,Integration & API Platform,VP Integration,data_thin:reports_to_role_missing,iso20022_api_eai,iso20022_api_eai,iso20022_api_eai
first-capital-financial,First Capital Financial,v6.0,org_ownership,FC-IT-007,"Risk, Treasury & Finance Systems",v4_synthetic_pack,VP Risk & Finance Tech,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,8,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-IT-007,"Risk, Treasury & Finance Systems",VP Risk & Finance Tech,data_thin:reports_to_role_missing,risk_treasury_erp,risk_treasury_erp,risk_treasury_erp
first-capital-financial,First Capital Financial,v6.0,org_ownership,FC-IT-008,Financial Crimes Technology,v4_synthetic_pack,VP Financial Crimes Tech,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,9,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-IT-008,Financial Crimes Technology,VP Financial Crimes Tech,data_thin:reports_to_role_missing,aml_fraud,aml_fraud,aml_fraud
first-capital-financial,First Capital Financial,v6.0,org_ownership,FC-IT-009,"Cyber, Privacy & Resilience",v4_synthetic_pack,Chief Information Security Officer,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,10,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-IT-009,"Cyber, Privacy & Resilience",Chief Information Security Officer,data_thin:reports_to_role_missing,cyber_privacy,cyber_privacy,cyber_privacy
first-capital-financial,First Capital Financial,v6.0,org_ownership,FC-IT-010,Cloud & Infrastructure,v4_synthetic_pack,VP Infrastructure,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,11,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,FC-IT-010,Cloud & Infrastructure,VP Infrastructure,data_thin:reports_to_role_missing,aws_azure_mainframe_network,aws_azure_mainframe_network,aws_azure_mainframe_network
