tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,evidence_id,evidence_title,evidence_type,source_location,evidence_owner,evidence_confidence
first-capital,Financial Services Demo,v6.0,evidence_source,FC-AI-001,Client servicing record,v4_synthetic_pack,Financial Services Evidence Steward,synthetic_demo,ai-control-tower/T10_evidence-items.csv,2,2026-06-18,2026-01-01,2026-06-17,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-001-EV-1,source-docs/Real_time_scam_APP_fraud_detection_Evidence_SYNTHETIC.md,review_required,section 5.4,FC-AI-001,medium
first-capital,Financial Services Demo,v6.0,evidence_source,FC-AI-002,Payments record,v4_synthetic_pack,Financial Services Evidence Steward,synthetic_demo,ai-control-tower/T10_evidence-items.csv,3,2026-06-18,2026-01-01,2026-06-06,static_snapshot,high,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-002-EV-1,source-docs/AML_alert_triage_false_positive_reduction_Evidence_SYNTHETIC.md,approved,section 4.2,FC-AI-002,high
first-capital,Financial Services Demo,v6.0,evidence_source,FC-AI-003,Advisor productivity record,v4_synthetic_pack,Financial Services Evidence Steward,synthetic_demo,ai-control-tower/T10_evidence-items.csv,4,2026-06-18,2026-01-01,2026-06-03,static_snapshot,high,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-003-EV-1,source-docs/SAR_narrative_drafting_copilot_Evidence_SYNTHETIC.md,approved,section 4.1,FC-AI-003,high
first-capital,Financial Services Demo,v6.0,evidence_source,FC-AI-004,Risk management record,v4_synthetic_pack,Financial Services Evidence Steward,synthetic_demo,ai-control-tower/T10_evidence-items.csv,5,2026-06-18,2026-01-01,2026-06-02,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-004-EV-1,source-docs/Contact_center_next_best_action_assist_Evidence_SYNTHETIC.md,review_required,section 1.3,FC-AI-004,medium
first-capital,Financial Services Demo,v6.0,evidence_source,FC-AI-005,Credit workflow record,v4_synthetic_pack,Financial Services Evidence Steward,synthetic_demo,ai-control-tower/T10_evidence-items.csv,6,2026-06-18,2026-01-01,2026-06-10,static_snapshot,high,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-005-EV-1,source-docs/Commercial_credit_spreading_automation_Evidence_SYNTHETIC.md,approved,section 5.3,FC-AI-005,high
first-capital,Financial Services Demo,v6.0,evidence_source,FC-AI-006,Liquidity management record,v4_synthetic_pack,Financial Services Evidence Steward,synthetic_demo,ai-control-tower/T10_evidence-items.csv,7,2026-06-18,2026-01-01,2026-06-11,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-006-EV-1,source-docs/Customer_360_lakehouse_foundation_Evidence_SYNTHETIC.md,approved,section 1.4,FC-AI-006,medium
first-capital,Financial Services Demo,v6.0,evidence_source,FC-AI-007,Client servicing record,v4_synthetic_pack,Financial Services Evidence Steward,synthetic_demo,ai-control-tower/T10_evidence-items.csv,8,2026-06-18,2026-01-01,2026-06-05,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-007-EV-1,source-docs/Certified_semantic_layer_for_KPIs_Evidence_SYNTHETIC.md,review_required,section 2.3,FC-AI-007,medium
first-capital,Financial Services Demo,v6.0,evidence_source,FC-AI-008,Payments record,v4_synthetic_pack,Financial Services Evidence Steward,synthetic_demo,ai-control-tower/T10_evidence-items.csv,9,2026-06-18,2026-01-01,2026-06-11,static_snapshot,high,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-008-EV-1,source-docs/Engineering_code_assist_productivity_Evidence_SYNTHETIC.md,review_required,section 3.2,FC-AI-008,high
first-capital,Financial Services Demo,v6.0,evidence_source,FC-AI-009,Advisor productivity record,v4_synthetic_pack,Financial Services Evidence Steward,synthetic_demo,ai-control-tower/T10_evidence-items.csv,10,2026-06-18,2026-01-01,2026-06-04,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-009-EV-1,source-docs/Regulatory_close_reconciliation_automation_Evidence_SYNTHETIC.md,approved,section 2.4,FC-AI-009,medium
first-capital,Financial Services Demo,v6.0,evidence_source,FC-AI-010,Risk management record,v4_synthetic_pack,Financial Services Evidence Steward,synthetic_demo,ai-control-tower/T10_evidence-items.csv,11,2026-06-18,2026-01-01,2026-06-12,static_snapshot,high,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-010-EV-1,source-docs/Cards_dispute_chargeback_automation_Evidence_SYNTHETIC.md,review_required,section 2.4,FC-AI-010,high
