tenant_key,entity_id,entity_name,entity_short_name,entity_scope,parent_entity_id,parent_entity_name,spend_id,amount_usd,spend_category,spend_type,run_change,spend_owner,committed_vs_discretionary,value_linkage,unit_economics,mapped_initiative_ref,funding_decision_status,value_evidence_status,data_provider_name,data_provider_role,source_artifact_type,source_artifact_name,capture_method,extraction_method,generated_by,validated_by,source_validation_status,source_as_of_date,known_gaps
skyharbor-air,SHA-AIR,SkyHarbor Air,SkyHarbor,enterprise,,,SHA-SPEND-001,,ops_technology_resource_count,resource_count,planning,Airline Operations Technology,not_loaded,96 analytics/technology resources modeled for planning; client source owner must validate.,resource_count,,baseline_required,not_quantified,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,skyharbor-air-v6-v7-upgrade-candidate-20260710,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-10,"Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded."
skyharbor-air,SHA-AIR,SkyHarbor Air,SkyHarbor,enterprise,,,SHA-SPEND-002,,maintenance_share,work_mix,run,Airline Operations Technology,not_loaded,Roughly 72 percent maintenance / run support mix modeled for planning.,work_mix,,baseline_required,not_quantified,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,skyharbor-air-v6-v7-upgrade-candidate-20260710,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-10,"Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded."
skyharbor-air,SHA-AIR,SkyHarbor Air,SkyHarbor,enterprise,,,SHA-SPEND-003,,net_new_share,work_mix,planning,Airline Operations Technology,not_loaded,Roughly 28 percent net-new modernization capacity modeled for planning.,work_mix,,baseline_required,not_quantified,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,skyharbor-air-v6-v7-upgrade-candidate-20260710,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-10,"Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded."
skyharbor-air,SHA-AIR,SkyHarbor Air,SkyHarbor,enterprise,,,SHA-SPEND-004,,value_hypothesis,baseline_required,planning,Operations,not_loaded,"Frame IROPS AI as a human-in-loop decision support candidate only after recovery baselines, operational event lineage, crew legality controls, and customer service evidence are validated; quantify after Finance and Operations sign off.",baseline_required,SHA-MOVE-001,baseline_required,not_quantified,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,skyharbor-air-v6-v7-upgrade-candidate-20260710,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-10,"Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded."
skyharbor-air,SHA-AIR,SkyHarbor Air,SkyHarbor,enterprise,,,SHA-SPEND-005,,value_hypothesis,baseline_required,planning,Crew Operations,not_loaded,"Use crew recovery decision support as a controlled workflow redesign candidate; quantify only after legality, reserve, hotel, and mobile acknowledgement baselines are loaded and reviewed.",baseline_required,SHA-MOVE-002,baseline_required,not_quantified,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,skyharbor-air-v6-v7-upgrade-candidate-20260710,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-10,"Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded."
skyharbor-air,SHA-AIR,SkyHarbor Air,SkyHarbor,enterprise,,,SHA-SPEND-006,,value_hypothesis,baseline_required,planning,Customer Operations,not_loaded,"Improve customer recovery only after identity, consent, PSS boundary, and notification outcome evidence are approved; quantify after baseline contact containment and reaccommodation SLA metrics are loaded.",baseline_required,SHA-MOVE-003,baseline_required,not_quantified,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,skyharbor-air-v6-v7-upgrade-candidate-20260710,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-10,"Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded."
skyharbor-air,SHA-AIR,SkyHarbor Air,SkyHarbor,enterprise,,,SHA-SPEND-007,,value_hypothesis,baseline_required,planning,Technology,not_loaded,"Sequence modernization through dependency mapping and strangler/API exposure only after interface inventory, incident/change evidence, settlement constraints, and rollback plan are validated; quantify after risk and run-cost baselines are loaded.",baseline_required,SHA-MOVE-004,baseline_required,not_quantified,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,skyharbor-air-v6-v7-upgrade-candidate-20260710,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-10,"Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded."
skyharbor-air,SHA-AIR,SkyHarbor Air,SkyHarbor,enterprise,,,SHA-SPEND-008,,value_hypothesis,baseline_required,planning,Finance,not_loaded,"Tower should track IROPS outcomes as proxy metrics until Finance, Operations, and Technology approve cost baselines, metric definitions, vendor linkage, and adoption evidence; quantify only after those gates pass.",baseline_required,SHA-MOVE-005,baseline_required,not_quantified,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,skyharbor-air-v6-v7-upgrade-candidate-20260710,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-10,"Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded."
skyharbor-air,SHA-AIR,SkyHarbor Air,SkyHarbor,enterprise,,,SHA-SPEND-009,,value_hypothesis,baseline_required,planning,Technology,not_loaded,"Treat airline AI data foundation as a prerequisite Move; quantify only after source lineage, quality rules, owner signoff, and AI consumption controls are loaded and validated.",baseline_required,SHA-MOVE-006,baseline_required,not_quantified,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,skyharbor-air-v6-v7-upgrade-candidate-20260710,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-10,"Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded."
skyharbor-air,SHA-AIR,SkyHarbor Air,SkyHarbor,enterprise,,,SHA-SPEND-010,,value_hypothesis,baseline_required,planning,Finance,not_loaded,"Use vendor and AMS economics only as a sourcing/readiness frame until contract values, support-scope evidence, run/change split, and renewal terms are loaded; quantify after procurement and finance signoff.",baseline_required,SHA-MOVE-007,baseline_required,not_quantified,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,skyharbor-air-v6-v7-upgrade-candidate-20260710,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-10,"Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded."
