move_id,move_name,finding_id,source_system,data_domain,current_state_finding,business_implication,recommended_next_step,evidence_refs,not_allowed_claims,confidence
SHA-MOVE-001,IROPS AI recovery cockpit,SHA-MOVE-001-F1,OCC disruption management console,disruption events,OCC disruption management console and disruption events evidence show a blocker for IROPS AI recovery cockpit: No approved disruption recovery baseline.,Operations cannot treat disruption events as decision-grade for IROPS AI recovery cockpit until no approved disruption recovery baseline is closed with named evidence.,"For IROPS AI recovery cockpit, collect disruption events lineage/control evidence from OCC disruption management console and assign a steward before phase advancement.",SHA-EVID-001; OCC disruption management console; disruption events,Do not claim IROPS AI is production-ready. | Do not claim autonomous recovery decisions. | Do not claim disruption cost savings or OTP lift.,medium
SHA-MOVE-001,IROPS AI recovery cockpit,SHA-MOVE-001-F2,Flight operations dispatch platform,flight status,Flight operations dispatch platform and flight status evidence show a blocker for IROPS AI recovery cockpit: No certified operational event spine.,Operations cannot treat flight status as decision-grade for IROPS AI recovery cockpit until no certified operational event spine is closed with named evidence.,"For IROPS AI recovery cockpit, collect flight status lineage/control evidence from Flight operations dispatch platform and assign a steward before phase advancement.",SHA-EVID-001; Flight operations dispatch platform; flight status,Do not claim IROPS AI is production-ready. | Do not claim autonomous recovery decisions. | Do not claim disruption cost savings or OTP lift.,medium
SHA-MOVE-001,IROPS AI recovery cockpit,SHA-MOVE-001-F3,Crew scheduling and legality platform,crew legality,Crew scheduling and legality platform and crew legality evidence show a blocker for IROPS AI recovery cockpit: Crew legality control evidence not loaded.,Operations cannot treat crew legality as decision-grade for IROPS AI recovery cockpit until crew legality control evidence not loaded is closed with named evidence.,"For IROPS AI recovery cockpit, collect crew legality lineage/control evidence from Crew scheduling and legality platform and assign a steward before phase advancement.",SHA-EVID-001; Crew scheduling and legality platform; crew legality,Do not claim IROPS AI is production-ready. | Do not claim autonomous recovery decisions. | Do not claim disruption cost savings or OTP lift.,medium
SHA-MOVE-001,IROPS AI recovery cockpit,SHA-MOVE-001-F4,Passenger service system,customer reaccommodation,Passenger service system and customer reaccommodation evidence show a blocker for IROPS AI recovery cockpit: Customer reaccommodation SLA not validated.,Operations cannot treat customer reaccommodation as decision-grade for IROPS AI recovery cockpit until customer reaccommodation sla not validated is closed with named evidence.,"For IROPS AI recovery cockpit, collect customer reaccommodation lineage/control evidence from Passenger service system and assign a steward before phase advancement.",SHA-EVID-001; Passenger service system; customer reaccommodation,Do not claim IROPS AI is production-ready. | Do not claim autonomous recovery decisions. | Do not claim disruption cost savings or OTP lift.,medium
SHA-MOVE-002,Crew recovery decision support,SHA-MOVE-002-F1,Crew scheduling and legality platform,crew pairings,Crew scheduling and legality platform and crew pairings evidence show a blocker for Crew recovery decision support: Legality rules owner not signed off.,Crew Operations cannot treat crew pairings as decision-grade for Crew recovery decision support until legality rules owner not signed off is closed with named evidence.,"For Crew recovery decision support, collect crew pairings lineage/control evidence from Crew scheduling and legality platform and assign a steward before phase advancement.",SHA-EVID-001; Crew scheduling and legality platform; crew pairings,Do not claim crew legality automation is live. | Do not claim crew disruption savings. | Do not bypass human approval or union/legal constraints.,medium
SHA-MOVE-002,Crew recovery decision support,SHA-MOVE-002-F2,OCC disruption management console,legality constraints,OCC disruption management console and legality constraints evidence show a blocker for Crew recovery decision support: Crew mobile feedback not loaded.,Crew Operations cannot treat legality constraints as decision-grade for Crew recovery decision support until crew mobile feedback not loaded is closed with named evidence.,"For Crew recovery decision support, collect legality constraints lineage/control evidence from OCC disruption management console and assign a steward before phase advancement.",SHA-EVID-001; OCC disruption management console; legality constraints,Do not claim crew legality automation is live. | Do not claim crew disruption savings. | Do not bypass human approval or union/legal constraints.,medium
SHA-MOVE-002,Crew recovery decision support,SHA-MOVE-002-F3,IBM MQ / integration backbone,reserve assignment,IBM MQ / integration backbone and reserve assignment evidence show a blocker for Crew recovery decision support: Human approval workflow not evidenced.,Crew Operations cannot treat reserve assignment as decision-grade for Crew recovery decision support until human approval workflow not evidenced is closed with named evidence.,"For Crew recovery decision support, collect reserve assignment lineage/control evidence from IBM MQ / integration backbone and assign a steward before phase advancement.",SHA-EVID-001; IBM MQ / integration backbone; reserve assignment,Do not claim crew legality automation is live. | Do not claim crew disruption savings. | Do not bypass human approval or union/legal constraints.,medium
SHA-MOVE-002,Crew recovery decision support,SHA-MOVE-002-F4,Airline operations data lake candidate,hotel transport,Airline operations data lake candidate and hotel transport evidence show a blocker for Crew recovery decision support: Data freshness SLA not loaded.,Crew Operations cannot treat hotel transport as decision-grade for Crew recovery decision support until data freshness sla not loaded is closed with named evidence.,"For Crew recovery decision support, collect hotel transport lineage/control evidence from Airline operations data lake candidate and assign a steward before phase advancement.",SHA-EVID-001; Airline operations data lake candidate; hotel transport,Do not claim crew legality automation is live. | Do not claim crew disruption savings. | Do not bypass human approval or union/legal constraints.,medium
SHA-MOVE-003,Customer reaccommodation and notification assist,SHA-MOVE-003-F1,Passenger service system,PNR state,Passenger service system and PNR state evidence show a blocker for Customer reaccommodation and notification assist: Customer identity and consent evidence not loaded.,Customer Operations cannot treat PNR state as decision-grade for Customer reaccommodation and notification assist until customer identity and consent evidence not loaded is closed with named evidence.,"For Customer reaccommodation and notification assist, collect PNR state lineage/control evidence from Passenger service system and assign a steward before phase advancement.",SHA-EVID-001; Passenger service system; PNR state,Do not claim customer experience lift. | Do not claim notifications are optimized. | Do not invent loyalty or PNR facts.,medium
SHA-MOVE-003,Customer reaccommodation and notification assist,SHA-MOVE-003-F2,Salesforce customer service platform,customer contact history,Salesforce customer service platform and customer contact history evidence show a blocker for Customer reaccommodation and notification assist: Notification outcome baseline not loaded.,Customer Operations cannot treat customer contact history as decision-grade for Customer reaccommodation and notification assist until notification outcome baseline not loaded is closed with named evidence.,"For Customer reaccommodation and notification assist, collect customer contact history lineage/control evidence from Salesforce customer service platform and assign a steward before phase advancement.",SHA-EVID-001; Salesforce customer service platform; customer contact history,Do not claim customer experience lift. | Do not claim notifications are optimized. | Do not invent loyalty or PNR facts.,medium
