app_id,name,criticality,business_unit_id,stack_era,time_classification,annual_run_cost_usd,ams_vendor,notes
SHA-Z-001,Passenger Name Record Core,tier1,PSS,mainframe,tolerate,9500000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-002,Ticketing Exchange Engine,tier1,DCS,mainframe,invest,9920000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-003,Departure Control Closeout,tier1,crew,mainframe,invest,10340000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-004,Crew Legality Solver,tier1,IROPs,mainframe,invest,10760000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-005,IROPs Reaccommodation Rules,tier1,loyalty,mainframe,invest,11180000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-006,Loyalty Accrual Core,tier1,revenue_accounting,mainframe,migrate,11600000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-007,Revenue Accounting Batch,tier1,settlement,mainframe,tolerate,12020000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-008,Interline Settlement,tier1,cargo,mainframe,invest,12440000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-009,Baggage WorldTracer Bridge,tier1,MRO,mainframe,invest,12860000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-010,Cargo Capacity Rating,tier1,finance_batch,mainframe,invest,13280000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-011,Flight Disruption Notifications,tier2,PSS,mainframe,migrate,13700000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-012,Ancillary Fee Posting,tier2,DCS,mainframe,invest,14120000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-013,Airport Load Control,tier2,crew,mainframe,tolerate,14540000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-014,Schedule Publication Hub,tier2,IROPs,mainframe,invest,14960000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-015,Aircraft Rotation Optimizer,tier2,loyalty,mainframe,invest,15380000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-016,Maintenance Deferral Interface,tier2,revenue_accounting,mainframe,migrate,15800000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-017,Contact Center Profile Lookup,tier2,settlement,mainframe,invest,16220000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-018,Fraud and Chargeback Batch,tier2,cargo,mainframe,invest,16640000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-019,Partner Airline Settlement,tier2,MRO,mainframe,tolerate,17060000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-020,Corporate Sales Contracting,tier3,finance_batch,mainframe,invest,17480000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-021,Gate Agent Transaction Host,tier3,PSS,mainframe,migrate,17900000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-022,Seat Inventory Protection,tier3,DCS,mainframe,invest,18320000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-023,Customer Service Voucher Engine,tier3,crew,mainframe,invest,18740000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-024,International Tax Proration,tier3,IROPs,mainframe,invest,19160000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-025,Crew Payroll Feeds,tier3,loyalty,mainframe,tolerate,19580000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-026,Fuel Hedging Settlement,tier3,revenue_accounting,mainframe,migrate,20000000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-027,Aircraft Lease Accounting,tier3,settlement,mainframe,invest,20420000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-Z-028,Regulatory Reporting Batch,tier3,cargo,mainframe,invest,20840000,IBM,S03_MAINFRAME_INVENTORY source=source_uploads/mainframe_inventory_current_state.xlsx
SHA-AWS-001,Loyalty Wallet Service AWS Control Plane,tier1,customer,cloud-native,migrate,1200000,AWS Professional Services,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-002,Customer Profile Golden Record AWS API,tier1,operations,hybrid,invest,1380000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-003,Mobile Check-In Service AWS Worker,tier1,loyalty,hybrid,invest,1560000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-004,Bag Tag Digital Service AWS Data Product,tier1,data,cloud-native,invest,1740000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-005,Customer Preference Service AWS Event Service,tier1,security,hybrid,invest,1920000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-006,Airport Kiosk API Wrapper AWS Control Plane,tier1,customer,hybrid,invest,2100000,AWS Professional Services,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-007,Disruption Messaging Service AWS API,tier1,operations,cloud-native,invest,2280000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-008,Loyalty Offers Engine AWS Worker,tier1,loyalty,hybrid,invest,2460000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-009,Payment Token Vault AWS Data Product,tier1,data,hybrid,migrate,2640000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-010,Digital Receipt Service AWS Event Service,tier1,security,cloud-native,invest,2820000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-011,Partner Status API AWS Control Plane,tier1,customer,hybrid,invest,3000000,AWS Professional Services,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-012,Customer Consent Service AWS API,tier1,operations,hybrid,invest,3180000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-013,Cargo Quote API AWS Worker,tier1,loyalty,cloud-native,invest,3360000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-014,Operations Event Stream AWS Data Product,tier1,data,hybrid,invest,3540000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-015,Aircraft Tail Assignment API AWS Event Service,tier1,security,hybrid,invest,3720000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-016,Maintenance Alert Broker AWS Control Plane,tier1,customer,cloud-native,invest,3900000,AWS Professional Services,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-017,Data Product Catalog AWS API,tier2,operations,hybrid,migrate,4080000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-018,Revenue Management Sandbox AWS Worker,tier2,loyalty,hybrid,invest,4260000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-019,Crew Pairing Read Replica AWS Data Product,tier2,data,cloud-native,invest,4440000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-020,Loyalty Wallet Service AWS Event Service,tier2,security,hybrid,invest,4620000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-021,Customer Profile Golden Record AWS Control Plane,tier2,customer,hybrid,invest,4800000,AWS Professional Services,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-022,Mobile Check-In Service AWS API,tier2,operations,cloud-native,invest,4980000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-023,Bag Tag Digital Service AWS Worker,tier2,loyalty,hybrid,invest,5160000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-024,Customer Preference Service AWS Data Product,tier2,data,hybrid,invest,5340000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-025,Airport Kiosk API Wrapper AWS Event Service,tier2,security,cloud-native,migrate,5520000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-026,Disruption Messaging Service AWS Control Plane,tier2,customer,hybrid,invest,5700000,AWS Professional Services,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-027,Loyalty Offers Engine AWS API,tier2,operations,hybrid,invest,5880000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-028,Payment Token Vault AWS Worker,tier2,loyalty,cloud-native,invest,6060000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-029,Digital Receipt Service AWS Data Product,tier2,data,hybrid,invest,6240000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-030,Partner Status API AWS Event Service,tier2,security,hybrid,invest,6420000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-031,Customer Consent Service AWS Control Plane,tier2,customer,cloud-native,invest,6600000,AWS Professional Services,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-032,Cargo Quote API AWS API,tier2,operations,hybrid,invest,6780000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-033,Operations Event Stream AWS Worker,tier2,loyalty,hybrid,migrate,6960000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-034,Aircraft Tail Assignment API AWS Data Product,tier2,data,cloud-native,invest,7140000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-035,Maintenance Alert Broker AWS Event Service,tier2,security,hybrid,invest,7320000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-036,Data Product Catalog AWS Control Plane,tier2,customer,hybrid,invest,7500000,AWS Professional Services,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-037,Revenue Management Sandbox AWS API,tier2,operations,cloud-native,invest,7680000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-038,Crew Pairing Read Replica AWS Worker,tier2,loyalty,hybrid,invest,7860000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-039,Loyalty Wallet Service AWS Data Product,tier2,data,hybrid,invest,8040000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-040,Customer Profile Golden Record AWS Event Service,tier2,security,cloud-native,invest,8220000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-041,Mobile Check-In Service AWS Control Plane,tier3,customer,hybrid,migrate,8400000,AWS Professional Services,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-042,Bag Tag Digital Service AWS API,tier3,operations,hybrid,invest,8580000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-043,Customer Preference Service AWS Worker,tier3,loyalty,cloud-native,invest,8760000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-044,Airport Kiosk API Wrapper AWS Data Product,tier3,data,hybrid,invest,8940000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-045,Disruption Messaging Service AWS Event Service,tier3,security,hybrid,invest,9120000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-046,Loyalty Offers Engine AWS Control Plane,tier3,customer,cloud-native,invest,9300000,AWS Professional Services,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-047,Payment Token Vault AWS API,tier3,operations,hybrid,invest,9480000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-048,Digital Receipt Service AWS Worker,tier3,loyalty,hybrid,invest,9660000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-049,Partner Status API AWS Data Product,tier3,data,cloud-native,migrate,9840000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-050,Customer Consent Service AWS Event Service,tier3,security,hybrid,invest,10020000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-051,Cargo Quote API AWS Control Plane,tier3,customer,hybrid,invest,10200000,AWS Professional Services,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-052,Operations Event Stream AWS API,tier3,operations,cloud-native,invest,10380000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-053,Aircraft Tail Assignment API AWS Worker,tier3,loyalty,hybrid,invest,10560000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-054,Maintenance Alert Broker AWS Data Product,tier3,data,hybrid,invest,10740000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-055,Data Product Catalog AWS Event Service,tier3,security,cloud-native,invest,10920000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-056,Revenue Management Sandbox AWS Control Plane,tier3,customer,hybrid,invest,11100000,AWS Professional Services,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-057,Crew Pairing Read Replica AWS API,tier3,operations,hybrid,migrate,11280000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-058,Loyalty Wallet Service AWS Worker,tier3,loyalty,cloud-native,invest,11460000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-059,Customer Profile Golden Record AWS Data Product,tier3,data,hybrid,invest,11640000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-060,Mobile Check-In Service AWS Event Service,tier3,security,hybrid,invest,11820000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-061,Bag Tag Digital Service AWS Control Plane,tier3,customer,cloud-native,invest,12000000,AWS Professional Services,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-062,Customer Preference Service AWS API,tier3,operations,hybrid,invest,12180000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-063,Airport Kiosk API Wrapper AWS Worker,tier3,loyalty,hybrid,invest,12360000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
SHA-AWS-064,Disruption Messaging Service AWS Data Product,tier3,data,cloud-native,invest,12540000,Internal AWS Platform,S04_AWS_NATIVE_ESTATE source=source_uploads/aws_service_inventory.csv
