tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,data_asset_id,data_asset_name,data_owner,system_of_record,lineage,consumers,quality_score,governance_status
skyharbor-air,SkyHarbor Air Group,v6.0,data_asset_integration,DP-00001,data_asset_integration record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:data_owner_missing|data_thin:system_of_record_missing|data_thin:lineage_missing|data_thin:consumers_missing|data_thin:quality_score_missing|data_thin:governance_status_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,DP-00001,data_asset_integration record,data_thin:data_owner_missing,data_thin:system_of_record_missing,data_thin:lineage_missing,data_thin:consumers_missing,data_thin:quality_score_missing,data_thin:governance_status_missing
skyharbor-air,SkyHarbor Air Group,v6.0,data_asset_integration,DP-00002,data_asset_integration record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:data_owner_missing|data_thin:system_of_record_missing|data_thin:lineage_missing|data_thin:consumers_missing|data_thin:quality_score_missing|data_thin:governance_status_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,DP-00002,data_asset_integration record,data_thin:data_owner_missing,data_thin:system_of_record_missing,data_thin:lineage_missing,data_thin:consumers_missing,data_thin:quality_score_missing,data_thin:governance_status_missing
skyharbor-air,SkyHarbor Air Group,v6.0,data_asset_integration,DP-00003,data_asset_integration record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,4,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:data_owner_missing|data_thin:system_of_record_missing|data_thin:lineage_missing|data_thin:consumers_missing|data_thin:quality_score_missing|data_thin:governance_status_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,DP-00003,data_asset_integration record,data_thin:data_owner_missing,data_thin:system_of_record_missing,data_thin:lineage_missing,data_thin:consumers_missing,data_thin:quality_score_missing,data_thin:governance_status_missing
skyharbor-air,SkyHarbor Air Group,v6.0,data_asset_integration,DP-00004,data_asset_integration record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,5,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:data_owner_missing|data_thin:system_of_record_missing|data_thin:lineage_missing|data_thin:consumers_missing|data_thin:quality_score_missing|data_thin:governance_status_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,DP-00004,data_asset_integration record,data_thin:data_owner_missing,data_thin:system_of_record_missing,data_thin:lineage_missing,data_thin:consumers_missing,data_thin:quality_score_missing,data_thin:governance_status_missing
skyharbor-air,SkyHarbor Air Group,v6.0,data_asset_integration,DP-00005,data_asset_integration record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,6,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:data_owner_missing|data_thin:system_of_record_missing|data_thin:lineage_missing|data_thin:consumers_missing|data_thin:quality_score_missing|data_thin:governance_status_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,DP-00005,data_asset_integration record,data_thin:data_owner_missing,data_thin:system_of_record_missing,data_thin:lineage_missing,data_thin:consumers_missing,data_thin:quality_score_missing,data_thin:governance_status_missing
skyharbor-air,SkyHarbor Air Group,v6.0,data_asset_integration,DP-00006,data_asset_integration record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,7,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:data_owner_missing|data_thin:system_of_record_missing|data_thin:lineage_missing|data_thin:consumers_missing|data_thin:quality_score_missing|data_thin:governance_status_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,DP-00006,data_asset_integration record,data_thin:data_owner_missing,data_thin:system_of_record_missing,data_thin:lineage_missing,data_thin:consumers_missing,data_thin:quality_score_missing,data_thin:governance_status_missing
skyharbor-air,SkyHarbor Air Group,v6.0,data_asset_integration,DP-00007,data_asset_integration record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,8,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:data_owner_missing|data_thin:system_of_record_missing|data_thin:lineage_missing|data_thin:consumers_missing|data_thin:quality_score_missing|data_thin:governance_status_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,DP-00007,data_asset_integration record,data_thin:data_owner_missing,data_thin:system_of_record_missing,data_thin:lineage_missing,data_thin:consumers_missing,data_thin:quality_score_missing,data_thin:governance_status_missing
skyharbor-air,SkyHarbor Air Group,v6.0,data_asset_integration,DP-00008,data_asset_integration record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,9,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:data_owner_missing|data_thin:system_of_record_missing|data_thin:lineage_missing|data_thin:consumers_missing|data_thin:quality_score_missing|data_thin:governance_status_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,DP-00008,data_asset_integration record,data_thin:data_owner_missing,data_thin:system_of_record_missing,data_thin:lineage_missing,data_thin:consumers_missing,data_thin:quality_score_missing,data_thin:governance_status_missing
skyharbor-air,SkyHarbor Air Group,v6.0,data_asset_integration,DP-00009,data_asset_integration record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,10,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:data_owner_missing|data_thin:system_of_record_missing|data_thin:lineage_missing|data_thin:consumers_missing|data_thin:quality_score_missing|data_thin:governance_status_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,DP-00009,data_asset_integration record,data_thin:data_owner_missing,data_thin:system_of_record_missing,data_thin:lineage_missing,data_thin:consumers_missing,data_thin:quality_score_missing,data_thin:governance_status_missing
skyharbor-air,SkyHarbor Air Group,v6.0,data_asset_integration,DP-00010,data_asset_integration record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,11,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:data_owner_missing|data_thin:system_of_record_missing|data_thin:lineage_missing|data_thin:consumers_missing|data_thin:quality_score_missing|data_thin:governance_status_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,DP-00010,data_asset_integration record,data_thin:data_owner_missing,data_thin:system_of_record_missing,data_thin:lineage_missing,data_thin:consumers_missing,data_thin:quality_score_missing,data_thin:governance_status_missing
