tenant_key,entity_id,entity_name,entity_short_name,entity_scope,parent_entity_id,parent_entity_name,data_asset_id,data_asset_name,system_of_record,integration_type,data_owner,data_steward,refresh_frequency,data_quality_status,lineage_status,ai_consumption_readiness,business_question_supported,minimum_validation_needed,data_provider_name,data_provider_role,source_artifact_type,source_artifact_name,capture_method,extraction_method,generated_by,validated_by,source_validation_status,source_as_of_date,known_gaps
skyharbor-air,SHA-AIR,SkyHarbor Air,SkyHarbor,enterprise,,,SHA-DATA-001,IROPS AI recovery cockpit: disruption events,OCC disruption management console,current_extract_or_target_lakehouse,owner_to_confirm_in_workshop,not_loaded,not_loaded,not_scored,OCC disruption management console + Flight operations dispatch platform + Crew scheduling and legality platform + Passenger service system + Airline operations data lake candidate -> current extracts/marts -> governed lakehouse target not certified,not_ready,Operations; CTO; accountable business owner,No approved disruption recovery baseline; No certified operational event spine; Crew legality control evidence not loaded; Customer reaccommodation SLA not validated,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,skyharbor-air-v6-v7-upgrade-candidate-20260710,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-10,"Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded."
skyharbor-air,SHA-AIR,SkyHarbor Air,SkyHarbor,enterprise,,,SHA-DATA-002,IROPS AI recovery cockpit: flight status,Flight operations dispatch platform,current_extract_or_target_lakehouse,owner_to_confirm_in_workshop,not_loaded,not_loaded,not_scored,OCC disruption management console + Flight operations dispatch platform + Crew scheduling and legality platform + Passenger service system + Airline operations data lake candidate -> current extracts/marts -> governed lakehouse target not certified,not_ready,Operations; CTO; accountable business owner,No approved disruption recovery baseline; No certified operational event spine; Crew legality control evidence not loaded; Customer reaccommodation SLA not validated,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,skyharbor-air-v6-v7-upgrade-candidate-20260710,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-10,"Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded."
skyharbor-air,SHA-AIR,SkyHarbor Air,SkyHarbor,enterprise,,,SHA-DATA-003,IROPS AI recovery cockpit: crew legality,Crew scheduling and legality platform,current_extract_or_target_lakehouse,owner_to_confirm_in_workshop,not_loaded,not_loaded,not_scored,OCC disruption management console + Flight operations dispatch platform + Crew scheduling and legality platform + Passenger service system + Airline operations data lake candidate -> current extracts/marts -> governed lakehouse target not certified,not_ready,Operations; CTO; accountable business owner,No approved disruption recovery baseline; No certified operational event spine; Crew legality control evidence not loaded; Customer reaccommodation SLA not validated,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,skyharbor-air-v6-v7-upgrade-candidate-20260710,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-10,"Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded."
skyharbor-air,SHA-AIR,SkyHarbor Air,SkyHarbor,enterprise,,,SHA-DATA-004,IROPS AI recovery cockpit: customer reaccommodation,Passenger service system,current_extract_or_target_lakehouse,owner_to_confirm_in_workshop,not_loaded,not_loaded,not_scored,OCC disruption management console + Flight operations dispatch platform + Crew scheduling and legality platform + Passenger service system + Airline operations data lake candidate -> current extracts/marts -> governed lakehouse target not certified,not_ready,Operations; CTO; accountable business owner,No approved disruption recovery baseline; No certified operational event spine; Crew legality control evidence not loaded; Customer reaccommodation SLA not validated,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,skyharbor-air-v6-v7-upgrade-candidate-20260710,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-10,"Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded."
skyharbor-air,SHA-AIR,SkyHarbor Air,SkyHarbor,enterprise,,,SHA-DATA-005,IROPS AI recovery cockpit: station actions,Airline operations data lake candidate,current_extract_or_target_lakehouse,owner_to_confirm_in_workshop,not_loaded,not_loaded,not_scored,OCC disruption management console + Flight operations dispatch platform + Crew scheduling and legality platform + Passenger service system + Airline operations data lake candidate -> current extracts/marts -> governed lakehouse target not certified,not_ready,Operations; CTO; accountable business owner,No approved disruption recovery baseline; No certified operational event spine; Crew legality control evidence not loaded; Customer reaccommodation SLA not validated,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,skyharbor-air-v6-v7-upgrade-candidate-20260710,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-10,"Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded."
skyharbor-air,SHA-AIR,SkyHarbor Air,SkyHarbor,enterprise,,,SHA-DATA-006,Crew recovery decision support: crew pairings,Crew scheduling and legality platform,current_extract_or_target_lakehouse,owner_to_confirm_in_workshop,not_loaded,not_loaded,not_scored,Crew scheduling and legality platform + OCC disruption management console + IBM MQ / integration backbone + Airline operations data lake candidate -> current extracts/marts -> governed lakehouse target not certified,requires_validation,Crew Operations; CTO; accountable business owner,Legality rules owner not signed off; Crew mobile feedback not loaded; Human approval workflow not evidenced; Data freshness SLA not loaded,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,skyharbor-air-v6-v7-upgrade-candidate-20260710,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-10,"Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded."
skyharbor-air,SHA-AIR,SkyHarbor Air,SkyHarbor,enterprise,,,SHA-DATA-007,Crew recovery decision support: legality constraints,OCC disruption management console,current_extract_or_target_lakehouse,owner_to_confirm_in_workshop,not_loaded,not_loaded,not_scored,Crew scheduling and legality platform + OCC disruption management console + IBM MQ / integration backbone + Airline operations data lake candidate -> current extracts/marts -> governed lakehouse target not certified,requires_validation,Crew Operations; CTO; accountable business owner,Legality rules owner not signed off; Crew mobile feedback not loaded; Human approval workflow not evidenced; Data freshness SLA not loaded,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,skyharbor-air-v6-v7-upgrade-candidate-20260710,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-10,"Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded."
skyharbor-air,SHA-AIR,SkyHarbor Air,SkyHarbor,enterprise,,,SHA-DATA-008,Crew recovery decision support: reserve assignment,IBM MQ / integration backbone,current_extract_or_target_lakehouse,owner_to_confirm_in_workshop,not_loaded,not_loaded,not_scored,Crew scheduling and legality platform + OCC disruption management console + IBM MQ / integration backbone + Airline operations data lake candidate -> current extracts/marts -> governed lakehouse target not certified,requires_validation,Crew Operations; CTO; accountable business owner,Legality rules owner not signed off; Crew mobile feedback not loaded; Human approval workflow not evidenced; Data freshness SLA not loaded,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,skyharbor-air-v6-v7-upgrade-candidate-20260710,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-10,"Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded."
skyharbor-air,SHA-AIR,SkyHarbor Air,SkyHarbor,enterprise,,,SHA-DATA-009,Crew recovery decision support: hotel transport,Airline operations data lake candidate,current_extract_or_target_lakehouse,owner_to_confirm_in_workshop,not_loaded,not_loaded,not_scored,Crew scheduling and legality platform + OCC disruption management console + IBM MQ / integration backbone + Airline operations data lake candidate -> current extracts/marts -> governed lakehouse target not certified,requires_validation,Crew Operations; CTO; accountable business owner,Legality rules owner not signed off; Crew mobile feedback not loaded; Human approval workflow not evidenced; Data freshness SLA not loaded,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,skyharbor-air-v6-v7-upgrade-candidate-20260710,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-10,"Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded."
skyharbor-air,SHA-AIR,SkyHarbor Air,SkyHarbor,enterprise,,,SHA-DATA-010,Crew recovery decision support: crew mobile acknowledgements,Crew scheduling and legality platform,current_extract_or_target_lakehouse,owner_to_confirm_in_workshop,not_loaded,not_loaded,not_scored,Crew scheduling and legality platform + OCC disruption management console + IBM MQ / integration backbone + Airline operations data lake candidate -> current extracts/marts -> governed lakehouse target not certified,requires_validation,Crew Operations; CTO; accountable business owner,Legality rules owner not signed off; Crew mobile feedback not loaded; Human approval workflow not evidenced; Data freshness SLA not loaded,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,skyharbor-air-v6-v7-upgrade-candidate-20260710,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-10,"Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded."
