tenant_key,source_file,source_row,source_record_id,source_label,view,amount_type,basis,period,amount_usd,is_rollup_of,component_of,formula,formula_version,value_source,reconciles_to_view,reconciles_to_record_id,reconciliation_envelope_usd,notes
apex-retail,ai-control-tower/T01_initiative-registry.csv,2,APX-INIT-001,Retail lakehouse and customer inventory graph,value,none,forecast,fy26,95000000,,,tenant_file_promised_benefit,tower_standardized_v1,tenant_file,,,,
apex-retail,ai-control-tower/T01_initiative-registry.csv,2,APX-INIT-001,Retail lakehouse and customer inventory graph,value,none,actual,ytd,12000000,,,tenant_file_measured_value,tower_standardized_v1,tenant_file,,,,
apex-retail,ai-control-tower/T01_initiative-registry.csv,3,APX-INIT-002,AI demand forecasting and replenishment,value,none,forecast,fy26,72000000,,,tenant_file_promised_benefit,tower_standardized_v1,tenant_file,,,,
apex-retail,ai-control-tower/T01_initiative-registry.csv,3,APX-INIT-002,AI demand forecasting and replenishment,value,none,actual,ytd,21000000,,,tenant_file_measured_value,tower_standardized_v1,tenant_file,,,,
apex-retail,ai-control-tower/T01_initiative-registry.csv,4,APX-INIT-003,Store labor scheduling optimization,value,none,forecast,fy26,51000000,,,tenant_file_promised_benefit,tower_standardized_v1,tenant_file,,,,
apex-retail,ai-control-tower/T01_initiative-registry.csv,4,APX-INIT-003,Store labor scheduling optimization,value,none,actual,ytd,9000000,,,tenant_file_measured_value,tower_standardized_v1,tenant_file,,,,
apex-retail,ai-control-tower/T01_initiative-registry.csv,5,APX-INIT-004,Shrink anomaly detection,value,none,forecast,fy26,68000000,,,tenant_file_promised_benefit,tower_standardized_v1,tenant_file,,,,
apex-retail,ai-control-tower/T01_initiative-registry.csv,5,APX-INIT-004,Shrink anomaly detection,value,none,actual,ytd,6800000,,,tenant_file_measured_value,tower_standardized_v1,tenant_file,,,,
apex-retail,ai-control-tower/T01_initiative-registry.csv,6,APX-INIT-005,Search and personalization AI,value,none,forecast,fy26,84000000,,,tenant_file_promised_benefit,tower_standardized_v1,tenant_file,,,,
apex-retail,ai-control-tower/T01_initiative-registry.csv,6,APX-INIT-005,Search and personalization AI,value,none,actual,ytd,42000000,,,tenant_file_measured_value,tower_standardized_v1,tenant_file,,,,
apex-retail,ai-control-tower/T01_initiative-registry.csv,7,APX-INIT-006,Retail media measurement clean room,value,none,forecast,fy26,38000000,,,tenant_file_promised_benefit,tower_standardized_v1,tenant_file,,,,
apex-retail,ai-control-tower/T01_initiative-registry.csv,7,APX-INIT-006,Retail media measurement clean room,value,none,actual,ytd,4000000,,,tenant_file_measured_value,tower_standardized_v1,tenant_file,,,,
apex-retail,ai-control-tower/T01_initiative-registry.csv,8,APX-INIT-007,BOPIS exception prediction,value,none,forecast,fy26,34000000,,,tenant_file_promised_benefit,tower_standardized_v1,tenant_file,,,,
apex-retail,ai-control-tower/T01_initiative-registry.csv,8,APX-INIT-007,BOPIS exception prediction,value,none,actual,ytd,7400000,,,tenant_file_measured_value,tower_standardized_v1,tenant_file,,,,
apex-retail,ai-control-tower/T01_initiative-registry.csv,9,APX-INIT-008,Returns fraud triage,value,none,forecast,fy26,26000000,,,tenant_file_promised_benefit,tower_standardized_v1,tenant_file,,,,
apex-retail,ai-control-tower/T01_initiative-registry.csv,9,APX-INIT-008,Returns fraud triage,value,none,actual,ytd,3200000,,,tenant_file_measured_value,tower_standardized_v1,tenant_file,,,,
apex-retail,ai-control-tower/T01_initiative-registry.csv,10,APX-INIT-009,Finance margin bridge automation,value,none,forecast,fy26,24000000,,,tenant_file_promised_benefit,tower_standardized_v1,tenant_file,,,,
apex-retail,ai-control-tower/T01_initiative-registry.csv,10,APX-INIT-009,Finance margin bridge automation,value,none,actual,ytd,5800000,,,tenant_file_measured_value,tower_standardized_v1,tenant_file,,,,
