tenant_key,signal_id,record_id,service_or_process,service_area,ticket_or_event_type,metric_name,period,monthly_volume,value,threshold,status,severity_mix,mttr_hours,backlog_count,automation_candidate,root_cause_theme,incidents_p1_p2,incidents_total,change_failure_rate_pct,availability_pct,owner_role,evidence_id,source_file,source_row,value_source,notes
meridian-health,MER-OPS-001,,Epic interface failures,,incident,,,160,not_loaded,,,18% high / 62% medium / 20% low,5,38,yes,source data quality,not_loaded,not_loaded,not_loaded,not_loaded,,,family-5-execution-operations/F14_operations-service-management.csv,2,tenant_file,
meridian-health,MER-OPS-002,,claims EDI rejects,,data_quality,,,218,not_loaded,,,8% high / 54% medium / 38% low,6.3,52,partial,manual triage,not_loaded,not_loaded,not_loaded,not_loaded,,,family-5-execution-operations/F14_operations-service-management.csv,3,tenant_file,
meridian-health,MER-OPS-003,,call transcript ingest backlog,,service_request,,,276,not_loaded,,,8% high / 54% medium / 38% low,7.6,66,yes,identity/attribution mismatch,not_loaded,not_loaded,not_loaded,not_loaded,,,family-5-execution-operations/F14_operations-service-management.csv,4,tenant_file,
meridian-health,MER-OPS-004,,prior auth missing clinical evidence,,incident,,,334,not_loaded,,,8% high / 54% medium / 38% low,8.9,80,partial,control evidence gap,not_loaded,not_loaded,not_loaded,not_loaded,,,family-5-execution-operations/F14_operations-service-management.csv,5,tenant_file,
meridian-health,MER-OPS-005,,provider attribution disputes,,data_quality,,,392,not_loaded,,,18% high / 62% medium / 20% low,10.2,94,yes,source data quality,not_loaded,not_loaded,not_loaded,not_loaded,,,family-5-execution-operations/F14_operations-service-management.csv,6,tenant_file,
meridian-health,MER-OPS-006,,HEDIS measure exceptions,,service_request,,,450,not_loaded,,,8% high / 54% medium / 38% low,11.5,108,partial,manual triage,not_loaded,not_loaded,not_loaded,not_loaded,,,family-5-execution-operations/F14_operations-service-management.csv,7,tenant_file,
meridian-health,MER-OPS-007,,GL to claims reconciliation defects,,incident,,,508,not_loaded,,,8% high / 54% medium / 38% low,12.8,122,yes,identity/attribution mismatch,not_loaded,not_loaded,not_loaded,not_loaded,,,family-5-execution-operations/F14_operations-service-management.csv,8,tenant_file,
meridian-health,MER-OPS-008,,payment integrity false positives,,data_quality,,,566,not_loaded,,,8% high / 54% medium / 38% low,14.1,136,partial,control evidence gap,not_loaded,not_loaded,not_loaded,not_loaded,,,family-5-execution-operations/F14_operations-service-management.csv,9,tenant_file,
meridian-health,MER-OPS-009,,Databricks job failures,,service_request,,,624,not_loaded,,,18% high / 62% medium / 20% low,15.4,150,yes,source data quality,not_loaded,not_loaded,not_loaded,not_loaded,,,family-5-execution-operations/F14_operations-service-management.csv,10,tenant_file,
meridian-health,MER-OPS-010,,Unity Catalog access exceptions,,incident,,,682,not_loaded,,,8% high / 54% medium / 38% low,16.700000000000003,164,partial,manual triage,not_loaded,not_loaded,not_loaded,not_loaded,,,family-5-execution-operations/F14_operations-service-management.csv,11,tenant_file,
meridian-health,MER-OPS-011,,FHIR consent scope tickets,,data_quality,,,740,not_loaded,,,8% high / 54% medium / 38% low,18,178,yes,identity/attribution mismatch,not_loaded,not_loaded,not_loaded,not_loaded,,,family-5-execution-operations/F14_operations-service-management.csv,12,tenant_file,
meridian-health,MER-OPS-012,,Tableau certified data requests,,service_request,,,798,not_loaded,,,8% high / 54% medium / 38% low,19.3,192,partial,control evidence gap,not_loaded,not_loaded,not_loaded,not_loaded,,,family-5-execution-operations/F14_operations-service-management.csv,13,tenant_file,
