rate_id,service_tower,role_family,role,provider_archetype,geography,seniority,hourly_rate_usd,day_rate_usd,loaded_cost_multiplier,typical_use,caveat,benchmark_basis
RC-001,Client Team,Legal Operations,Legal Ops Lead,Client employee,onshore,senior,115,920,1.35,Process ownership and policy decisions,Planning-grade rate; replace with client/procurement-approved card before board use.,planning_grade_internal_loaded_cost
RC-002,Client Team,Legal Counsel,Deputy GC / Legal Reviewer,Client employee,onshore,executive,190,1520,1.35,Human legal judgment and exception approval,Planning-grade rate; replace with client/procurement-approved card before board use.,planning_grade_internal_loaded_cost
RC-003,Client Team,Finance Controls,Finance Controls Owner,Client employee,onshore,senior,125,1000,1.35,Value caveats and benefit signoff,Planning-grade rate; replace with client/procurement-approved card before board use.,planning_grade_internal_loaded_cost
RC-004,Client Team,Security/GRC,Security Architect,Client employee,onshore,senior,135,1080,1.35,Privilege model and control review,Planning-grade rate; replace with client/procurement-approved card before board use.,planning_grade_internal_loaded_cost
RC-005,Program Leadership,Executive Advisory,Partner / Managing Director,Big 4 type SI,onshore,executive,575,4600,1.0,Executive steering and risk escalation,Planning-grade rate; replace with client/procurement-approved card before board use.,public_2026_consulting_rate_range
RC-006,Program Leadership,Program Management,Engagement Director,Big 4 type SI,onshore,senior,425,3400,1.0,Delivery governance and CXO reporting,Planning-grade rate; replace with client/procurement-approved card before board use.,public_2026_consulting_rate_range
RC-007,Legal/CLM,Legal Ops SME,Legal Transformation SME,Big 4 type SI,onshore,senior,360,2880,1.0,"Operating model, controls, policy design",Planning-grade rate; replace with client/procurement-approved card before board use.,public_2026_consulting_rate_range
RC-008,Legal/CLM,CLM Functional,CLM Product Consultant,Big 4 type SI,onshore,manager,290,2320,1.0,CLM workflow design and configuration,Planning-grade rate; replace with client/procurement-approved card before board use.,public_2026_consulting_rate_range
RC-009,Architecture,Technology Architecture,Solution Architect,Big 4 type SI,onshore,senior,385,3080,1.0,Target architecture and integration pattern,Planning-grade rate; replace with client/procurement-approved card before board use.,public_2026_consulting_rate_range
RC-010,AI/Data,AI Product,AI Product Lead,Big 4 type SI,onshore,senior,395,3160,1.0,AI use-case design and human-control split,Planning-grade rate; replace with client/procurement-approved card before board use.,public_2026_consulting_rate_range
