tenant_key,contract_id,vendor_name,contract_archetype,period,evidence_class,measure_group,measure_name,measure_value,service_or_process,sku_or_service,opportunity_id,gate_state,source_record_count,source_records
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-07,ap_invoice_line,spend,invoice_net_amount_usd,4245024.67,,,,,4,AP-CTR-090-2026-07-1;AP-CTR-090-2026-07-2;AP-CTR-090-2026-07-3;AP-CTR-090-2026-07-4
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-07,ap_invoice_line,recovery,ap_exception_amount_usd,99370.0,,,,,4,AP-CTR-090-2026-07-1;AP-CTR-090-2026-07-2;AP-CTR-090-2026-07-3;AP-CTR-090-2026-07-4
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-08,ap_invoice_line,spend,invoice_net_amount_usd,4161566.67,,,,,4,AP-CTR-090-2026-08-1;AP-CTR-090-2026-08-2;AP-CTR-090-2026-08-3;AP-CTR-090-2026-08-4
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-08,ap_invoice_line,recovery,ap_exception_amount_usd,0.0,,,,,4,AP-CTR-090-2026-08-1;AP-CTR-090-2026-08-2;AP-CTR-090-2026-08-3;AP-CTR-090-2026-08-4
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-09,ap_invoice_line,spend,invoice_net_amount_usd,4194207.83,,,,,4,AP-CTR-090-2026-09-1;AP-CTR-090-2026-09-2;AP-CTR-090-2026-09-3;AP-CTR-090-2026-09-4
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-09,ap_invoice_line,recovery,ap_exception_amount_usd,16729.16,,,,,4,AP-CTR-090-2026-09-1;AP-CTR-090-2026-09-2;AP-CTR-090-2026-09-3;AP-CTR-090-2026-09-4
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-10,ap_invoice_line,spend,invoice_net_amount_usd,4248830.67,,,,,4,AP-CTR-090-2026-10-1;AP-CTR-090-2026-10-2;AP-CTR-090-2026-10-3;AP-CTR-090-2026-10-4
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-10,ap_invoice_line,recovery,ap_exception_amount_usd,55440.0,,,,,4,AP-CTR-090-2026-10-1;AP-CTR-090-2026-10-2;AP-CTR-090-2026-10-3;AP-CTR-090-2026-10-4
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-11,ap_invoice_line,spend,invoice_net_amount_usd,4202107.47,,,,,4,AP-CTR-090-2026-11-1;AP-CTR-090-2026-11-2;AP-CTR-090-2026-11-3;AP-CTR-090-2026-11-4
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-11,ap_invoice_line,recovery,ap_exception_amount_usd,56452.8,,,,,4,AP-CTR-090-2026-11-1;AP-CTR-090-2026-11-2;AP-CTR-090-2026-11-3;AP-CTR-090-2026-11-4
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-12,ap_invoice_line,spend,invoice_net_amount_usd,4261316.67,,,,,4,AP-CTR-090-2026-12-1;AP-CTR-090-2026-12-2;AP-CTR-090-2026-12-3;AP-CTR-090-2026-12-4
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-12,ap_invoice_line,recovery,ap_exception_amount_usd,99750.0,,,,,4,AP-CTR-090-2026-12-1;AP-CTR-090-2026-12-2;AP-CTR-090-2026-12-3;AP-CTR-090-2026-12-4
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-01,ap_invoice_line,spend,invoice_net_amount_usd,4177478.67,,,,,4,AP-CTR-090-2027-01-1;AP-CTR-090-2027-01-2;AP-CTR-090-2027-01-3;AP-CTR-090-2027-01-4
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-01,ap_invoice_line,recovery,ap_exception_amount_usd,0.0,,,,,4,AP-CTR-090-2027-01-1;AP-CTR-090-2027-01-2;AP-CTR-090-2027-01-3;AP-CTR-090-2027-01-4
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-02,ap_invoice_line,spend,invoice_net_amount_usd,4210119.83,,,,,4,AP-CTR-090-2027-02-1;AP-CTR-090-2027-02-2;AP-CTR-090-2027-02-3;AP-CTR-090-2027-02-4
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-02,ap_invoice_line,recovery,ap_exception_amount_usd,16729.16,,,,,4,AP-CTR-090-2027-02-1;AP-CTR-090-2027-02-2;AP-CTR-090-2027-02-3;AP-CTR-090-2027-02-4
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-03,ap_invoice_line,spend,invoice_net_amount_usd,4201094.67,,,,,4,AP-CTR-090-2027-03-1;AP-CTR-090-2027-03-2;AP-CTR-090-2027-03-3;AP-CTR-090-2027-03-4
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-03,ap_invoice_line,recovery,ap_exception_amount_usd,55440.0,,,,,4,AP-CTR-090-2027-03-1;AP-CTR-090-2027-03-2;AP-CTR-090-2027-03-3;AP-CTR-090-2027-03-4
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-04,ap_invoice_line,spend,invoice_net_amount_usd,4218514.67,,,,,4,AP-CTR-090-2027-04-1;AP-CTR-090-2027-04-2;AP-CTR-090-2027-04-3;AP-CTR-090-2027-04-4
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-04,ap_invoice_line,recovery,ap_exception_amount_usd,56948.0,,,,,4,AP-CTR-090-2027-04-1;AP-CTR-090-2027-04-2;AP-CTR-090-2027-04-3;AP-CTR-090-2027-04-4
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-05,ap_invoice_line,spend,invoice_net_amount_usd,4277608.67,,,,,4,AP-CTR-090-2027-05-1;AP-CTR-090-2027-05-2;AP-CTR-090-2027-05-3;AP-CTR-090-2027-05-4
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-05,ap_invoice_line,recovery,ap_exception_amount_usd,100130.0,,,,,4,AP-CTR-090-2027-05-1;AP-CTR-090-2027-05-2;AP-CTR-090-2027-05-3;AP-CTR-090-2027-05-4
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-06,ap_invoice_line,spend,invoice_net_amount_usd,4193390.67,,,,,4,AP-CTR-090-2027-06-1;AP-CTR-090-2027-06-2;AP-CTR-090-2027-06-3;AP-CTR-090-2027-06-4
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-06,ap_invoice_line,recovery,ap_exception_amount_usd,0.0,,,,,4,AP-CTR-090-2027-06-1;AP-CTR-090-2027-06-2;AP-CTR-090-2027-06-3;AP-CTR-090-2027-06-4
skyharbor_global,CTR-061,Microsoft Corporation,cloud_and_saas,2026-07,ap_invoice_line,spend,invoice_net_amount_usd,4133570.67,,,,,4,AP-CTR-061-2026-07-1;AP-CTR-061-2026-07-2;AP-CTR-061-2026-07-3;AP-CTR-061-2026-07-4
skyharbor_global,CTR-061,Microsoft Corporation,cloud_and_saas,2026-07,ap_invoice_line,recovery,ap_exception_amount_usd,0.0,,,,,4,AP-CTR-061-2026-07-1;AP-CTR-061-2026-07-2;AP-CTR-061-2026-07-3;AP-CTR-061-2026-07-4
skyharbor_global,CTR-061,Microsoft Corporation,cloud_and_saas,2026-08,ap_invoice_line,spend,invoice_net_amount_usd,4139266.67,,,,,4,AP-CTR-061-2026-08-1;AP-CTR-061-2026-08-2;AP-CTR-061-2026-08-3;AP-CTR-061-2026-08-4
skyharbor_global,CTR-061,Microsoft Corporation,cloud_and_saas,2026-08,ap_invoice_line,recovery,ap_exception_amount_usd,0.0,,,,,4,AP-CTR-061-2026-08-1;AP-CTR-061-2026-08-2;AP-CTR-061-2026-08-3;AP-CTR-061-2026-08-4
skyharbor_global,CTR-061,Microsoft Corporation,cloud_and_saas,2026-09,ap_invoice_line,spend,invoice_net_amount_usd,4144962.67,,,,,4,AP-CTR-061-2026-09-1;AP-CTR-061-2026-09-2;AP-CTR-061-2026-09-3;AP-CTR-061-2026-09-4
skyharbor_global,CTR-061,Microsoft Corporation,cloud_and_saas,2026-09,ap_invoice_line,recovery,ap_exception_amount_usd,0.0,,,,,4,AP-CTR-061-2026-09-1;AP-CTR-061-2026-09-2;AP-CTR-061-2026-09-3;AP-CTR-061-2026-09-4
skyharbor_global,CTR-061,Microsoft Corporation,cloud_and_saas,2026-10,ap_invoice_line,spend,invoice_net_amount_usd,4150658.67,,,,,4,AP-CTR-061-2026-10-1;AP-CTR-061-2026-10-2;AP-CTR-061-2026-10-3;AP-CTR-061-2026-10-4
skyharbor_global,CTR-061,Microsoft Corporation,cloud_and_saas,2026-10,ap_invoice_line,recovery,ap_exception_amount_usd,0.0,,,,,4,AP-CTR-061-2026-10-1;AP-CTR-061-2026-10-2;AP-CTR-061-2026-10-3;AP-CTR-061-2026-10-4
skyharbor_global,CTR-061,Microsoft Corporation,cloud_and_saas,2026-11,ap_invoice_line,spend,invoice_net_amount_usd,4133570.67,,,,,4,AP-CTR-061-2026-11-1;AP-CTR-061-2026-11-2;AP-CTR-061-2026-11-3;AP-CTR-061-2026-11-4
skyharbor_global,CTR-061,Microsoft Corporation,cloud_and_saas,2026-11,ap_invoice_line,recovery,ap_exception_amount_usd,0.0,,,,,4,AP-CTR-061-2026-11-1;AP-CTR-061-2026-11-2;AP-CTR-061-2026-11-3;AP-CTR-061-2026-11-4
skyharbor_global,CTR-061,Microsoft Corporation,cloud_and_saas,2026-12,ap_invoice_line,spend,invoice_net_amount_usd,4139266.67,,,,,4,AP-CTR-061-2026-12-1;AP-CTR-061-2026-12-2;AP-CTR-061-2026-12-3;AP-CTR-061-2026-12-4
skyharbor_global,CTR-061,Microsoft Corporation,cloud_and_saas,2026-12,ap_invoice_line,recovery,ap_exception_amount_usd,0.0,,,,,4,AP-CTR-061-2026-12-1;AP-CTR-061-2026-12-2;AP-CTR-061-2026-12-3;AP-CTR-061-2026-12-4
skyharbor_global,CTR-061,Microsoft Corporation,cloud_and_saas,2027-01,ap_invoice_line,spend,invoice_net_amount_usd,4144962.67,,,,,4,AP-CTR-061-2027-01-1;AP-CTR-061-2027-01-2;AP-CTR-061-2027-01-3;AP-CTR-061-2027-01-4
skyharbor_global,CTR-061,Microsoft Corporation,cloud_and_saas,2027-01,ap_invoice_line,recovery,ap_exception_amount_usd,0.0,,,,,4,AP-CTR-061-2027-01-1;AP-CTR-061-2027-01-2;AP-CTR-061-2027-01-3;AP-CTR-061-2027-01-4
skyharbor_global,CTR-061,Microsoft Corporation,cloud_and_saas,2027-02,ap_invoice_line,spend,invoice_net_amount_usd,4150658.67,,,,,4,AP-CTR-061-2027-02-1;AP-CTR-061-2027-02-2;AP-CTR-061-2027-02-3;AP-CTR-061-2027-02-4
skyharbor_global,CTR-061,Microsoft Corporation,cloud_and_saas,2027-02,ap_invoice_line,recovery,ap_exception_amount_usd,0.0,,,,,4,AP-CTR-061-2027-02-1;AP-CTR-061-2027-02-2;AP-CTR-061-2027-02-3;AP-CTR-061-2027-02-4
skyharbor_global,CTR-061,Microsoft Corporation,cloud_and_saas,2027-03,ap_invoice_line,spend,invoice_net_amount_usd,4292994.67,,,,,4,AP-CTR-061-2027-03-1;AP-CTR-061-2027-03-2;AP-CTR-061-2027-03-3;AP-CTR-061-2027-03-4
skyharbor_global,CTR-061,Microsoft Corporation,cloud_and_saas,2027-03,ap_invoice_line,recovery,ap_exception_amount_usd,159424.0,,,,,4,AP-CTR-061-2027-03-1;AP-CTR-061-2027-03-2;AP-CTR-061-2027-03-3;AP-CTR-061-2027-03-4
skyharbor_global,CTR-061,Microsoft Corporation,cloud_and_saas,2027-04,ap_invoice_line,spend,invoice_net_amount_usd,4299066.67,,,,,4,AP-CTR-061-2027-04-1;AP-CTR-061-2027-04-2;AP-CTR-061-2027-04-3;AP-CTR-061-2027-04-4
skyharbor_global,CTR-061,Microsoft Corporation,cloud_and_saas,2027-04,ap_invoice_line,recovery,ap_exception_amount_usd,159800.0,,,,,4,AP-CTR-061-2027-04-1;AP-CTR-061-2027-04-2;AP-CTR-061-2027-04-3;AP-CTR-061-2027-04-4
skyharbor_global,CTR-061,Microsoft Corporation,cloud_and_saas,2027-05,ap_invoice_line,spend,invoice_net_amount_usd,4305138.67,,,,,4,AP-CTR-061-2027-05-1;AP-CTR-061-2027-05-2;AP-CTR-061-2027-05-3;AP-CTR-061-2027-05-4
skyharbor_global,CTR-061,Microsoft Corporation,cloud_and_saas,2027-05,ap_invoice_line,recovery,ap_exception_amount_usd,160176.0,,,,,4,AP-CTR-061-2027-05-1;AP-CTR-061-2027-05-2;AP-CTR-061-2027-05-3;AP-CTR-061-2027-05-4
