event_id,vendor_contract_id,event_type,trigger_date,lead_time_required_days,decision_owner,current_state,target_outcome,leverage_factors,client_id,client_key,segment_id,data_basis,source_artifact_path,source_ref,parser_used,approval_status,confidence,last_updated
SHA-SRC-001,SHA-VEND-001,renewal,2026-01-15,240,SVP Procurement,"IBM modernization renewal window needs outcomes, knowledge-transfer, and AI productivity leverage.",Restructure IBM engagement around measurable modernization throughput and transition rights.,benchmarkable rates; competing delivery model; GCC ramp; AI SDLC productivity; value-led renewal timing,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S15_SOURCING_PIPELINE,synthetic_comparable,source_uploads/sourcing_pipeline.csv,row 2,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-SRC-002,SHA-VEND-002,restructure,2026-02-15,240,CTO,Sourcing event queued by SkyHarbor modernization substrate.,"Improve commercial terms, exit rights, and operating resilience.",benchmarkable rates; competing delivery model; GCC ramp; AI SDLC productivity; value-led renewal timing,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S15_SOURCING_PIPELINE,synthetic_comparable,source_uploads/sourcing_pipeline.csv,row 3,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-SRC-003,SHA-VEND-003,RFP,2026-03-15,240,CIO Amala Rao,Sourcing event queued by SkyHarbor modernization substrate.,"Improve commercial terms, exit rights, and operating resilience.",benchmarkable rates; competing delivery model; GCC ramp; AI SDLC productivity; value-led renewal timing,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S15_SOURCING_PIPELINE,synthetic_comparable,source_uploads/sourcing_pipeline.csv,row 4,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-SRC-004,SHA-VEND-004,consolidation,2026-04-15,180,CISO,Sourcing event queued by SkyHarbor modernization substrate.,"Improve commercial terms, exit rights, and operating resilience.",benchmarkable rates; competing delivery model; GCC ramp; AI SDLC productivity; value-led renewal timing,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S15_SOURCING_PIPELINE,synthetic_comparable,source_uploads/sourcing_pipeline.csv,row 5,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-SRC-005,SHA-VEND-005,exit,2026-05-15,210,CFO,Sourcing event queued by SkyHarbor modernization substrate.,"Improve commercial terms, exit rights, and operating resilience.",benchmarkable rates; competing delivery model; GCC ramp; AI SDLC productivity; value-led renewal timing,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S15_SOURCING_PIPELINE,synthetic_comparable,source_uploads/sourcing_pipeline.csv,row 6,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-SRC-006,SHA-VEND-006,renewal,2026-06-15,90,SVP Procurement,Sourcing event queued by SkyHarbor modernization substrate.,"Improve commercial terms, exit rights, and operating resilience.",benchmarkable rates; competing delivery model; GCC ramp; AI SDLC productivity; value-led renewal timing,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S15_SOURCING_PIPELINE,synthetic_comparable,source_uploads/sourcing_pipeline.csv,row 7,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-SRC-007,SHA-VEND-007,restructure,2026-07-15,120,CTO,Sourcing event queued by SkyHarbor modernization substrate.,"Improve commercial terms, exit rights, and operating resilience.",benchmarkable rates; competing delivery model; GCC ramp; AI SDLC productivity; value-led renewal timing,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S15_SOURCING_PIPELINE,synthetic_comparable,source_uploads/sourcing_pipeline.csv,row 8,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-SRC-008,SHA-VEND-008,RFP,2026-08-15,150,CIO Amala Rao,Sourcing event queued by SkyHarbor modernization substrate.,"Improve commercial terms, exit rights, and operating resilience.",benchmarkable rates; competing delivery model; GCC ramp; AI SDLC productivity; value-led renewal timing,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S15_SOURCING_PIPELINE,synthetic_comparable,source_uploads/sourcing_pipeline.csv,row 9,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-SRC-009,SHA-VEND-009,consolidation,2026-09-15,180,CISO,Sourcing event queued by SkyHarbor modernization substrate.,"Improve commercial terms, exit rights, and operating resilience.",benchmarkable rates; competing delivery model; GCC ramp; AI SDLC productivity; value-led renewal timing,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S15_SOURCING_PIPELINE,synthetic_comparable,source_uploads/sourcing_pipeline.csv,row 10,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
SHA-SRC-010,SHA-VEND-010,exit,2026-10-15,210,CFO,Sourcing event queued by SkyHarbor modernization substrate.,"Improve commercial terms, exit rights, and operating resilience.",benchmarkable rates; competing delivery model; GCC ramp; AI SDLC productivity; value-led renewal timing,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S15_SOURCING_PIPELINE,synthetic_comparable,source_uploads/sourcing_pipeline.csv,row 11,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27
