tenant_key,metric_name,metric_domain,business_function,definition,baseline_value,baseline_period,target_value,owner,data_source,calculation_basis,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,2,,synthetic-demo,1b7f8e6adf918d9c302eb28da5c92285da7815ced34254157a20c9a4dcc453c6,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,3,,synthetic-demo,1b7f8e6adf918d9c302eb28da5c92285da7815ced34254157a20c9a4dcc453c6,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,4,,synthetic-demo,1b7f8e6adf918d9c302eb28da5c92285da7815ced34254157a20c9a4dcc453c6,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,5,,synthetic-demo,1b7f8e6adf918d9c302eb28da5c92285da7815ced34254157a20c9a4dcc453c6,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,6,,synthetic-demo,1b7f8e6adf918d9c302eb28da5c92285da7815ced34254157a20c9a4dcc453c6,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,7,,synthetic-demo,1b7f8e6adf918d9c302eb28da5c92285da7815ced34254157a20c9a4dcc453c6,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,8,,synthetic-demo,1b7f8e6adf918d9c302eb28da5c92285da7815ced34254157a20c9a4dcc453c6,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,9,,synthetic-demo,1b7f8e6adf918d9c302eb28da5c92285da7815ced34254157a20c9a4dcc453c6,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,10,,synthetic-demo,1b7f8e6adf918d9c302eb28da5c92285da7815ced34254157a20c9a4dcc453c6,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,11,,synthetic-demo,1b7f8e6adf918d9c302eb28da5c92285da7815ced34254157a20c9a4dcc453c6,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,12,,synthetic-demo,1b7f8e6adf918d9c302eb28da5c92285da7815ced34254157a20c9a4dcc453c6,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,13,,synthetic-demo,1b7f8e6adf918d9c302eb28da5c92285da7815ced34254157a20c9a4dcc453c6,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,14,,synthetic-demo,1b7f8e6adf918d9c302eb28da5c92285da7815ced34254157a20c9a4dcc453c6,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,15,,synthetic-demo,1b7f8e6adf918d9c302eb28da5c92285da7815ced34254157a20c9a4dcc453c6,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,16,,synthetic-demo,1b7f8e6adf918d9c302eb28da5c92285da7815ced34254157a20c9a4dcc453c6,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,17,,synthetic-demo,1b7f8e6adf918d9c302eb28da5c92285da7815ced34254157a20c9a4dcc453c6,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,18,,synthetic-demo,1b7f8e6adf918d9c302eb28da5c92285da7815ced34254157a20c9a4dcc453c6,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,19,,synthetic-demo,1b7f8e6adf918d9c302eb28da5c92285da7815ced34254157a20c9a4dcc453c6,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,20,,synthetic-demo,1b7f8e6adf918d9c302eb28da5c92285da7815ced34254157a20c9a4dcc453c6,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,universal-standard-v3,21,,synthetic-demo,1b7f8e6adf918d9c302eb28da5c92285da7815ced34254157a20c9a4dcc453c6,retained_from_active_source,none
