tenant_key,use_case_name,business_function,process_area,ai_pattern,current_status,value_hypothesis,required_data,required_systems,human_approval_points,risk_controls,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,universal-standard-v3,2,,synthetic-demo,6d2efaafd1be541c3114cc76bcf17f436601073cee9b8d10cb4ff1540dfadc28,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,universal-standard-v3,3,,synthetic-demo,6d2efaafd1be541c3114cc76bcf17f436601073cee9b8d10cb4ff1540dfadc28,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,universal-standard-v3,4,,synthetic-demo,6d2efaafd1be541c3114cc76bcf17f436601073cee9b8d10cb4ff1540dfadc28,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,universal-standard-v3,5,,synthetic-demo,6d2efaafd1be541c3114cc76bcf17f436601073cee9b8d10cb4ff1540dfadc28,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,universal-standard-v3,6,,synthetic-demo,6d2efaafd1be541c3114cc76bcf17f436601073cee9b8d10cb4ff1540dfadc28,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,universal-standard-v3,7,,synthetic-demo,6d2efaafd1be541c3114cc76bcf17f436601073cee9b8d10cb4ff1540dfadc28,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,universal-standard-v3,8,,synthetic-demo,6d2efaafd1be541c3114cc76bcf17f436601073cee9b8d10cb4ff1540dfadc28,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,universal-standard-v3,9,,synthetic-demo,6d2efaafd1be541c3114cc76bcf17f436601073cee9b8d10cb4ff1540dfadc28,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,universal-standard-v3,10,,synthetic-demo,6d2efaafd1be541c3114cc76bcf17f436601073cee9b8d10cb4ff1540dfadc28,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,universal-standard-v3,11,,synthetic-demo,6d2efaafd1be541c3114cc76bcf17f436601073cee9b8d10cb4ff1540dfadc28,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,universal-standard-v3,12,,synthetic-demo,6d2efaafd1be541c3114cc76bcf17f436601073cee9b8d10cb4ff1540dfadc28,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,universal-standard-v3,13,,synthetic-demo,6d2efaafd1be541c3114cc76bcf17f436601073cee9b8d10cb4ff1540dfadc28,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,universal-standard-v3,14,,synthetic-demo,6d2efaafd1be541c3114cc76bcf17f436601073cee9b8d10cb4ff1540dfadc28,retained_from_active_source,none
skyharbor-air,,,,,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,universal-standard-v3,15,,synthetic-demo,6d2efaafd1be541c3114cc76bcf17f436601073cee9b8d10cb4ff1540dfadc28,retained_from_active_source,none
