tenant_key,program_name,business_sponsor,technology_owner,objective,scope,status,phase,target_outcomes,dependencies,risks,budget_usd,expected_value_usd,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status
skyharbor-air,,,,,,at_risk,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.csv,universal-standard-v3,2,,synthetic-demo,54fe12613c8eecb39e081d3845a2a56e59c3db97233ac5b6006a59b75be097e2,retained_from_active_source,none
skyharbor-air,,,,,,in_flight,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.csv,universal-standard-v3,3,,synthetic-demo,54fe12613c8eecb39e081d3845a2a56e59c3db97233ac5b6006a59b75be097e2,retained_from_active_source,none
skyharbor-air,,,,,,proposed,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.csv,universal-standard-v3,4,,synthetic-demo,54fe12613c8eecb39e081d3845a2a56e59c3db97233ac5b6006a59b75be097e2,retained_from_active_source,none
skyharbor-air,,,,,,at_risk,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.csv,universal-standard-v3,5,,synthetic-demo,54fe12613c8eecb39e081d3845a2a56e59c3db97233ac5b6006a59b75be097e2,retained_from_active_source,none
skyharbor-air,,,,,,complete,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.csv,universal-standard-v3,6,,synthetic-demo,54fe12613c8eecb39e081d3845a2a56e59c3db97233ac5b6006a59b75be097e2,retained_from_active_source,none
skyharbor-air,,,,,,complete,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.csv,universal-standard-v3,7,,synthetic-demo,54fe12613c8eecb39e081d3845a2a56e59c3db97233ac5b6006a59b75be097e2,retained_from_active_source,none
skyharbor-air,,,,,,proposed,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.csv,universal-standard-v3,8,,synthetic-demo,54fe12613c8eecb39e081d3845a2a56e59c3db97233ac5b6006a59b75be097e2,retained_from_active_source,none
skyharbor-air,,,,,,approved,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.csv,universal-standard-v3,9,,synthetic-demo,54fe12613c8eecb39e081d3845a2a56e59c3db97233ac5b6006a59b75be097e2,retained_from_active_source,none
skyharbor-air,,,,,,complete,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.csv,universal-standard-v3,10,,synthetic-demo,54fe12613c8eecb39e081d3845a2a56e59c3db97233ac5b6006a59b75be097e2,retained_from_active_source,none
skyharbor-air,,,,,,proposed,,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.csv,universal-standard-v3,11,,synthetic-demo,54fe12613c8eecb39e081d3845a2a56e59c3db97233ac5b6006a59b75be097e2,retained_from_active_source,none
