tenant_key,spend_category,cost_center_or_owner,annual_spend_usd,run_change_transform_split,vendor_internal_split,value_driver,savings_opportunity_usd,confidence,calculation_basis,source_file,source_date,known_gaps,record_id,entity_id,business_name,context_item,dimension,evidence_id,active_candidate_status,source_type,source_basis,synthetic_data_flag,evidence_boundary,module_usage_notes,value_hypothesis,amount_usd,realized_value_usd,value_boundary,legacy_row_flag,source_row_status,migration_action,financial_fact_type,fiscal_year,time_period,budget_amount_usd,approved_budget_usd,actual_spend_ytd_usd,forecast_spend_usd,run_budget_usd,change_budget_usd,planned_value_usd,target_value_usd,amount_basis,gross_or_net,additive_status,duplicate_risk,budget_row_level,finance_attestation_status,program_code,initiative_id,linked_budget_record_ids,linked_sa02_records,ai_spend_flag,ai_spend_type,ai_spend_category,ai_tagged_budget_usd,platform_embedded_ai_flag,vendor_name,system_name,source_adapter_reference,tower_usage,tower_hero_eligible,caveat,use_case,data_domain,systems,evidence_needed,risk_or_gap,affected_systems,metric_boundary,forbidden_claims,funding_status,approved_funding_usd,tower_claim_allowed,evidence_type,evidence_location,evidence_owner,generated_fields,generation_basis
meridian-health,narrative_value_hypothesis,,not_provided,Transform,Mixed,"Create a governed longitudinal patient/member view only after EMR, claims, pharmacy, identity, medallion, and governance evidence are certified; quantify value after baseline owners sign off.",7680000,high,not_budget_fact,,,,MER-V3-0001,MER-HS,Unified clinical + claims lakehouse value hypothesis,Unified clinical + claims lakehouse value hypothesis,08_it_budget_spend_value,MER-V3-EVID-0360,active,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,"Create a governed longitudinal patient/member view only after EMR, claims, pharmacy, identity, medallion, and governance evidence are certified; quantify value after baseline owners sign off.",not_provided,not_provided,no_realized_value_claim_without_tower_evidence,true,preserved_legacy_context,reclassified_not_deleted,narrative_value_hypothesis,,,,,,,,,,,not_budget_fact,,excluded_from_budget_rollup,not_applicable,narrative_not_budget_fact,not_applicable_narrative_row,,,,,false,none,not_ai,0,false,,,,context_only,false,Preserved legacy narrative context. Not a budget fact and excluded from Tower totals.,,,,,,,,,,,,,,,run_change_transform_split;vendor_internal_split;savings_opportunity_usd,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,narrative_value_hypothesis,,not_provided,Change,Internal,"Enable prior-auth, coding, and UM automation only after governance, semantic ownership, lineage, and control evidence are in place; quantify after workflow baselines and audit requirements are captured.",5000000,high,not_budget_fact,,,,MER-V3-0002,MER-HS,Governed data foundation for AI / LLM automation value hypothesis,Governed data foundation for AI / LLM automation value hypothesis,08_it_budget_spend_value,MER-V3-EVID-0361,active,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,"Enable prior-auth, coding, and UM automation only after governance, semantic ownership, lineage, and control evidence are in place; quantify after workflow baselines and audit requirements are captured.",not_provided,not_provided,no_realized_value_claim_without_tower_evidence,true,preserved_legacy_context,reclassified_not_deleted,narrative_value_hypothesis,,,,,,,,,,,not_budget_fact,,excluded_from_budget_rollup,not_applicable,narrative_not_budget_fact,not_applicable_narrative_row,,,,,false,none,not_ai,0,false,,,,context_only,false,Preserved legacy narrative context. Not a budget fact and excluded from Tower totals.,,,,,,,,,,,,,,,run_change_transform_split;vendor_internal_split;savings_opportunity_usd,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,narrative_value_hypothesis,,not_provided,Transform,Vendor,"Improve agent assist and next-best-action only after transcript, CRM, claims, intent, and QA-label evidence is governed; quantify after baseline AHT, containment, and first-call-resolution data are loaded.",940000,high,not_budget_fact,,,,MER-V3-0003,MER-HS,Call center optimization value hypothesis,Call center optimization value hypothesis,08_it_budget_spend_value,MER-V3-EVID-0362,active,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,"Improve agent assist and next-best-action only after transcript, CRM, claims, intent, and QA-label evidence is governed; quantify after baseline AHT, containment, and first-call-resolution data are loaded.",not_provided,not_provided,no_realized_value_claim_without_tower_evidence,true,preserved_legacy_context,reclassified_not_deleted,narrative_value_hypothesis,,,,,,,,,,,not_budget_fact,,excluded_from_budget_rollup,not_applicable,narrative_not_budget_fact,not_applicable_narrative_row,,,,,false,none,not_ai,0,false,,,,context_only,false,Preserved legacy narrative context. Not a budget fact and excluded from Tower totals.,,,,,,,,,,,,,,,run_change_transform_split;vendor_internal_split;savings_opportunity_usd,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,narrative_value_hypothesis,,not_provided,Run,Internal,"Support provider performance management after HEDIS/STAR logic, attribution, contract linkage, and quality semantic models are certified; quantify after measure owner signoff.",4470000,medium,not_budget_fact,,,,MER-V3-0004,MER-HS,Provider quality and performance value hypothesis,Provider quality and performance value hypothesis,08_it_budget_spend_value,MER-V3-EVID-0363,active,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,"Support provider performance management after HEDIS/STAR logic, attribution, contract linkage, and quality semantic models are certified; quantify after measure owner signoff.",not_provided,not_provided,no_realized_value_claim_without_tower_evidence,true,preserved_legacy_context,reclassified_not_deleted,narrative_value_hypothesis,,,,,,,,,,,not_budget_fact,,excluded_from_budget_rollup,not_applicable,narrative_not_budget_fact,not_applicable_narrative_row,,,,,false,none,not_ai,0,false,,,,context_only,false,Preserved legacy narrative context. Not a budget fact and excluded from Tower totals.,,,,,,,,,,,,,,,run_change_transform_split;vendor_internal_split;savings_opportunity_usd,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,narrative_value_hypothesis,,not_provided,Run,Internal,"Create cost-of-care and margin visibility only after claims, capitation, contract, and GL reconciliation evidence is governed; quantify after finance and actuarial baseline signoff.",4850000,high,not_budget_fact,,,,MER-V3-0005,MER-HS,End-to-end cost transparency value hypothesis,End-to-end cost transparency value hypothesis,08_it_budget_spend_value,MER-V3-EVID-0364,candidate,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,"Create cost-of-care and margin visibility only after claims, capitation, contract, and GL reconciliation evidence is governed; quantify after finance and actuarial baseline signoff.",not_provided,not_provided,no_realized_value_claim_without_tower_evidence,true,preserved_legacy_context,reclassified_not_deleted,narrative_value_hypothesis,,,,,,,,,,,not_budget_fact,,excluded_from_budget_rollup,not_applicable,narrative_not_budget_fact,not_applicable_narrative_row,,,,,false,none,not_ai,0,false,,,,context_only,false,Preserved legacy narrative context. Not a budget fact and excluded from Tower totals.,,,,,,,,,,,,,,,run_change_transform_split;vendor_internal_split;savings_opportunity_usd,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,narrative_value_hypothesis,,not_provided,Run,Mixed,"Reduce leakage after claims anomaly features, provider resolution, rules lineage, and recovery workflow evidence are governed; quantify after finance validates recoveries.",3320000,high,not_budget_fact,,,,MER-V3-0006,MER-HS,Payment integrity and leakage reduction value hypothesis,Payment integrity and leakage reduction value hypothesis,08_it_budget_spend_value,MER-V3-EVID-0365,active,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,"Reduce leakage after claims anomaly features, provider resolution, rules lineage, and recovery workflow evidence are governed; quantify after finance validates recoveries.",not_provided,not_provided,no_realized_value_claim_without_tower_evidence,true,preserved_legacy_context,reclassified_not_deleted,narrative_value_hypothesis,,,,,,,,,,,not_budget_fact,,excluded_from_budget_rollup,not_applicable,narrative_not_budget_fact,not_applicable_narrative_row,,,,,false,none,not_ai,0,false,,,,context_only,false,Preserved legacy narrative context. Not a budget fact and excluded from Tower totals.,,,,,,,,,,,,,,,run_change_transform_split;vendor_internal_split;savings_opportunity_usd,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,narrative_value_hypothesis,,not_provided,Run,Mixed,"Accelerate close and reporting after GL, reconciliation, metric, and dashboard lineage are governed; quantify after close-cycle baseline and control owner signoff.",2620000,high,not_budget_fact,,,,MER-V3-0007,MER-HS,Automated close and reporting value hypothesis,Automated close and reporting value hypothesis,08_it_budget_spend_value,MER-V3-EVID-0366,active,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,"Accelerate close and reporting after GL, reconciliation, metric, and dashboard lineage are governed; quantify after close-cycle baseline and control owner signoff.",not_provided,not_provided,no_realized_value_claim_without_tower_evidence,true,preserved_legacy_context,reclassified_not_deleted,narrative_value_hypothesis,,,,,,,,,,,not_budget_fact,,excluded_from_budget_rollup,not_applicable,narrative_not_budget_fact,not_applicable_narrative_row,,,,,false,none,not_ai,0,false,,,,context_only,false,Preserved legacy narrative context. Not a budget fact and excluded from Tower totals.,,,,,,,,,,,,,,,run_change_transform_split;vendor_internal_split;savings_opportunity_usd,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,narrative_value_hypothesis,,,Transform,Internal,,2020000,medium,not_budget_fact,,,,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0001,MER-HS,CEO / Enterprise Strategy: Unified clinical + claims lakehouse,"CEO / Enterprise Strategy says Unified clinical + claims lakehouse is promising, but strategy is not decision-grade until Epic Clarity evidence closes: No certified medallion architecture. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",08_it_budget_spend_value,MER-SA07-INT-EVID-0001,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,true,preserved_legacy_context,reclassified_not_deleted,narrative_value_hypothesis,,,,,,,,,,,not_budget_fact,,excluded_from_budget_rollup,not_applicable,narrative_not_budget_fact,not_applicable_narrative_row,,,,,false,none,not_ai,0,false,,,,context_only,false,Preserved legacy narrative context. Not a budget fact and excluded from Tower totals.,,,,,,,,,,,,,,,run_change_transform_split;vendor_internal_split;savings_opportunity_usd,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,narrative_value_hypothesis,,,Transform,Vendor,,2020000,high,not_budget_fact,,,,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0002,MER-HS,CEO / Enterprise Strategy: Governed data foundation for AI / LLM automation,"CEO / Enterprise Strategy says Governed data foundation for AI / LLM automation is promising, but operating model is not decision-grade until SQL Server reporting marts evidence closes: No certified semantic layer. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",08_it_budget_spend_value,MER-SA07-INT-EVID-0002,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,true,preserved_legacy_context,reclassified_not_deleted,narrative_value_hypothesis,,,,,,,,,,,not_budget_fact,,excluded_from_budget_rollup,not_applicable,narrative_not_budget_fact,not_applicable_narrative_row,,,,,false,none,not_ai,0,false,,,,context_only,false,Preserved legacy narrative context. Not a budget fact and excluded from Tower totals.,,,,,,,,,,,,,,,run_change_transform_split;vendor_internal_split;savings_opportunity_usd,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,narrative_value_hypothesis,,,Change,Mixed,,7980000,high,not_budget_fact,,,,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0003,MER-HS,CEO / Enterprise Strategy: Call center optimization,"CEO / Enterprise Strategy says Call center optimization is promising, but vendor is not decision-grade until Claims administration platform evidence closes: Intent taxonomy not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",08_it_budget_spend_value,MER-SA07-INT-EVID-0003,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,true,preserved_legacy_context,reclassified_not_deleted,narrative_value_hypothesis,,,,,,,,,,,not_budget_fact,,excluded_from_budget_rollup,not_applicable,narrative_not_budget_fact,not_applicable_narrative_row,,,,,false,none,not_ai,0,false,,,,context_only,false,Preserved legacy narrative context. Not a budget fact and excluded from Tower totals.,,,,,,,,,,,,,,,run_change_transform_split;vendor_internal_split;savings_opportunity_usd,synthetic_demo_attribute_generation_2026_08_not_client_evidence
