tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,vendor_id,vendor_name,contract_id,service,annual_cost_usd,renewal_date,owning_function,linked_systems,contract_risk,pricing_basis
meridian-health,Healthcare Demo,v6.0,vendor_contract,MER-VEN-001,Epic,v4_synthetic_pack,Technology Vendor Management,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,2,2026-06-18,2026-01-01,2026-07-05,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-VEN-001,Epic,MER-VEN-001,clinical_ai_or_ehr,600000,2026-07-05,Technology,Epic EHR,Renewal concentration,clinical_ai_or_ehr
meridian-health,Healthcare Demo,v6.0,vendor_contract,MER-VEN-002,Databricks,v4_synthetic_pack,Technology Vendor Management,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,3,2026-06-18,2026-01-01,2026-08-06,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-VEN-002,Databricks,MER-VEN-002,clinical_ai_or_ehr,645000,2026-08-06,Finance,Revenue Cycle,Usage under-adoption,clinical_ai_or_ehr
meridian-health,Healthcare Demo,v6.0,vendor_contract,MER-VEN-003,AWS,v4_synthetic_pack,Technology Vendor Management,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,4,2026-06-18,2026-01-01,2026-09-07,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-VEN-003,AWS,MER-VEN-003,clinical_ai_or_ehr,690000,2026-09-07,Operations,Care Coordination,Integration dependency,clinical_ai_or_ehr
meridian-health,Healthcare Demo,v6.0,vendor_contract,MER-VEN-004,Microsoft/Nuance,v4_synthetic_pack,Technology Vendor Management,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,5,2026-06-18,2026-01-01,2026-10-08,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-VEN-004,Microsoft/Nuance,MER-VEN-004,clinical_ai_or_ehr,735000,2026-10-08,Commercial,Claims Analytics,Data-exit risk,clinical_ai_or_ehr
meridian-health,Healthcare Demo,v6.0,vendor_contract,MER-VEN-005,Abridge,v4_synthetic_pack,Technology Vendor Management,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,6,2026-06-18,2026-01-01,2026-11-09,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-VEN-005,Abridge,MER-VEN-005,clinical_ai_or_ehr,780000,2026-11-09,Risk,Patient Access,Renewal concentration,clinical_ai_or_ehr
meridian-health,Healthcare Demo,v6.0,vendor_contract,MER-VEN-006,Suki,v4_synthetic_pack,Technology Vendor Management,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,7,2026-06-18,2026-01-01,2026-12-10,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-VEN-006,Suki,MER-VEN-006,clinical_ai_or_ehr,825000,2026-12-10,Technology,Clinical Data Platform,Usage under-adoption,clinical_ai_or_ehr
meridian-health,Healthcare Demo,v6.0,vendor_contract,MER-VEN-007,Genesys,v4_synthetic_pack,Technology Vendor Management,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,8,2026-06-18,2026-01-01,2026-07-11,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-VEN-007,Genesys,MER-VEN-007,payer_platform_or_integration,870000,2026-07-11,Finance,Epic EHR,Integration dependency,payer_platform_or_integration
meridian-health,Healthcare Demo,v6.0,vendor_contract,MER-VEN-008,Salesforce,v4_synthetic_pack,Technology Vendor Management,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,9,2026-06-18,2026-01-01,2026-08-12,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-VEN-008,Salesforce,MER-VEN-008,payer_platform_or_integration,915000,2026-08-12,Operations,Revenue Cycle,Data-exit risk,payer_platform_or_integration
meridian-health,Healthcare Demo,v6.0,vendor_contract,MER-VEN-009,Change Healthcare,v4_synthetic_pack,Technology Vendor Management,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,10,2026-06-18,2026-01-01,2026-09-13,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-VEN-009,Change Healthcare,MER-VEN-009,payer_platform_or_integration,960000,2026-09-13,Commercial,Care Coordination,Renewal concentration,payer_platform_or_integration
meridian-health,Healthcare Demo,v6.0,vendor_contract,MER-VEN-010,Optum,v4_synthetic_pack,Technology Vendor Management,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,11,2026-06-18,2026-01-01,2026-10-14,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-VEN-010,Optum,MER-VEN-010,payer_platform_or_integration,1005000,2026-10-14,Risk,Claims Analytics,Usage under-adoption,payer_platform_or_integration
meridian-health,Healthcare Demo,v6.0,vendor_contract,MER-VEN-011,HealthEdge,v4_synthetic_pack,Technology Vendor Management,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,12,2026-06-18,2026-01-01,2026-11-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-VEN-011,HealthEdge,MER-VEN-011,payer_platform_or_integration,1050000,2026-11-15,Technology,Patient Access,Integration dependency,payer_platform_or_integration
meridian-health,Healthcare Demo,v6.0,vendor_contract,MER-VEN-012,TriZetto,v4_synthetic_pack,Technology Vendor Management,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,13,2026-06-18,2026-01-01,2026-12-16,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-VEN-012,TriZetto,MER-VEN-012,payer_platform_or_integration,1095000,2026-12-16,Finance,Clinical Data Platform,Data-exit risk,payer_platform_or_integration
meridian-health,Healthcare Demo,v6.0,vendor_contract,MER-VEN-013,MuleSoft,v4_synthetic_pack,Technology Vendor Management,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,14,2026-06-18,2026-01-01,2026-07-17,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-VEN-013,MuleSoft,MER-VEN-013,payer_platform_or_integration,1140000,2026-07-17,Operations,Epic EHR,Renewal concentration,payer_platform_or_integration
meridian-health,Healthcare Demo,v6.0,vendor_contract,MER-VEN-014,Informatica,v4_synthetic_pack,Technology Vendor Management,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,15,2026-06-18,2026-01-01,2026-08-18,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-VEN-014,Informatica,MER-VEN-014,data_and_analytics,1185000,2026-08-18,Commercial,Revenue Cycle,Usage under-adoption,data_and_analytics
