initiative_id,initiative_name,sponsor,initiative_owner,status,stage,start_date,target_date,value_hypothesis,dependent_ci_ids,dependent_contract_ids,policy_constraints,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
INIT-MH-001,Data Analytics AMS Transition Wave 2,CDAO,Epic Platform Operations,In Design,P2 Diagnose,2026-01-03,2026-06-13,"Improve data analytics ams transition outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-APP-EPIC-CABOODLE|CI-APP-EPIC-RESOLUTE-PB|CI-DATA-DATABRICKS,CON-AMS-EPIC-2026|CON-AWS-EA-2027,POL-MH-002|POL-MH-008,Enterprise PMO,INIT-MH-001,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-002,AWS Data Center Exit Wave 3,COO,Data Governance,Approved,P3 Design,2026-01-05,2026-06-16,"Improve aws data center exit outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-APP-EPIC-CLARITY|CI-ITSM-SERVICENOW|CI-LEGACY-VM-007,CON-AMS-DATA-2026|CON-SNOW-2028,POL-MH-003|POL-MH-015,Enterprise PMO,INIT-MH-002,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-003,Ambient Documentation Rollout Wave 4,CFO,Revenue Cycle Technology,In Flight,P4 Business Case,2026-01-07,2026-06-19,"Improve ambient documentation rollout outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-APP-EPIC-MYCHART|CI-AWS-LANDING-ZONE|CI-LEGACY-VM-018,CON-AWS-EA-2027|CON-RHAPSODY-2027,POL-MH-004|POL-MH-022,Enterprise PMO,INIT-MH-003,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-004,Revenue Cycle Denials Automation Wave 5,CMO,AI Enablement,At Risk,P5 Mobilize,2026-01-09,2026-06-22,"Improve revenue cycle denials automation outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-APP-EPIC-RESOLUTE-HB|CI-LEGACY-VM-005|CI-LEGACY-VM-029,CON-ORACLE-ERP-2028|CON-MH-013-2027,POL-MH-005|POL-MH-029,Enterprise PMO,INIT-MH-004,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-005,Patient Access Contact Center AI Wave 6,Health Plan President,Cloud Migration Factory,Proposed,P1 Charter,2026-01-11,2026-06-25,"Improve patient access contact center ai outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-APP-EPIC-RESOLUTE-PB|CI-LEGACY-VM-010|CI-LEGACY-VM-040,CON-WORKDAY-2028|CON-MH-016-2027,POL-MH-006|POL-MH-036,Enterprise PMO,INIT-MH-005,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-006,Caboodle to Lakehouse Integration Wave 1,CIO/CDIO,Epic Platform Operations,In Design,P2 Diagnose,2026-01-13,2026-06-28,"Improve caboodle to lakehouse integration outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-INT-RHAPSODY|CI-LEGACY-VM-015|CI-LEGACY-VM-051,CON-SNOW-2028|CON-MH-019-2027,POL-MH-007|POL-MH-043,Enterprise PMO,INIT-MH-006,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-007,Claims Automation Wave 2,CDAO,Data Governance,Approved,P3 Design,2026-01-15,2026-07-01,"Improve claims automation outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-API-FHIR-GATEWAY|CI-LEGACY-VM-020|CI-LEGACY-VM-062,CON-DATABRICKS-2028|CON-MH-022-2027,POL-MH-008|POL-MH-050,Enterprise PMO,INIT-MH-007,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-008,Care Management AI Assist Wave 3,COO,Revenue Cycle Technology,In Flight,P4 Business Case,2026-01-17,2026-07-04,"Improve care management ai assist outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-ERP-ORACLE|CI-LEGACY-VM-025|CI-LEGACY-VM-073,CON-M365-2028|CON-MH-025-2027,POL-MH-009|POL-MH-057,Enterprise PMO,INIT-MH-008,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-009,Cloud FinOps Control Tower Wave 4,CFO,AI Enablement,At Risk,P5 Mobilize,2026-01-19,2026-07-07,"Improve cloud finops control tower outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-HCM-WORKDAY|CI-LEGACY-VM-030|CI-LEGACY-VM-084,CON-RHAPSODY-2027|CON-MH-028-2027,POL-MH-010|POL-MH-064,Enterprise PMO,INIT-MH-009,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-010,Identity Modernization Wave 5,CMO,Cloud Migration Factory,Proposed,P1 Charter,2026-01-21,2026-07-10,"Improve identity modernization outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-ITSM-SERVICENOW|CI-LEGACY-VM-035|CI-LEGACY-VM-095,CON-COLLIBRA-2027|CON-MH-031-2027,POL-MH-011|POL-MH-071,Enterprise PMO,INIT-MH-010,Enterprise PMO,2026-06-04,0.84,true,
