tenant_key,dependency_id,capability_id,capability_name,system_id,system_name,support_level,criticality,evidence_basis,confidence,caveat
skyharbor-air,skyharbor-air-CAP-SYS-1,SHA-CAP-001,IROPS recovery decisioning,APP-00001,Security-Custom-Suite-0001,supporting,High,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.82,Resolved to named F05 application inventory; verify client CMDB ID if supplied.
skyharbor-air,skyharbor-air-CAP-SYS-2,SHA-CAP-002,Crew recovery and legality,APP-00002,Disruption-Snowflake-Manager-0002,supporting,Low,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.82,Resolved to named F05 application inventory; verify client CMDB ID if supplied.
skyharbor-air,skyharbor-air-CAP-SYS-3,SHA-CAP-003,Flight planning and dispatch,APP-00003,Digital-SITA-Platform-0003,supporting,Critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.82,Resolved to named F05 application inventory; verify client CMDB ID if supplied.
skyharbor-air,skyharbor-air-CAP-SYS-4,SHA-CAP-004,Airport turn management,APP-00004,Crew-TCS-Hub-0004,supporting,Medium,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.82,Resolved to named F05 application inventory; verify client CMDB ID if supplied.
skyharbor-air,skyharbor-air-CAP-SYS-5,SHA-CAP-005,Baggage tracking and recovery,APP-00005,Corporate-SITA-Service-0005,supporting,Medium,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.82,Resolved to named F05 application inventory; verify client CMDB ID if supplied.
skyharbor-air,skyharbor-air-CAP-SYS-6,SHA-CAP-006,MRO predictive maintenance,APP-00006,Airworthiness-ServiceNow-Hub-0006,supporting,Low,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.82,Resolved to named F05 application inventory; verify client CMDB ID if supplied.
skyharbor-air,skyharbor-air-CAP-SYS-7,SHA-CAP-007,Revenue management and pricing,APP-00007,Corporate-Lufthansa Systems-Engine-0007,supporting,High,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.82,Resolved to named F05 application inventory; verify client CMDB ID if supplied.
skyharbor-air,skyharbor-air-CAP-SYS-8,SHA-CAP-008,NDC offer/order retailing,APP-00008,Inventory-Sabre-Suite-0008,supporting,Low,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.82,Resolved to named F05 application inventory; verify client CMDB ID if supplied.
skyharbor-air,skyharbor-air-CAP-SYS-9,SHA-CAP-009,Loyalty personalization,APP-00009,Customer-ServiceNow-Suite-0009,supporting,Low,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.82,Resolved to named F05 application inventory; verify client CMDB ID if supplied.
skyharbor-air,skyharbor-air-CAP-SYS-10,SHA-CAP-010,Digital concierge and journey orchestration,APP-00010,Real-Oracle-Service-0010,supporting,Low,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.82,Resolved to named F05 application inventory; verify client CMDB ID if supplied.
skyharbor-air,skyharbor-air-CAP-SYS-11,SHA-CAP-011,Contact center service recovery,APP-00011,Digital-Hexaware-Service-0011,supporting,Medium,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.82,Resolved to named F05 application inventory; verify client CMDB ID if supplied.
skyharbor-air,skyharbor-air-CAP-SYS-12,SHA-CAP-012,Cargo capacity optimization,APP-00012,Treasury-AIMS-Service-0012,supporting,Medium,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.82,Resolved to named F05 application inventory; verify client CMDB ID if supplied.
skyharbor-air,skyharbor-air-CAP-SYS-13,SHA-CAP-013,Fuel optimization and sustainability,APP-00013,Irregular-Teradata-Hub-0013,supporting,Critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.82,Resolved to named F05 application inventory; verify client CMDB ID if supplied.
skyharbor-air,skyharbor-air-CAP-SYS-14,SHA-CAP-014,Revenue accounting and settlement,APP-00014,Cloud-SITA-Engine-0014,supporting,High,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.82,Resolved to named F05 application inventory; verify client CMDB ID if supplied.
skyharbor-air,skyharbor-air-CAP-SYS-15,SHA-CAP-015,SAP finance close and procurement,APP-00015,Reliability-AIMS-Suite-0015,supporting,High,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.82,Resolved to named F05 application inventory; verify client CMDB ID if supplied.
