tenantKey,relationshipId,sourceRowNumber,rawRelationshipType,normalizedRelationshipType,fromObjectType,fromObjectName,fromNodeId,toObjectType,toObjectName,toNodeId,evidenceBasis,confidence,knownGaps,quarantineReasons,disposition
lakeshore-industries,lakeshore-industries:relationship:2,2,owns,,enterprise_profile,,,enterprise_profile,,,datasets/tenant-inputs/active/lakeshore-industries/current/12_relationships.csv,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",missing-from-object-name; missing-to-object-name; unknown-relationship-type:owns,quarantined-no-graph-materialization
lakeshore-industries,lakeshore-industries:relationship:3,3,reports_to,,enterprise_profile,,,enterprise_profile,,,datasets/tenant-inputs/active/lakeshore-industries/current/12_relationships.csv,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",missing-from-object-name; missing-to-object-name; unknown-relationship-type:reports_to,quarantined-no-graph-materialization
lakeshore-industries,lakeshore-industries:relationship:4,4,supports,SUPPORTS,application_system,,,business_function,,,datasets/tenant-inputs/active/lakeshore-industries/current/12_relationships.csv,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",missing-from-object-name; missing-to-object-name,quarantined-no-graph-materialization
lakeshore-industries,lakeshore-industries:relationship:5,5,uses_data_from,,business_function,,,data_asset,,,datasets/tenant-inputs/active/lakeshore-industries/current/12_relationships.csv,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",missing-from-object-name; missing-to-object-name; unknown-relationship-type:uses_data_from,quarantined-no-graph-materialization
lakeshore-industries,lakeshore-industries:relationship:6,6,supplies_or_supports,,vendor_contract,,,application_system,,,datasets/tenant-inputs/active/lakeshore-industries/current/12_relationships.csv,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",missing-from-object-name; missing-to-object-name; unknown-relationship-type:supplies_or_supports,quarantined-no-graph-materialization
lakeshore-industries,lakeshore-industries:relationship:7,7,produces_or_consumes,,application_system,,,data_asset,,,datasets/tenant-inputs/active/lakeshore-industries/current/12_relationships.csv,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",missing-from-object-name; missing-to-object-name; unknown-relationship-type:produces_or_consumes,quarantined-no-graph-materialization
lakeshore-industries,lakeshore-industries:relationship:8,8,depends_on,DEPENDS_ON,,,,business_function,,,datasets/tenant-inputs/active/lakeshore-industries/current/12_relationships.csv,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",missing-from-object-name; missing-to-object-name; unknown-from-object-type:program_initiative,quarantined-no-graph-materialization
lakeshore-industries,lakeshore-industries:relationship:9,9,requires_data_from,,,,,data_asset,,,datasets/tenant-inputs/active/lakeshore-industries/current/12_relationships.csv,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",missing-from-object-name; missing-to-object-name; unknown-from-object-type:program_initiative; unknown-relationship-type:requires_data_from,quarantined-no-graph-materialization
lakeshore-industries,lakeshore-industries:relationship:10,10,serves_portfolio_company,,,,,enterprise_profile,,,datasets/tenant-inputs/active/lakeshore-industries/current/12_relationships.csv,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",missing-from-object-name; missing-to-object-name; unknown-from-object-type:corporate_shared_system; unknown-relationship-type:serves_portfolio_company,quarantined-no-graph-materialization
lakeshore-industries,lakeshore-industries:relationship:11,11,,,,,,,,,datasets/tenant-inputs/active/lakeshore-industries/current/12_relationships.csv,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",missing-from-object-type; missing-from-object-name; missing-relationship-type; missing-to-object-type; missing-to-object-name,quarantined-no-graph-materialization
