tenant_key,source_system,source_object,source_record_id,extract_job_id,extract_timestamp,as_of_date,contract_id,sku_or_service,period_month,user_cohort,entitled_quantity,assigned_quantity,active_quantity,inactive_quantity,inactive_90_day_quantity,utilization_rate,monthly_cost_usd,true_down_right,true_up_exposure_state,assignment_lineage,review_state,row_hash
skyharbor_global,Salesforce Admin,"License assignment, activity and SKU entitlement export",USAGE-CTR-090-2026-07-SF-DC-ENT-crew_ops,extract-usage-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SF-DC-ENT,2026-07,crew_ops,5250,4935,3570,1365,1340,0.68,66458.33,available_at_renewal,monitored,SF-DC-ENT|crew_ops|2026-07,shelfware_review_ready,8eb3146bfb507892e209be14ea7462737213523194daec842be582f6c1df2cc8
skyharbor_global,Salesforce Admin,"License assignment, activity and SKU entitlement export",USAGE-CTR-090-2026-07-SF-DC-ENT-airport_ops,extract-usage-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SF-DC-ENT,2026-07,airport_ops,5250,4935,3701,1234,1209,0.7,66458.33,available_at_renewal,monitored,SF-DC-ENT|airport_ops|2026-07,shelfware_review_ready,c4f0601e61cff7897ff07f88326268512138b69d6ad606da7f51b9e5d443c33f
skyharbor_global,Salesforce Admin,"License assignment, activity and SKU entitlement export",USAGE-CTR-090-2026-07-SF-DC-ENT-corporate,extract-usage-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SF-DC-ENT,2026-07,corporate,5250,4935,3833,1102,1077,0.73,66458.33,available_at_renewal,monitored,SF-DC-ENT|corporate|2026-07,shelfware_review_ready,48c0c86fa077395b451facd05577054315c374ede4530dadf007c136c33bca83
skyharbor_global,Salesforce Admin,"License assignment, activity and SKU entitlement export",USAGE-CTR-090-2026-07-SF-DC-ENT-engineering,extract-usage-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SF-DC-ENT,2026-07,engineering,5250,4935,3964,971,946,0.76,66458.33,available_at_renewal,monitored,SF-DC-ENT|engineering|2026-07,shelfware_review_ready,c49eb7b00ee8188437ce46f2f0957fbdc0f1d7b580efa1628dd92460faa10c01
skyharbor_global,Salesforce Admin,"License assignment, activity and SKU entitlement export",USAGE-CTR-090-2026-07-SF-MKT-ENT-crew_ops,extract-usage-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SF-MKT-ENT,2026-07,crew_ops,2300,2162,1564,598,573,0.68,66458.33,available_at_renewal,monitored,SF-MKT-ENT|crew_ops|2026-07,shelfware_review_ready,9563cd62ab2c4e9c325e6fcd3f56acb05d4bcee60c172a4d5eea284bfaf86703
skyharbor_global,Salesforce Admin,"License assignment, activity and SKU entitlement export",USAGE-CTR-090-2026-07-SF-MKT-ENT-airport_ops,extract-usage-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SF-MKT-ENT,2026-07,airport_ops,2300,2162,1622,540,515,0.71,66458.33,available_at_renewal,monitored,SF-MKT-ENT|airport_ops|2026-07,shelfware_review_ready,09d559ee9b1fe2c2c51710a4f5fd67af0b0bfd131ce6e215162dd71d3bb65999
skyharbor_global,Salesforce Admin,"License assignment, activity and SKU entitlement export",USAGE-CTR-090-2026-07-SF-MKT-ENT-corporate,extract-usage-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SF-MKT-ENT,2026-07,corporate,2300,2162,1679,483,458,0.73,66458.33,available_at_renewal,monitored,SF-MKT-ENT|corporate|2026-07,shelfware_review_ready,0a0753e13c032fbdc266d0028a3d123a329f3ca0c482eef4f3f179f94fc7f55e
skyharbor_global,Salesforce Admin,"License assignment, activity and SKU entitlement export",USAGE-CTR-090-2026-07-SF-MKT-ENT-engineering,extract-usage-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SF-MKT-ENT,2026-07,engineering,2300,2162,1737,425,400,0.76,66458.33,available_at_renewal,monitored,SF-MKT-ENT|engineering|2026-07,shelfware_review_ready,d98bfc3777226c3d2a7fdf846ea22faedd5bdd5d5fae8aa3e345f8021eff791f
skyharbor_global,Salesforce Admin,"License assignment, activity and SKU entitlement export",USAGE-CTR-090-2026-07-SF-SERVICE-crew_ops,extract-usage-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SF-SERVICE,2026-07,crew_ops,3000,2820,2040,780,755,0.68,66458.33,available_at_renewal,monitored,SF-SERVICE|crew_ops|2026-07,shelfware_review_ready,2d3ddcfe2fa5734208678551897f31204c87d6f265a6e6b1f112314fdbd65868
skyharbor_global,Salesforce Admin,"License assignment, activity and SKU entitlement export",USAGE-CTR-090-2026-07-SF-SERVICE-airport_ops,extract-usage-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SF-SERVICE,2026-07,airport_ops,3000,2820,2115,705,680,0.71,66458.33,available_at_renewal,monitored,SF-SERVICE|airport_ops|2026-07,shelfware_review_ready,64bbe5f64a77122af367c950c2feefec28e3dc6855e00acfcf08d8b9089d3440
