tenant_key,source_system,source_object,source_record_id,extract_job_id,extract_timestamp,as_of_date,contract_id,supplier_id,invoice_id,invoice_line_id,po_number,invoice_date,service_period_start,service_period_end,sku_or_service_code,quantity,unit_of_measure,contracted_unit_price_usd,billed_unit_price_usd,net_amount_usd,tax_amount_usd,gross_amount_usd,company_code,gl_account,cost_center,payment_status,ap_workflow_state,exception_type,exception_amount_usd,review_state,row_hash
skyharbor_global,SAP S/4HANA,"PO line, invoice line and AP payment export",AP-CTR-090-2026-07-1,extract-ap-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SUP-SALESFORCE-US-001,INV-CTR-090-2026-07,INV-CTR-090-2026-07-1,PO-CTR-090-1,2026-07-28,2026-07-01,2026-07-28,SF-DC-ENT,20920,seat_month,86.4,91.15,1906858,76274.32,1983132.32,SHG-US01,610450,CX-PLATFORM,paid,manual_exception_approved,rate_variance,99370,requires_recovery_review,6c6470d7c4d2259db4b57ce39c5769e0176d48c369d907b6a280af0ee0065a42
skyharbor_global,SAP S/4HANA,"PO line, invoice line and AP payment export",AP-CTR-090-2026-07-2,extract-ap-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SUP-SALESFORCE-US-001,INV-CTR-090-2026-07,INV-CTR-090-2026-07-2,PO-CTR-090-2,2026-07-28,2026-07-01,2026-07-28,SF-MKT-ENT,9120,seat_month,112.5,112.5,1026000,41040,1067040,SHG-US01,610450,CX-PLATFORM,paid,three_way_match_complete,,0,accepted,133eb820c372807e8a28273303ec8b5452c4870d3e2bf86902810084733e5cd2
skyharbor_global,SAP S/4HANA,"PO line, invoice line and AP payment export",AP-CTR-090-2026-07-3,extract-ap-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SUP-SALESFORCE-US-001,INV-CTR-090-2026-07,INV-CTR-090-2026-07-3,PO-CTR-090-3,2026-07-28,2026-07-01,2026-07-28,SF-INT-API,480,million_events,2100,2100,1008000,40320,1048320,SHG-US01,610450,CX-PLATFORM,paid,three_way_match_complete,,0,accepted,94cf53f3f3ba59a3dd4b3d1af690411832025596e89b5a1471997f56ed8e717a
skyharbor_global,SAP S/4HANA,"PO line, invoice line and AP payment export",AP-CTR-090-2026-07-4,extract-ap-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SUP-SALESFORCE-US-001,INV-CTR-090-2026-07,INV-CTR-090-2026-07-4,PO-CTR-090-4,2026-07-28,2026-07-01,2026-07-28,SF-SUPPORT,1,annual_month,304166.67,304166.67,304166.67,12166.67,316333.34,SHG-US01,610450,CX-PLATFORM,paid,three_way_match_complete,,0,accepted,4166b3276683efc24638cd484b70d666fa5884ea5584fc69e791dcdd673d28ba
skyharbor_global,SAP S/4HANA,"PO line, invoice line and AP payment export",AP-CTR-090-2026-08-1,extract-ap-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SUP-SALESFORCE-US-001,INV-CTR-090-2026-08,INV-CTR-090-2026-08-1,PO-CTR-090-1,2026-08-28,2026-08-01,2026-08-28,SF-DC-ENT,21000,seat_month,86.4,86.4,1814400,72576,1886976,SHG-US01,610450,CX-PLATFORM,paid,three_way_match_complete,,0,accepted,f5d4378b3f7c309564f679c6d691b7958585c215afd4537b4959454f4aa953cb
skyharbor_global,SAP S/4HANA,"PO line, invoice line and AP payment export",AP-CTR-090-2026-08-2,extract-ap-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SUP-SALESFORCE-US-001,INV-CTR-090-2026-08,INV-CTR-090-2026-08-2,PO-CTR-090-2,2026-08-28,2026-08-01,2026-08-28,SF-MKT-ENT,9200,seat_month,112.5,112.5,1035000,41400,1076400,SHG-US01,610450,CX-PLATFORM,paid,three_way_match_complete,,0,accepted,0ad40548a7b633b0bdad6882f9491e857e32124544a44585af43b1f50e59b5e4
skyharbor_global,SAP S/4HANA,"PO line, invoice line and AP payment export",AP-CTR-090-2026-08-3,extract-ap-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SUP-SALESFORCE-US-001,INV-CTR-090-2026-08,INV-CTR-090-2026-08-3,PO-CTR-090-3,2026-08-28,2026-08-01,2026-08-28,SF-INT-API,480,million_events,2100,2100,1008000,40320,1048320,SHG-US01,610450,CX-PLATFORM,paid,three_way_match_complete,,0,accepted,b8647ca4c9f402a9aaf3365d3438c6e8a0c832956e21f0abc128697d118a6c79
skyharbor_global,SAP S/4HANA,"PO line, invoice line and AP payment export",AP-CTR-090-2026-08-4,extract-ap-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SUP-SALESFORCE-US-001,INV-CTR-090-2026-08,INV-CTR-090-2026-08-4,PO-CTR-090-4,2026-08-28,2026-08-01,2026-08-28,SF-SUPPORT,1,annual_month,304166.67,304166.67,304166.67,12166.67,316333.34,SHG-US01,610450,CX-PLATFORM,paid,three_way_match_complete,,0,accepted,db76a409c2c8f0841354d0671eb26b9c32d42e184bbdd259baaed4dd404bbdae
skyharbor_global,SAP S/4HANA,"PO line, invoice line and AP payment export",AP-CTR-090-2026-09-1,extract-ap-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SUP-SALESFORCE-US-001,INV-CTR-090-2026-09,INV-CTR-090-2026-09-1,PO-CTR-090-1,2026-09-28,2026-09-01,2026-09-28,SF-DC-ENT,21080,seat_month,86.4,86.4,1821312,72852.48,1894164.48,SHG-US01,610450,CX-PLATFORM,paid,three_way_match_complete,,0,accepted,a593fcf0d4529649869b2f9a377c3c54efbe8fc05afb6b22a2a85d756eb50866
skyharbor_global,SAP S/4HANA,"PO line, invoice line and AP payment export",AP-CTR-090-2026-09-2,extract-ap-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SUP-SALESFORCE-US-001,INV-CTR-090-2026-09,INV-CTR-090-2026-09-2,PO-CTR-090-2,2026-09-28,2026-09-01,2026-09-28,SF-MKT-ENT,9280,seat_month,112.5,112.5,1044000,41760,1085760,SHG-US01,610450,CX-PLATFORM,paid,three_way_match_complete,,0,accepted,f83a59f1fae54317143974cf1fae876ee2f82370e249cabe898118c0987a1388
