tenant_key,source_system,source_object,source_record_id,extract_job_id,extract_timestamp,as_of_date,contract_id,sow_id,work_order_id,worker_role,role_level,location,effective_from,effective_to,approved_rate_usd_per_hour,billed_rate_usd_per_hour,approved_hours,billed_hours,variance_usd,change_order_id,approval_state,review_state,row_hash
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-090-001,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SOW-CTR-090-RUN,WO-CTR-090-001,Platform engineer,principal,US,2026-07-01,2027-06-30,150,168,120,120,2160,,approved,rate_variance_review_ready,24ac3c6cebd2039fd870544aab948fad6cfc67efb8d66dad35301ed15d8f5dd2
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-090-002,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SOW-CTR-090-RUN,WO-CTR-090-002,Platform engineer,senior,India,2026-07-01,2027-06-30,161,161,144,144,0,,approved,accepted,7093f78d7158d04988717fb4e18f774c48f2dccecada2fd4b56a4337aa45cbe1
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-090-003,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SOW-CTR-090-RUN,WO-CTR-090-003,Platform engineer,senior,US,2026-07-01,2027-06-30,172,172,168,168,0,,approved,accepted,77ef97ce5237a0b1d1c49e70f083f477fcc64e4ab68d942f59298d7e16f837f6
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-090-004,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SOW-CTR-090-RUN,WO-CTR-090-004,Platform engineer,principal,India,2026-07-01,2027-06-30,183,183,192,192,0,,approved,accepted,4a9e7919c16272787f810266fbcef1ba37aabe6f695f376a5be413b9b6716958
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-090-005,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SOW-CTR-090-RUN,WO-CTR-090-005,Platform engineer,senior,US,2026-07-01,2027-06-30,194,194,216,216,0,,approved,accepted,4baff47d43b13245297b7d752857d0be345a1cd216a0ea3a99b8fa392cc108a1
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-090-006,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SOW-CTR-090-RUN,WO-CTR-090-006,Platform engineer,senior,India,2026-07-01,2027-06-30,150,150,240,240,0,,approved,accepted,c9e8560bf62c63f83034a286c81c61b649c4b79d18aaff07cf0778e145830123
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-090-007,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SOW-CTR-090-RUN,WO-CTR-090-007,Platform engineer,principal,US,2026-07-01,2027-06-30,161,179,264,264,4752,,approved,rate_variance_review_ready,11fbae94eae92f6fd07640ff09f46c955ef0f0272ccc85675681f38ed8b5bcc7
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-090-008,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SOW-CTR-090-RUN,WO-CTR-090-008,Platform engineer,senior,India,2026-07-01,2027-06-30,172,172,288,288,0,,approved,accepted,62e61a5aa5efd2fe94b44747a5102355fb9e52b16565ae4df79423d9e071973c
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-090-009,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SOW-CTR-090-RUN,WO-CTR-090-009,Platform engineer,senior,US,2026-07-01,2027-06-30,183,183,120,120,0,,approved,accepted,386064cb7f85dd6713127816f5e7672248f09bd1bd6db52b3b0aafe2e35759e9
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-090-010,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SOW-CTR-090-RUN,WO-CTR-090-010,Platform engineer,principal,India,2026-07-01,2027-06-30,194,194,144,144,0,,approved,accepted,9abf57ef7c47ddf4cfa187a8d991ec5bf34f5b591225fa6970a9ac47e5579384
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-090-011,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SOW-CTR-090-RUN,WO-CTR-090-011,Platform engineer,senior,US,2026-07-01,2027-06-30,150,150,168,168,0,,approved,accepted,d95e86af8a84af8a41f936ce6e6c5420dc92edbc797c5b8c3c79d9d4e0aa05ea
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-090-012,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SOW-CTR-090-RUN,WO-CTR-090-012,Platform engineer,senior,India,2026-07-01,2027-06-30,161,161,192,192,0,,approved,accepted,5201ae2278e94c5c97c542b2c2da5737094c01ff03ecbbd31d7cff3b31eb0f88
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-090-013,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SOW-CTR-090-RUN,WO-CTR-090-013,Platform engineer,principal,US,2026-07-01,2027-06-30,172,190,216,216,3888,,approved,rate_variance_review_ready,aac07951d0ef5abeaf8690ce332cb78d3cc2c9ce2db786643ab7fddaa67b735e
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-090-014,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SOW-CTR-090-RUN,WO-CTR-090-014,Platform engineer,senior,India,2026-07-01,2027-06-30,183,183,240,240,0,,approved,accepted,4894e5e302b56b402b66945968fe02f4dd61a0d3aa576b1f05174df41d182cc3
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-090-015,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SOW-CTR-090-RUN,WO-CTR-090-015,Platform engineer,senior,US,2026-07-01,2027-06-30,194,194,264,264,0,,approved,accepted,b8bf129bfb76d8f2ba5ba07c16bafe9128bdd06d7b43a38a77595eba1149f4ed
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-090-016,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SOW-CTR-090-RUN,WO-CTR-090-016,Platform engineer,principal,India,2026-07-01,2027-06-30,150,150,288,288,0,,approved,accepted,7576b62d7e9d248476e08e2e0b468bc0b429654ea997731172488a9ce87c5536
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-090-017,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SOW-CTR-090-RUN,WO-CTR-090-017,Platform engineer,senior,US,2026-07-01,2027-06-30,161,161,120,120,0,,approved,accepted,bdae275fa10870e5344401dd3b3c89e649bae8f796c040aa51057ea9e4a5ae9b
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-090-018,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SOW-CTR-090-RUN,WO-CTR-090-018,Platform engineer,senior,India,2026-07-01,2027-06-30,172,172,144,144,0,,approved,accepted,3170ab29a0c1abf9abe3c15c4109426deaea993fe21e04bf0b60fc6d328b82c6
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-090-019,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SOW-CTR-090-CHANGE,WO-CTR-090-019,Platform engineer,principal,US,2026-07-01,2027-06-30,183,201,168,168,3024,CO-CTR-090-1,approved,rate_variance_review_ready,023db18bacaa65fc5ac3f6c802fdd7724a83d27453dff0605b282eb1652e5157
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-090-020,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SOW-CTR-090-CHANGE,WO-CTR-090-020,Platform engineer,senior,India,2026-07-01,2027-06-30,194,194,192,192,0,CO-CTR-090-2,approved,accepted,3b6e29e00b81c1ab0c7130e752eecf1447e1c00cf702ff5f4d30476308d4e355
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-090-021,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SOW-CTR-090-CHANGE,WO-CTR-090-021,Platform engineer,senior,US,2026-07-01,2027-06-30,150,150,216,216,0,CO-CTR-090-3,approved,accepted,95bbc6f8f38ccf28270aa0d3be19218e867604fdbd56d0b3bad9e7e5453fe4d1
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-090-022,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SOW-CTR-090-CHANGE,WO-CTR-090-022,Platform engineer,principal,India,2026-07-01,2027-06-30,161,161,240,240,0,CO-CTR-090-4,approved,accepted,1516c69bcd4c9f090d3169edc65208dd3c4d8d091cb536dd6c4da8255497b656
