criterion,weight,abridge_score,suki_score,daxcopilot_score,vendor_4_score,scoring_notes
clinical accuracy,25,5,4,4,3,"Tradeoffs remain; DAX stronger on Microsoft/Epic adjacency, Abridge stronger on specialty evidence, Suki strong workflow simplicity."
Epic integration,20,4,5,3,2,"Tradeoffs remain; DAX stronger on Microsoft/Epic adjacency, Abridge stronger on specialty evidence, Suki strong workflow simplicity."
HIPAA BAA posture,15,5,3,4,3,"Tradeoffs remain; DAX stronger on Microsoft/Epic adjacency, Abridge stronger on specialty evidence, Suki strong workflow simplicity."
change management,15,4,4,3,2,"Tradeoffs remain; DAX stronger on Microsoft/Epic adjacency, Abridge stronger on specialty evidence, Suki strong workflow simplicity."
commercial model,10,5,5,4,3,"Tradeoffs remain; DAX stronger on Microsoft/Epic adjacency, Abridge stronger on specialty evidence, Suki strong workflow simplicity."
implementation capacity,10,4,3,3,2,"Tradeoffs remain; DAX stronger on Microsoft/Epic adjacency, Abridge stronger on specialty evidence, Suki strong workflow simplicity."
roadmap transparency,5,5,4,4,3,"Tradeoffs remain; DAX stronger on Microsoft/Epic adjacency, Abridge stronger on specialty evidence, Suki strong workflow simplicity."
specialty coverage,10,4,5,3,2,"Tradeoffs remain; DAX stronger on Microsoft/Epic adjacency, Abridge stronger on specialty evidence, Suki strong workflow simplicity."
audit trail,8,5,3,4,3,"Tradeoffs remain; DAX stronger on Microsoft/Epic adjacency, Abridge stronger on specialty evidence, Suki strong workflow simplicity."
clinician UX,12,4,4,3,2,"Tradeoffs remain; DAX stronger on Microsoft/Epic adjacency, Abridge stronger on specialty evidence, Suki strong workflow simplicity."
model monitoring,8,5,5,4,3,"Tradeoffs remain; DAX stronger on Microsoft/Epic adjacency, Abridge stronger on specialty evidence, Suki strong workflow simplicity."
support model,7,4,3,3,2,"Tradeoffs remain; DAX stronger on Microsoft/Epic adjacency, Abridge stronger on specialty evidence, Suki strong workflow simplicity."
reference customers,8,5,4,4,3,"Tradeoffs remain; DAX stronger on Microsoft/Epic adjacency, Abridge stronger on specialty evidence, Suki strong workflow simplicity."
data retention,8,4,5,3,2,"Tradeoffs remain; DAX stronger on Microsoft/Epic adjacency, Abridge stronger on specialty evidence, Suki strong workflow simplicity."
latency,5,5,3,4,3,"Tradeoffs remain; DAX stronger on Microsoft/Epic adjacency, Abridge stronger on specialty evidence, Suki strong workflow simplicity."
multilingual support,4,4,4,3,2,"Tradeoffs remain; DAX stronger on Microsoft/Epic adjacency, Abridge stronger on specialty evidence, Suki strong workflow simplicity."
analytics,5,5,5,4,3,"Tradeoffs remain; DAX stronger on Microsoft/Epic adjacency, Abridge stronger on specialty evidence, Suki strong workflow simplicity."
contract flexibility,5,4,3,3,2,"Tradeoffs remain; DAX stronger on Microsoft/Epic adjacency, Abridge stronger on specialty evidence, Suki strong workflow simplicity."
FDA SaMD posture,7,5,4,4,3,"Tradeoffs remain; DAX stronger on Microsoft/Epic adjacency, Abridge stronger on specialty evidence, Suki strong workflow simplicity."
training,6,4,5,3,2,"Tradeoffs remain; DAX stronger on Microsoft/Epic adjacency, Abridge stronger on specialty evidence, Suki strong workflow simplicity."
