tenant_key,record_id,entity_id,business_name,context_item,dimension,evidence_id,active_candidate_status,confidence,source_type,source_basis,synthetic_data_flag,evidence_boundary,module_usage_notes,capability,owner,criticality,lifecycle_status,vendor_id,integrations,data_dependencies
first-capital,FCF-V3-0001,FCF-BANK,Core banking platform,Core banking platform,06_infrastructure_platforms,FCF-V3-EVID-0040,active,high,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,core_banking,Retail Banking and Branch Operations,critical,current_core,FCF-VEN-CORE,digital banking; deposits; lending; GL; reporting,accounts; balances; transactions; deposit products
first-capital,FCF-V3-0002,FCF-BANK,Digital banking platform,Digital banking platform,06_infrastructure_platforms,FCF-V3-EVID-0041,active,high,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,digital_banking,Digital Banking and Customer Experience,critical,current_core,FCF-VEN-DIGITAL,core; identity; CRM; fraud controls,mobile/web events; servicing journeys; messages
first-capital,FCF-V3-0003,FCF-BANK,Banker and contact center CRM,Banker and contact center CRM,06_infrastructure_platforms,FCF-V3-EVID-0042,active,high,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,customer_service,Retail Banking and Branch Operations,high,current_core,FCF-VEN-CRM,core; digital; case management; knowledge base,customer cases; servicing history; banker notes
first-capital,FCF-V3-0004,FCF-BANK,Fraud detection and case platform,Fraud detection and case platform,06_infrastructure_platforms,FCF-V3-EVID-0043,active,medium,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,fraud_financial_crimes,Fraud and Financial Crimes,critical,current_core,FCF-VEN-FRAUD,core transactions; digital events; card data; case workflow,alerts; cases; dispositions; loss events
first-capital,FCF-V3-0005,FCF-BANK,AML/KYC case management platform,AML/KYC case management platform,06_infrastructure_platforms,FCF-V3-EVID-0044,candidate,high,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,aml_kyc,Fraud and Financial Crimes,critical,current_core,FCF-VEN-AML,customer master; transactions; watchlists; documents,alerts; KYC refresh; SAR workflow; investigations
first-capital,FCF-V3-0006,FCF-BANK,Loan origination and servicing platform,Loan origination and servicing platform,06_infrastructure_platforms,FCF-V3-EVID-0045,active,high,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,lending_operations,Lending and Loan Operations,high,current_core,FCF-VEN-LOAN,core; document management; credit bureau; CRM,applications; documents; exceptions; servicing events
first-capital,FCF-V3-0007,FCF-BANK,Risk and regulatory reporting data mart,Risk and regulatory reporting data mart,06_infrastructure_platforms,FCF-V3-EVID-0046,active,high,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,risk_reporting,Risk Management and Compliance,critical,fragmented_current_state,FCF-VEN-RISK,core; AML; fraud; GL; manual files,regulatory reports; controls; attestations
first-capital,FCF-V3-0008,FCF-BANK,Legacy banking data warehouse,Legacy banking data warehouse,06_infrastructure_platforms,FCF-V3-EVID-0047,active,medium,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,legacy_data_warehouse,Enterprise Data and Analytics,critical,current_reporting,FCF-VEN-EDW,core extracts; digital events; fraud files; GL,regulatory reporting; KPI dashboards; analytics
first-capital,FCF-V3-0009,FCF-BANK,Cloud lakehouse and customer 360 foundation,Cloud lakehouse and customer 360 foundation,06_infrastructure_platforms,FCF-V3-EVID-0048,active,high,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,lakehouse_platform,Enterprise Data and Analytics,critical,target_state_not_ready,FCF-VEN-CLOUD,planned core/digital/fraud/risk feeds,future governed customer 360 and model features
first-capital,FCF-V3-0010,FCF-BANK,Model risk management registry,Model risk management registry,06_infrastructure_platforms,FCF-V3-EVID-0049,candidate,high,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,model_risk,Risk Management and Compliance,critical,current_partial,FCF-VEN-MRM,AI inventory; approvals; monitoring; validation,model inventory; approval status; monitoring evidence
first-capital,FCF-V3-0011,FCF-BANK,Finance and procurement ERP,Finance and procurement ERP,06_infrastructure_platforms,FCF-V3-EVID-0050,active,high,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,finance_procurement,Procurement and Vendor Management,high,current_core,FCF-VEN-ERP,invoices; purchase orders; supplier master,spend; invoice; vendor master
first-capital,FCF-V3-0012,FCF-BANK,Contract lifecycle repository,Contract lifecycle repository,06_infrastructure_platforms,FCF-V3-EVID-0051,active,medium,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,contracts,Procurement and Vendor Management,high,current_manual,FCF-VEN-CLM,MSAs; SOWs; SLAs; renewal notices,contract terms; obligations; third-party risk evidence
